timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1777227218761000,410,0,0,0,0,255,0
1777227220821000,400,0,0,0,0,255,0
1777227222169000,176,0,0,0,0,255,0
1777227222177000,176,0,0,0,0,255,0
1777227233033000,192,0,0,0,0,255,0
1777227242313000,192,0,0,0,0,255,0
1777227283445000,176,0,0,0,0,255,0
1777227283453000,176,0,0,0,0,255,0
