timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
1777227220821000,1777227220663000,1777227220669000,47.3986692,8.545593799999999,0,0.25,0.25,0.00834878,-0.0062951627,0.0030590266,-0.006376773,0.25750428,0.25751242,1.0827334e-05,6.1556757e-06,1.3412658e-05,-1.1362577e-05,0,0,1
1777227220869000,1777227220715000,1777227220717000,47.3986692,8.5455939,0,0.25,0.25,0.008117465,-0.013850546,0.0035355461,-0.007080824,0.25747815,0.25748622,1.0236712e-05,2.9801615e-05,1.3113475e-05,-1.3099589e-05,0,0,1
1777227220925000,1777227220767000,1777227220773000,47.3986692,8.545594,0,0.25,0.25,0.007933495,-0.021299617,0.0039498457,-0.0084202755,0.25750405,0.25751227,9.776986e-06,7.047023e-05,1.2799168e-05,-1.850407e-05,0,0,1
1777227220973000,1777227220819000,1777227220821000,47.3986692,8.545594,0,0.25,0.25,0.0076816673,-0.020877909,0.0043013943,-0.009593821,0.25747836,0.2574863,9.167064e-06,6.7714216e-05,1.2457013e-05,-2.3139808e-05,0,0,1
1777227221029000,1777227220871000,1777227220877000,47.3986692,8.545593799999999,0,0.25,0.25,0.0073740473,-0.0054609557,0.004590847,-0.009204493,0.25750428,0.25751236,8.446706e-06,4.632327e-06,1.2079231e-05,-2.139635e-05,0,0,1
1777227221077000,1777227220923000,1777227220925000,47.3986692,8.545593799999999,0,0.25,0.25,0.007003251,-0.005413138,0.0048181023,-0.008847336,0.25747812,0.25748616,7.6193696e-06,4.552021e-06,1.1659099e-05,-1.9809566e-05,0,0,1
1777227221133000,1777227220975000,1777227220981000,47.3986692,8.545593799999999,0,0.25,0.25,0.0066779996,-0.005511067,0.00499331,-0.00853305,0.25750405,0.2575122,6.9273756e-06,4.717735e-06,1.1213357e-05,-1.8387871e-05,0,0,1
1777227221181000,1777227221027000,1777227221029000,47.3986692,8.5455939,0,0.25,0.25,0.006397404,-0.013038425,0.00512558,-0.00895747,0.25747833,0.25748628,6.358092e-06,2.6409254e-05,1.0755976e-05,-1.9143508e-05,0,0,1
1777227221237000,1777227221079000,1777227221085000,47.398669299999995,8.545593799999999,0,0.25,0.25,-0.0051683416,-0.0053684986,0.0041558626,-0.008619378,0.25750425,0.2575123,4.14933e-06,4.4768003e-06,9.351853e-06,-1.7761862e-05,0,0,1
1777227221285000,1777227221131000,1777227221133000,47.3986692,8.545594,0,0.25,0.25,0.0060510477,-0.020504702,0.0043343944,-0.009739011,0.2574781,0.2574861,5.688279e-06,6.531503e-05,9.006733e-06,-2.2241507e-05,0,0,1
1777227221341000,1777227221183000,1777227221189000,47.3986692,8.545594,0,0.25,0.25,0.0058802785,-0.020147687,0.004480021,-0.010719538,0.25750402,0.25751215,5.3712056e-06,6.3054e-05,8.664256e-06,-2.6086163e-05,0,0,1
1777227221389000,1777227221235000,1777227221237000,47.3986692,8.5455939,0,0.25,0.25,0.005594852,-0.012127879,0.004585041,-0.010852207,0.25747833,0.25748622,4.8629126e-06,2.2849446e-05,8.306159e-06,-2.5781255e-05,0,0,1
1777227221445000,1777227221287000,1777227221293000,47.398669299999995,8.545594,0,0.25,0.25,-0.0058827517,-0.01952768,0.0035989447,-0.011669463,0.2575042,0.2575122,5.3757212e-06,5.923296e-05,7.017286e-06,-2.8932503e-05,0,0,1
1777227221493000,1777227221339000,1777227221341000,47.398669399999996,8.545594,0,0.25,0.25,-0.016965045,-0.019102715,0.0016617571,-0.012369696,0.2574781,0.25748608,4.471258e-05,5.6688692e-05,2.1441824e-06,-3.1547217e-05,0,0,1
1777227221549000,1777227221391000,1777227221397000,47.398669399999996,8.545594099999999,0,0.25,0.25,-0.016625918,-0.026267424,-6.0994993e-05,-0.013678903,0.25750402,0.2575121,4.293854e-05,0.00010717595,-2.1027408e-06,-3.8671664e-05,0,0,1
