timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
1777316741574000,1777316741494000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,-0.21389823,-0.009880006,-0.43109837,0.07609471,0.031073753,5.5771787e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777316741582000,1777316741502000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,-0.21389823,-0.009880006,-0.43109837,0.047934595,0.016495233,0.00013164035,0.0,0.0,0.0,0.0,0.0,0.0
1777316741590000,1777316741510000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,-0.21389823,-0.009880006,-0.43109837,0.023135541,-0.030161524,0.0001683596,0.0,0.0,0.0,0.0,0.0,0.0
1777316741598000,1777316741518000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,-0.21389823,-0.009880006,-0.43109837,0.045165986,-0.008722497,0.00021478673,0.0,0.0,0.0,0.0,0.0,0.0
1777316741606000,1777316741526000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,-0.21389823,-0.009880006,-0.43109837,0.013753118,-0.0011536388,8.315104e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777316741614000,1777316741534000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0022712052,-0.0041217967,0.0030123293,0.04264708,0.010530757,0.00014798366,0.0,0.0,0.0,0.0,0.0,0.0
1777316741622000,1777316741542000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0022712052,-0.0041217967,0.0030123293,0.015666325,0.0009058899,8.752127e-05,0.0,0.0,0.0,0.0,0.0,0.0
1777316741630000,1777316741550000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0022712052,-0.0041217967,0.0030123293,0.033882104,0.014283025,0.0001107133,0.0,0.0,0.0,0.0,0.0,0.0
1777316741638000,1777316741558000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0022712052,-0.0041217967,0.0030123293,0.041552622,-0.033867974,0.00023066043,0.0,0.0,0.0,0.0,0.0,0.0
1777316741646000,1777316741566000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076040454,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0022712052,-0.0041217967,0.0030123293,0.009450795,0.006625366,3.5438454e-05,0.0,0.0,0.0,0.0,0.0,0.0
