timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
1777316741870000,1777316741870000,0,nan,nan,-0.0027505413,2.641894e-05,-0.009795504,-6.0214664e-09,6.092829e-09,0.0,-0.013088539,-0.0012808486,-0.043963205,-0.04289385,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.02225855,-0.028535798,-0.09409151,0.039236803,0.0,nan,0.10382275,1.422883,7.156663,6.9954276,3.1528723,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741878000,1777316741878000,0,nan,nan,-0.0028475877,1.2600457e-05,-0.010130066,-6.0214664e-09,6.092829e-09,0.0,-0.0136294905,-0.0016632245,-0.044851836,-0.043800473,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.06305173,-0.046923336,-0.110599205,0.039288998,0.0,nan,0.10386953,1.4787169,7.1611624,6.996573,3.1528747,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741886000,1777316741886000,0,nan,nan,-0.0029477598,-2.9150635e-06,-0.010470709,-6.0214664e-09,6.092829e-09,0.0,-0.013793258,-0.0016914884,-0.04523431,-0.044200562,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.016619833,0.0014054421,-0.025797633,0.039250802,0.0,nan,0.10391445,1.5351193,7.1657696,6.997748,3.1528769,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741894000,1777316741894000,0,nan,nan,-0.003049655,-1.9842539e-05,-0.010815333,-6.0214664e-09,6.092829e-09,0.0,-0.014003756,-0.0020308595,-0.045837432,-0.044820927,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.027455078,-0.04018941,-0.09049288,0.03921135,0.0,nan,0.10395486,1.5920224,7.1704836,6.998949,3.1528792,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741902000,1777316741902000,0,nan,nan,-0.0031536627,-3.7795635e-05,-0.011166279,-6.0214664e-09,6.092829e-09,0.0,-0.014268629,-0.0019453095,-0.0466109,-0.045611277,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.03845885,0.014458259,-0.098614946,0.039206065,0.0,nan,0.10399396,1.6493671,7.1753035,7.0001745,3.1528814,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741910000,1777316741910000,0,nan,nan,-0.0032602397,-5.538096e-05,-0.0115231145,-6.0214664e-09,6.092829e-09,0.0,-0.014531335,-0.0019075454,-0.047082596,-0.046099503,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.027496522,0.016849473,-0.041227784,0.039186776,0.0,nan,0.10403075,1.7071022,7.1802287,7.0014324,3.1528838,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741918000,1777316741918000,0,nan,nan,-0.0033699006,-7.1388626e-05,-0.011884722,-6.0214664e-09,6.092829e-09,0.0,-0.015062427,-0.0016313895,-0.047843352,-0.04687644,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.08452602,0.027500946,-0.122162506,0.039116133,0.0,nan,0.1040639,1.7651827,7.185259,7.0027137,3.152886,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741926000,1777316741926000,0,nan,nan,-0.0034250943,-8.541688e-05,-0.012164698,-6.0214664e-09,6.092829e-09,0.0,-0.015637837,-0.0014430955,-0.048619043,-0.04757836,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.08987779,0.024892963,-0.07185339,0.039174408,0.0,nan,0.106787376,0.65927804,5.837909,3.581917,3.1351545,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741934000,1777316741934000,0,nan,nan,-0.0034830226,-9.756315e-05,-0.012451839,-6.0214664e-09,6.092829e-09,0.0,-0.015643977,-0.001143394,-0.048991743,-0.047880128,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.009582217,0.04451585,-0.05085859,0.039134894,0.0,nan,0.10673395,0.6808724,5.842185,3.5830917,3.1351569,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316741942000,1777316741942000,0,nan,nan,-0.0035401988,-0.00010762477,-0.012745997,-6.0214664e-09,6.092829e-09,0.0,-0.015495352,-0.0009483116,-0.049658075,-0.048478283,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.016816355,0.026226968,-0.0939574,0.03909212,0.0,nan,0.106683314,0.7032792,5.8465905,3.5843093,3.135159,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
