timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
1777316741442000,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,1,1,0,0
1777316770834000,nan,nan,-1.0,0.0,0.0,nan,497.9929,22,1,1,255,190,0,1
1777316770846000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,1,255,190,0,1
1777316783590000,47.398511799999994,8.545727399999999,-1.0,1.0,0.0,nan,497.44147,192,1,1,255,190,0,1
