timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
1777227220821000,0.0,0.0,0.0
1777227220825000,0.0,0.0,0.0
1777227221021000,0.0,0.0,0.0
1777227221221000,0.0,0.0,0.0
1777227221421000,0.0,0.0,0.0
1777227221621000,0.0,0.0,0.0
1777227221821000,0.0,0.0,0.0
1777227222021000,0.0,0.0,0.0
1777227222221000,0.0,0.0,0.0
1777227222421000,0.0,0.0,0.0
1777227222621000,0.0,0.0,0.0
1777227222821000,0.0,0.0,0.0
1777227223021000,2.5180645e-05,-1.7609646e-05,2.3812188e-06
1777227223221000,0.00050231203,-0.00041001337,3.4158846e-05
1777227223421000,0.0010779545,-0.0009009497,9.711948e-05
1777227223621000,0.0016648625,-0.0013384003,0.00010826497
1777227223821000,0.0023123014,-0.0015819423,8.318551e-05
1777227224017000,0.003079725,-0.0017610952,6.864426e-05
1777227224221000,0.0037293923,-0.0021075492,5.3881846e-05
1777227224421000,0.004386022,-0.0024083755,7.65117e-05
1777227224621000,0.005027737,-0.0025380286,6.67827e-05
1777227224821000,0.0055213887,-0.002640449,0.00011156356
1777227225021000,0.005058492,-0.0023016091,0.00011821717
1777227225221000,0.0034547702,-0.0016394045,9.4687406e-05
1777227225421000,0.0025017627,-0.0012609286,7.0772454e-05
1777227225621000,0.0019618615,-0.0009684878,7.5294745e-05
1777227225817000,0.0015695087,-0.0007766537,5.855159e-05
1777227226021000,0.0012786256,-0.00056720903,8.546142e-05
1777227226221000,0.0009469679,-0.00045694696,6.138708e-05
1777227226421000,0.00074653287,-0.0003499147,2.9908577e-05
1777227226621000,0.0005930643,-0.0002561069,4.067223e-05
1777227226821000,0.0004235548,-0.00017756074,2.3339653e-05
1777227227021000,0.00037251087,-0.0001528999,5.6701483e-05
1777227227221000,0.00027929703,-0.00014057297,5.2502664e-06
1777227227421000,0.00024574195,-8.2556384e-05,3.4999575e-05
1777227227621000,0.00013358539,-9.476972e-05,5.7527115e-05
1777227227821000,0.00012130683,-2.9224135e-05,4.7160675e-06
1777227228021000,6.641493e-05,-2.5373598e-05,-3.2671494e-06
1777227228221000,2.4958235e-05,-8.233902e-05,-5.987214e-05
1777227228421000,4.061117e-05,-4.911781e-05,-2.6279342e-05
1777227228621000,-2.241691e-05,2.4235665e-06,7.789797e-05
1777227228821000,-1.0662627e-05,-2.8471388e-06,9.2928334e-05
1777227229021000,-3.8742168e-05,-2.2732198e-05,4.9762108e-05
1777227229221000,2.3682958e-05,-1.3844323e-05,-2.5258094e-05
1777227229421000,4.9446673e-05,2.319087e-05,-7.057171e-05
1777227229621000,6.0133243e-05,-1.1747483e-05,-5.971804e-05
1777227229821000,-2.3572115e-05,-2.5377405e-05,7.94025e-06
1777227230021000,-8.9025576e-05,-5.2684976e-05,4.6596248e-05
1777227230221000,-3.7012526e-06,2.0589396e-06,5.4072454e-05
1777227230421000,3.9389665e-06,-8.902817e-06,3.4976976e-05
1777227230621000,7.879425e-06,2.7049703e-07,3.4506174e-05
1777227230821000,4.6630033e-05,1.4969984e-05,-4.304562e-05
1777227231021000,7.7603465e-05,8.842828e-06,-5.45074e-05
1777227231221000,6.664048e-05,5.190427e-05,-6.318601e-05
1777227231421000,-6.352244e-05,9.4287745e-05,-2.4490873e-05
1777227231621000,-7.340857e-05,4.6558966e-05,3.0829513e-05
1777227231821000,-0.000103611266,2.2368085e-05,4.629071e-05
1777227232021000,-7.653181e-05,2.3046156e-05,3.1566862e-05
1777227232221000,-2.7878797e-05,1.0562066e-05,-3.775116e-05
1777227232421000,-2.5596702e-05,5.2717667e-05,-3.7037942e-05
1777227232621000,-2.3234094e-05,-1.8217663e-05,1.4493137e-05
1777227232821000,-2.8144466e-05,-5.104698e-05,1.5016514e-05
1777227233021000,-5.5678734e-05,1.1276883e-05,-1.5784142e-05
1777227233221000,-8.955145e-05,-0.0016629533,0.00017211102
1777227233421000,-0.000104391525,-0.0027474428,4.0839754e-05
1777227233621000,3.4644981e-06,-0.0026013367,-0.000114161114
1777227233821000,0.0001730415,-0.0019115041,-0.00021971248
1777227234021000,0.00013422695,0.0003787175,-0.00019756709
1777227234221000,0.00012483832,0.0015048889,-6.275894e-05
1777227234421000,-6.7983914e-05,0.0017601576,4.9149647e-05
1777227234621000,-2.7584836e-05,0.0015891445,8.2477054e-05
1777227234821000,-7.678027e-05,0.0013736305,4.6024066e-05
1777227235021000,-2.3208158e-05,0.002160038,-2.3869721e-05
1777227235221000,7.728861e-05,0.0028427683,-3.0964195e-05
1777227235421000,0.00011989942,0.0026973123,3.4076681e-06
1777227235621000,-1.2435785e-06,0.0022956163,5.243614e-05
1777227235821000,-2.1816977e-05,0.0004860972,9.923984e-05
1777227236021000,8.470742e-05,-0.0011513229,5.5314296e-05
1777227236221000,0.00013749751,-0.0014278794,-8.410948e-06
1777227236421000,0.00010820059,-0.0011659104,-2.244554e-05
1777227236621000,5.682689e-05,-0.0009736086,-2.360134e-05
1777227236821000,7.100106e-05,-0.00084261026,1.2306349e-05
1777227237021000,-3.223506e-05,-0.0007074727,4.2703312e-05
1777227237221000,1.906009e-05,-0.00060256367,-7.3080395e-05
1777227237421000,8.6842214e-05,-0.00049435673,-5.5829896e-05
1777227237621000,3.0002628e-05,-0.00041292896,9.6146e-06
1777227237821000,-2.4069133e-05,-0.00036795507,9.057569e-05
1777227238021000,6.8527465e-06,-0.00032850172,5.5820976e-05
1777227238221000,2.7184517e-05,-0.0002514914,1.9594707e-05
1777227238421000,-2.416765e-05,-0.00014890952,4.0496225e-06
1777227238621000,1.2395734e-05,-4.8114976e-05,3.5554323e-05
1777227238821000,-4.0023686e-05,8.998769e-06,2.7168615e-05
1777227239021000,-1.205188e-05,0.00014462616,1.18577245e-05
1777227239221000,-6.331252e-05,0.0007509944,-3.0041949e-05
1777227239421000,8.838672e-05,0.0027181646,-0.000115243194
1777227239621000,6.651433e-05,0.0024728826,-6.592542e-05
1777227239821000,4.6263685e-05,0.00022968595,-5.1909123e-05
1777227240021000,1.5805294e-05,-0.00060068857,2.5658746e-06
1777227240221000,1.1003898e-05,-0.00074860215,5.1853964e-05
1777227240421000,3.1604468e-05,-0.0007641199,-8.30685e-06
1777227240621000,-1.9830424e-05,-0.00070449506,-7.245956e-05
1777227240821000,8.5323336e-05,-0.0006605364,-0.0001681842
1777227241021000,8.06642e-05,-0.0006603241,-0.00011446142
1777227241221000,4.4404733e-05,-0.0005902302,-0.00012829342
1777227241421000,8.2201484e-05,-0.00062253274,-0.00010571464
1777227241621000,0.00012354451,-0.00052332703,-8.491165e-05
1777227241821000,4.6944842e-06,-0.0004867354,-7.843093e-05
1777227242021000,-1.1241209e-05,-0.00038420892,-9.338313e-05
1777227242221000,6.851414e-05,-0.0002855185,-5.094175e-05
1777227242421000,-4.7266058e-05,-0.0008699608,0.00027435337
1777227242621000,-0.00041986484,-0.002419748,0.0008919109
1777227242821000,-0.00037170033,-0.0025109823,0.0005269119
1777227243021000,-7.4514937e-06,-0.0019134242,-3.3047712e-05
1777227243221000,0.00027763486,-0.0010785363,-0.00038335135
1777227243421000,0.00037526092,0.0005917688,-0.00042044217
1777227243621000,0.00023995705,0.0021502648,-0.0002406868
1777227243821000,4.265755e-05,0.002253552,-6.209138e-05
1777227244021000,-0.00010524238,0.0025075383,0.00012349006
1777227244221000,-0.00013328217,0.0033856393,0.00010401575
1777227244421000,-6.5778644e-05,0.0031775425,0.00010432414
1777227244621000,-8.2037135e-05,0.002673409,2.823734e-05
1777227244821000,-2.6783868e-05,0.0016116854,-2.9812603e-05
1777227245021000,4.1390165e-05,-0.0006643772,-4.0510797e-05
1777227245221000,4.6040062e-05,-0.0012127226,-0.0001218283
1777227245421000,6.853412e-05,-0.0010851319,-0.00015193423
1777227245621000,0.00014246385,-0.0009407874,-0.00010967117
1777227245821000,2.5185242e-05,-0.00078531145,-4.4238263e-06
1777227246021000,-3.1928994e-05,-0.0006696065,7.742576e-05
1777227246221000,-8.843777e-05,-0.00057016325,7.9200465e-05
1777227246421000,-2.432946e-05,-0.00054797996,3.4215976e-05
1777227246621000,2.2961043e-05,-0.0005045225,-1.7588596e-05
1777227246821000,2.3422506e-05,-0.00033997264,1.26405985e-05
1777227247021000,-1.417002e-05,-0.0002980711,5.9441143e-05
1777227247221000,-9.2296985e-05,-0.0002075543,7.1446826e-05
1777227247421000,-1.1460856e-05,-0.00014820161,4.182899e-05
1777227247621000,3.8718805e-05,-0.00010480582,-2.6537085e-05
1777227247821000,-4.913785e-05,4.0099258e-06,-4.3819447e-05
1777227248021000,-1.2010998e-05,5.731641e-05,2.248168e-05
1777227248221000,-4.5085377e-05,0.0001694708,2.9434703e-05
1777227248421000,-2.4382189e-05,0.00012827464,3.714692e-05
1777227248621000,2.6296044e-05,0.00024597006,-2.2622153e-05
1777227248821000,5.1808667e-05,0.00018223106,-8.409489e-06
1777227249021000,-2.0791247e-05,0.00013393309,1.268181e-05
1777227249221000,6.853622e-06,0.00018961879,3.4541074e-05
1777227249421000,3.0595555e-05,9.751417e-05,2.9896983e-05
1777227249621000,-7.796572e-06,6.835328e-05,4.640905e-05
1777227249821000,5.5605848e-05,-6.2675485e-06,3.8456754e-05
1777227250021000,3.222139e-05,9.042984e-06,5.9399543e-05
1777227250221000,-5.5879107e-05,-1.0298367e-05,-3.4704553e-06
1777227250421000,-5.9992708e-05,1.0518582e-05,-9.3340044e-05
1777227250621000,8.215752e-05,0.0005333179,-9.825649e-05
1777227250821000,6.8835645e-05,0.0024211092,-1.277756e-05
1777227251021000,-3.8751612e-05,0.002088547,5.584454e-05
1777227251221000,-0.000103846134,-5.1037205e-06,0.000115299816
1777227251421000,-7.874893e-06,-0.0007492659,7.710983e-05
1777227251621000,0.00010083086,-0.0008589319,-3.838168e-05
1777227251821000,0.00012124462,-0.0007934882,-8.282613e-05
1777227252021000,7.204956e-05,-0.0008149912,1.8177096e-05
1777227252221000,7.099885e-05,-0.0008179189,0.00012980726
1777227252421000,-0.000118944954,-0.0007221764,0.00032470314
1777227252621000,-0.00021041655,-0.00066919456,0.0003518641
1777227252821000,-0.00020352632,-0.00060071703,0.00042052803
1777227253021000,-0.00024182297,-0.00046587072,0.00047555793
1777227253221000,-0.00021488608,-0.0003667329,0.00045329158
1777227253421000,-0.00021852006,-0.00029782407,0.00043127703
1777227253621000,-0.0001855865,-0.00022583493,0.0002152242
1777227253821000,0.00011339709,-8.6401866e-05,-0.00033465686
1777227254021000,0.00035655464,1.6774138e-05,-0.0005875864
1777227254221000,0.0003191814,0.000108401444,-0.00053989765
1777227254421000,0.00019483845,0.00020780766,-0.0003770221
1777227254621000,-3.652367e-07,0.00020650677,-0.000112229776
1777227254821000,-6.477689e-05,0.0003073794,-8.794306e-06
1777227255021000,-0.0001313099,0.00022215587,5.201484e-05
1777227255221000,-6.4561624e-05,0.00026654318,3.7972113e-05
1777227255421000,3.842408e-05,0.00026295555,-3.1983665e-05
1777227255621000,3.2878128e-05,0.0002337117,-0.00010320004
1777227255821000,7.932168e-05,0.00018172651,-0.00015234535
1777227256021000,7.6427525e-05,0.00016742056,-0.00012197384
1777227256221000,2.7030725e-05,8.821907e-05,-2.5142273e-05
1777227256421000,-1.2765349e-05,4.5513443e-05,6.1559236e-05
1777227256621000,-2.4312081e-05,8.214235e-06,3.0482588e-06
1777227256821000,-1.1230355e-05,-5.647338e-05,-3.784159e-05
1777227257021000,-2.5851235e-05,1.5161087e-05,-9.859132e-05
1777227257221000,6.860423e-05,-4.5537858e-05,-8.8305336e-05
1777227257421000,2.92953e-05,-5.289386e-05,-1.6842261e-05
1777227257621000,-4.841419e-05,-5.3951582e-05,-2.113327e-05
1777227257821000,-1.8677725e-05,-5.905594e-05,-1.7137347e-05
1777227258021000,5.3573098e-05,-5.489975e-05,-6.5163724e-05
1777227258217000,7.437482e-05,-4.8358717e-05,-5.7426805e-05
1777227258421000,4.5634297e-05,-4.677152e-05,-5.9704962e-05
1777227258621000,9.629985e-06,-5.7684356e-05,2.5973073e-05
1777227258817000,-8.162488e-05,-7.484492e-05,5.2412364e-05
1777227259021000,-6.142198e-05,3.2922508e-06,1.8462624e-05
1777227259221000,1.39422245e-05,8.114395e-06,-2.8027021e-05
1777227259417000,6.8125555e-06,3.1879175e-05,-1.692552e-05
