timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
1777316741578000,1777316741578000,4.4546686e-11,0.0,0.0,5.820766e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316741582000,1777316741582000,0.0,1.7462298e-10,0.0,5.820766e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316741678000,1777316741678000,2.3283064e-10,0.0,0.0,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316741778000,1777316741778000,0.0,0.0,0.0,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316741878000,1777316741878000,0.0,0.0,2.3283064e-10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316741978000,1777316741978000,0.0,4.656613e-10,0.0,2.3283064e-10,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742078000,1777316742078000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742178000,1777316742178000,0.0,2.0372681e-10,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742278000,1777316742278000,0.0,0.0,0.0,4.0357315e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742378000,1777316742378000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742478000,1777316742478000,0.0,1.9014502e-11,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742578000,1777316742578000,0.0,0.0019999999,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742678000,1777316742678000,4.656613e-10,0.001999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742778000,1777316742778000,0.0,0.0019999996,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742878000,1777316742878000,0.0,0.0020000003,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316742978000,1777316742978000,0.0,0.0016107068,0.00016876869,0.002220524,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743078000,1777316743078000,0.0,0.0019999999,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743178000,1777316743178000,0.0,0.0019999999,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743278000,1777316743278000,0.0,0.0019999992,0.0,0.002000001,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743374000,1777316743374000,0.0,0.0019999999,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743478000,1777316743478000,0.0,0.0019999994,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743578000,1777316743578000,0.0007084956,0.0018855022,0.0,0.0014060019,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743678000,1777316743678000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743778000,1777316743778000,0.0012029444,0.0007970554,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743878000,1777316743878000,0.0,0.0019999996,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316743978000,1777316743978000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744078000,1777316744078000,0.0,0.0019999996,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744178000,1777316744178000,0.0,0.002,0.0,0.0019999992,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744278000,1777316744278000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744378000,1777316744378000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744478000,1777316744478000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744578000,1777316744578000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744678000,1777316744678000,0.0,0.002,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744778000,1777316744778000,0.0011524303,0.0008475698,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744878000,1777316744878000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316744978000,1777316744978000,0.0,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745078000,1777316745078000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745178000,1777316745178000,5.820766e-11,0.002,5.820766e-11,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745278000,1777316745278000,0.0,0.0019999994,2.4738256e-10,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745374000,1777316745374000,0.0,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745478000,1777316745478000,0.002,0.0,0.0011365707,0.00086342916,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745578000,1777316745578000,0.0,0.0019999996,2.3283064e-10,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745674000,1777316745674000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745778000,1777316745778000,0.0,0.0019999999,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745878000,1777316745878000,1.1641532e-10,0.002,0.0,0.0019999992,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316745978000,1777316745978000,0.0,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746078000,1777316746078000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746178000,1777316746178000,0.0,0.0019999999,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746278000,1777316746278000,4.656613e-10,0.0020000003,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746378000,1777316746378000,0.00037820672,0.00079841237,0.00082598,0.0019974008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746478000,1777316746478000,0.0,0.0020000003,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746578000,1777316746578000,0.0019999999,0.0,0.0019238204,7.617939e-05,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746678000,1777316746678000,0.0,0.0019999999,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746778000,1777316746778000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746874000,1777316746874000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316746978000,1777316746978000,4.656613e-10,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747078000,1777316747078000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747178000,1777316747178000,0.0,0.0019999996,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747278000,1777316747278000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747378000,1777316747378000,0.0014973967,0.0005026031,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747478000,1777316747478000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747578000,1777316747578000,0.0,0.0019999996,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747678000,1777316747678000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747778000,1777316747778000,0.002,0.0,7.306214e-05,0.0019269376,nan,nan,nan,nan,nan,nan,nan,nan,0
1777316747878000,1777316747878000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
