timestamp,armed_time,takeoff_time,nav_state_timestamp,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,avoidance_system_required,avoidance_system_valid,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1777316812450000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316812630000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316813134000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316813638000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316814142000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316814646000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316815150000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316815546000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316816050000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316816554000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316817058000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316817562000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316818066000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316818570000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316819074000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316819578000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316819758000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316820262000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316820766000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316821270000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316821774000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316822278000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316822782000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316823286000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316823790000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316823862000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316824366000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316824870000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1777316825050000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316825554000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1777316826058000,1777316770858000,1777316772670000,1777316782162000,0,2,4,0,4,4,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
