timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
1777320736841000,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,1,1,0,0
1777320757049000,nan,nan,-1.0,0.0,0.0,nan,497.99423,22,1,1,255,190,0,1
1777320757065000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,1,255,190,0,1
1777320770317000,47.3982573,8.5455809,-1.0,1.0,0.0,nan,497.40518,192,1,1,255,190,0,1
