timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_variance,test_ratio,estimator_instance,fusion_enabled,innovation_rejected,fused
1777320736817000,1777320736817000,1777320736817000,0,0.0,100.0,-2.5309623e-06,112.25002,6.3407764e-15,0,0,0,0
1777320737101000,1777320737021000,1777320737021000,0,-2.5309623e-06,100.0,-0.003289507,201.15292,5.977131e-09,0,1,0,1
1777320737309000,1777320737229000,1777320737229000,0,-2.5309623e-06,100.0,0.009094192,150.00005,6.126245e-08,0,1,0,1
1777320737517000,1777320737437000,1777320737437000,0,-2.5309623e-06,100.0,0.0061489455,133.33334,3.150794e-08,0,1,0,1
