timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1777320737513000,1777320737513000,0.9999487,0.0021846814,0.0038164563,0.009138812,1.0,0.0,0.0,0.0,0
1777320737521000,1777320737521000,0.9999493,0.002122819,0.0037167415,0.009123591,1.0,0.0,0.0,0.0,0
1777320737525000,1777320737525000,0.9999494,0.0020826573,0.0036765137,0.009132544,1.0,0.0,0.0,0.0,0
1777320737529000,1777320737529000,0.9999495,0.0020502897,0.003644655,0.00914042,1.0,0.0,0.0,0.0,0
1777320737533000,1777320737533000,0.9999498,0.0020158063,0.0036069404,0.009137642,1.0,0.0,0.0,0.0,0
1777320737541000,1777320737541000,0.9999663,0.001964466,0.003517102,0.00715231,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737545000,1777320737545000,0.9999664,0.0019335048,0.003462539,0.0071769017,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737549000,1777320737549000,0.9999666,0.0018961692,0.0033989025,0.00718765,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737557000,1777320737557000,0.999967,0.0018213748,0.003259963,0.007220296,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737565000,1777320737565000,0.99996716,0.0017607735,0.0031243484,0.0072768596,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737569000,1777320737569000,0.99996716,0.0017347728,0.0030717845,0.007307281,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737573000,1777320737573000,0.99996686,0.0017055065,0.0030356795,0.007354251,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737581000,1777320737581000,0.99996674,0.0016363139,0.0029299113,0.007444437,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320737589000,1777320737589000,0.99996656,0.0015986396,0.0028367457,0.0075020413,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
