timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777316742190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316743190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316744190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316745190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316746190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316747190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316748190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316749190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316750190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316751190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316752190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316753190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316754190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316755190000,0,1,1,1,1,1,1,0,0,0,1,1
1777316755910000,0,1,1,1,0,0,1,0,0,0,1,1
1777316755926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316756926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316757926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316758926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316759926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316760926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316761926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316762926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316763926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316764926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316765926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316766926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316767926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316768926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316769926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316770926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316771926000,0,1,1,1,1,1,1,0,0,0,1,1
1777316772662000,0,1,0,0,1,1,1,0,0,0,1,0
1777316772766000,0,0,0,0,1,0,1,0,0,0,1,0
1777316773766000,0,0,0,0,1,0,0,0,0,0,1,0
1777316774766000,0,0,0,0,1,0,0,0,0,0,1,0
1777316774870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316775870000,0,0,0,0,0,0,0,1,0,0,1,0
1777316776870000,0,0,0,0,0,0,0,1,0,0,1,0
1777316777870000,0,0,0,0,0,0,0,1,0,0,1,0
1777316778870000,0,0,0,0,0,0,0,1,0,0,1,0
1777316779870000,0,0,0,0,0,0,0,1,0,0,1,0
1777316780870000,0,0,0,0,0,0,0,1,0,0,1,0
1777316781870000,0,0,0,0,0,0,0,1,0,0,1,0
1777316782870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316783870000,0,0,0,0,0,0,0,0,0,1,1,0
1777316784870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316785870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316786870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316787870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316788870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316789870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316790870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316791870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316792870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316793870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316794870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316795870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316796870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316797870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316798870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316799870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316800870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316801870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316802870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316803870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316804870000,0,0,0,0,0,0,0,0,1,0,1,0
