timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777316805870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316806870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316807870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316808870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316809870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316810870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316811870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316812870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316813870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316814870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316815870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316816870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316817870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316818870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316819870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316820870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316821870000,0,0,0,0,0,0,0,0,0,0,1,0
1777316822870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316823870000,0,0,0,0,0,0,0,0,1,0,1,0
1777316824870000,0,0,0,0,0,0,0,0,1,1,1,0
1777316825870000,0,0,0,0,0,0,0,0,0,0,1,0
