timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
1777320751261000,1777320751177000,6620172,488.0534,0.00040558825,-0.056274414,12.813022,2.746173e-05
1777320754557000,1777320754477000,6620172,488.05237,0.051444404,-0.052215576,12.317559,2.4594216e-05
1777320755157000,1777320755077000,6620172,488.05338,0.059039276,0.083496094,12.3245945,6.285172e-05
1777320755557000,1777320755477000,6620172,488.05237,0.06358896,-0.13232422,12.328911,0.00015780162
1777320755661000,1777320755577000,6620172,488.05368,0.06466599,0.2013855,12.329983,0.0003654697
1777320755861000,1777320755777000,6620172,488.05255,0.06662281,-0.18011475,12.33225,0.00029228983
1777320756157000,1777320756077000,6620172,488.05145,0.06971974,-0.09555054,12.335358,8.22379e-05
1777320756813000,1777320756727000,6620172,488.05255,0.07556835,0.031921387,12.3410845,9.174189e-06
1777320757157000,1777320757077000,6620172,488.051,0.07797959,-0.13858032,12.34373,0.00017286783
1777320757557000,1777320757477000,6620172,488.0523,0.08106777,0.20025635,12.346892,0.00036088796
1777320757757000,1777320757677000,6620172,488.05344,0.082770824,0.059753418,12.348557,3.2126747e-05
1777320757861000,1777320757777000,6620172,488.0554,0.08339002,0.25146484,12.34919,0.0005689493
1777320758357000,1777320758277000,6620172,488.05664,0.08644061,0.13626099,12.352468,0.00016701166
1777320758557000,1777320758477000,6620172,488.05832,0.08733157,0.1446228,12.353452,0.00018812335
1777320759157000,1777320759077000,6620172,488.0602,0.0903422,0.16342163,12.356272,0.0002401536
1777320759557000,1777320759477000,6620172,488.06296,0.09164389,0.25927734,12.357832,0.00060442765
1777320760261000,1777320760177000,6620172,488.06476,0.09562432,0.15081787,12.361819,0.00020444699
1777320760557000,1777320760477000,6620172,488.06595,0.096091144,0.063964844,12.3621025,3.677459e-05
1777320760861000,1777320760777000,6620172,488.0647,0.09664291,-0.13330078,12.362568,0.00015970341
1777320761261000,1777320761177000,6620172,488.06592,0.09722232,0.09857178,12.363551,8.732115e-05
1777320761357000,1777320761277000,6620172,488.0679,0.097289495,0.27615356,12.363525,0.0006853564
1777320761461000,1777320761377000,6620172,488.0693,0.09748552,0.13421631,12.363723,0.00016188955
1777320761661000,1777320761577000,6620172,488.0706,0.09926122,0.21697998,12.365469,0.00042304466
1777320761861000,1777320761777000,6620172,488.07202,0.10016836,0.09945679,12.36631,8.8876346e-05
1777320762309000,1777320762227000,6620172,488.07303,0.1026125,0.11730957,12.3690195,0.0001236201
1777320762357000,1777320762277000,6620172,488.0745,0.1025589,0.17358398,12.368916,0.00027067316
