timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
1777316741578000,1777316741578000,-0.0023248305,0.009965243,-0.008791124,0.55531585,0.51485544,-0.5798809
1777316741582000,1777316741582000,0.0024567016,0.010101749,-0.0045125983,0.83046085,0.3082051,0.1291931
1777316741590000,1777316741590000,0.0077211955,0.0017535549,0.0025397893,0.7167232,-0.49865898,0.5708008
1777316741598000,1777316741598000,0.016062517,0.0059497617,0.008311486,0.85435075,0.0576537,0.73435664
1777316741610000,1777316741610000,0.0035950816,0.00031942048,0.0066345884,-0.55248183,-0.22677763,-0.19251062
1777316741618000,1777316741618000,0.016526176,0.00081171904,-0.008573952,0.89076555,0.09234055,-1.3512137
1777316741630000,1777316741630000,0.0032653955,-0.001295622,-0.0002498575,-0.91552025,-0.60983884,0.63995296
1777316741638000,1777316741638000,0.004598288,0.008335339,0.014750969,-0.10962278,0.7477803,1.4380805
1777316741650000,1777316741650000,0.0030908068,-0.0022726674,-0.001596477,-0.05732245,-0.59784126,-1.0605261
1777316741658000,1777316741658000,-0.0006205252,0.005788571,-0.008751747,-0.3382318,0.49568376,-0.87568915
1777316741670000,1777316741670000,0.010193528,0.013832979,-0.00038078736,0.46432173,0.6533096,0.36743528
1777316741678000,1777316741678000,0.0007254174,-0.0020579565,0.00059111806,-0.56868,-1.1894861,0.16278449
1777316741686000,1777316741686000,0.0032545947,0.0038479506,-0.00063584076,0.012418091,0.22219077,-0.016899839
1777316741698000,1777316741698000,0.005074322,0.008232755,-0.006578087,0.2652297,0.40457422,-0.3358328
1777316741710000,1777316741710000,0.0014362761,0.000839035,-0.0005404939,-0.2808389,-0.59850913,0.53133404
1777316741718000,1777316741718000,0.0042334986,-0.0022516074,0.0004248878,0.14117402,-0.34753343,0.11562168
1777316741730000,1777316741730000,-0.0028315482,-0.00054234866,-0.004202893,-0.2203656,0.25232515,-0.44439182
1777316741738000,1777316741738000,0.0048432583,0.0026874144,-0.015955871,0.49869442,0.2071061,-0.9831537
1777316741750000,1777316741750000,-0.0016061146,0.009225991,-0.0077921087,-0.3662718,0.5153317,0.18539317
