timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,open_drone_id_system_healthy,parachute_system_healthy
1777320737609000,4000000.0,1.0,0.0,0.0,121,0,0.0,2,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320738309000,4000000.0,1.0,10102.59,0.0,352,0,41.832672,3,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320739733000,4000000.0,1.0,15233.068,0.0,820,0,20.916336,5,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320740453000,4000000.0,1.0,14896.415,0.0,1058,0,41.832672,6,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320741873000,4000000.0,1.0,14927.291,0.0,1515,0,20.916336,8,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320742581000,4000000.0,1.0,14985.061,0.0,1747,0,41.832672,9,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320743961000,4000000.0,1.0,14834.662,0.0,2205,0,20.916336,11,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320744669000,4000000.0,1.0,14834.662,0.0,2428,0,20.916336,12,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320745381000,4000000.0,1.0,14989.044,0.0,2663,0,41.832672,13,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320746769000,4000000.0,1.0,15292.829,0.0,3126,0,20.916336,15,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320747481000,4000000.0,1.0,15213.147,0.0,3365,0,67.72909,17,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320748901000,4000000.0,1.0,15238.048,0.0,3842,0,20.916336,19,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320749637000,4000000.0,1.0,14994.024,0.0,4077,0,41.832672,20,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320750353000,4000000.0,1.0,14982.072,0.0,4314,0,20.916336,21,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320751829000,4000000.0,1.0,14981.076,0.0,4829,0,20.916336,23,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320752521000,4000000.0,1.0,16797.809,0.0,5094,0,41.832672,24,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320753329000,4000000.0,1.0,17009.96,0.0,5409,0,53.784863,32,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320754201000,4000000.0,1.0,17148.406,0.0,5734,0,436.255,37,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777320755937000,4000000.0,1.0,16893.428,0.0,6376,0,20.916336,39,0,0,0,0,0.0,0,0,0,1,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
