timestamp,timestamp_sample,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance
1777316742578000,0,1777316742578000,11468804,473977420,85455938,488010,488010,0.25,0.5,97.78,97.78,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742630000,0,1777316742630000,0,473977418,85455937,488008,488008,0.25,0.5,95.61,95.619995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742682000,0,1777316742682000,0,473977418,85455939,488008,488008,0.25,0.5,93.49,93.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742734000,0,1777316742734000,0,473977418,85455940,488000,488000,0.25,0.5,91.42,91.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742786000,0,1777316742786000,0,473977419,85455939,487998,487998,0.25,0.5,89.4,89.409996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742838000,0,1777316742838000,0,473977419,85455940,488005,488005,0.25,0.5,87.42,87.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742890000,0,1777316742890000,0,473977419,85455941,488008,488008,0.25,0.5,85.479996,85.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742942000,0,1777316742942000,0,473977419,85455939,487996,487996,0.25,0.5,83.59,83.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316742994000,0,1777316742994000,0,473977419,85455939,487986,487986,0.25,0.5,81.74,81.759995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743046000,0,1777316743046000,0,473977420,85455938,487979,487979,0.25,0.5,79.93,79.95,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743098000,0,1777316743098000,0,473977420,85455937,487993,487993,0.25,0.5,78.159996,78.18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743150000,0,1777316743150000,0,473977420,85455938,487992,487992,0.25,0.5,76.43,76.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743202000,0,1777316743202000,0,473977420,85455937,487984,487984,0.25,0.5,74.74,74.76,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743254000,0,1777316743254000,0,473977420,85455935,487982,487982,0.25,0.5,73.08,73.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743306000,0,1777316743306000,0,473977420,85455936,487980,487980,0.25,0.5,71.47,71.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743358000,0,1777316743358000,0,473977419,85455937,487990,487990,0.25,0.5,69.88,69.909996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743410000,0,1777316743410000,0,473977420,85455937,487996,487996,0.25,0.5,68.34,68.369995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777316743462000,0,1777316743462000,0,473977420,85455939,488004,488004,0.25,0.5,66.83,66.86,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
