timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
1777316742646000,-0.016956883,-0.03230062,0.00033484213,0.0,0.0,-0.001,0
1777316742654000,-0.016697912,-0.030922556,0.0001140479,0.0,0.0,-0.001,0
1777316742670000,-0.015856376,-0.029332384,0.00020208396,0.0,0.0,-0.001,0
1777316742686000,-0.015973926,-0.02884817,0.00027794205,0.0,0.0,-0.001,0
1777316742706000,-0.016259214,-0.029015964,0.00013959035,0.0,0.0,-0.001,0
1777316742726000,-0.016220544,-0.02880129,0.0005993154,0.0,0.0,-0.001,0
1777316742746000,-0.017021095,-0.028258568,0.0003275536,0.0,0.0,-0.001,0
1777316742770000,-0.017806469,-0.028584175,0.00021290593,0.0,0.0,-0.001,0
1777316742790000,-0.018576732,-0.028754095,0.00023586676,0.0,0.0,-0.001,0
1777316742810000,-0.018149907,-0.029706098,0.00014404953,0.0,0.0,-0.001,0
1777316742826000,-0.018523168,-0.029780747,0.00013770629,0.0,0.0,-0.001,0
1777316742850000,-0.01800187,-0.030559165,0.00036294013,0.0,0.0,-0.001,0
1777316742870000,-0.017958215,-0.031167366,0.0007181158,0.0,0.0,-0.001,0
1777316742890000,-0.018011564,-0.03126553,0.00037229527,0.0,0.0,-0.001,0
1777316742910000,-0.01856778,-0.0317208,0.00044917688,0.0,0.0,-0.001,0
1777316742930000,-0.019229628,-0.032157462,0.00021868199,0.0,0.0,-0.001,0
1777316742950000,-0.019320048,-0.032808926,0.00044856407,0.0,0.0,-0.001,0
1777316742970000,-0.01955089,-0.03318783,0.00017470308,0.0,0.0,-0.001,0
1777316742990000,-0.019795299,-0.03310949,0.0004516216,0.0,0.0,-0.001,0
1777316743010000,-0.01951564,-0.033648945,9.447709e-05,0.0,0.0,-0.001,0
1777316743030000,-0.02000701,-0.03357555,3.629923e-05,0.0,0.0,-0.001,0
1777316743050000,-0.02008382,-0.033564612,5.5152923e-05,0.0,0.0,-0.001,0
1777316743070000,-0.020328123,-0.03411377,-4.6241097e-05,0.0,0.0,-0.001,0
1777316743090000,-0.020265615,-0.034611262,1.1343509e-05,0.0,0.0,-0.001,0
1777316743110000,-0.020452064,-0.033602748,-0.00012187101,0.0,0.0,-0.001,0
1777316743126000,-0.020799983,-0.032906003,-6.833486e-05,0.0,0.0,-0.001,0
1777316743146000,-0.02083942,-0.033676207,2.4714507e-05,0.0,0.0,-0.001,0
1777316743166000,-0.02080292,-0.033353828,-0.00017337315,0.0,0.0,-0.001,0
1777316743190000,-0.021755684,-0.0327508,-0.00019612536,0.0,0.0,-0.001,0
1777316743206000,-0.022632476,-0.032932237,-0.00032261852,0.0,0.0,-0.001,0
1777316743230000,-0.02480638,-0.032300454,-0.00029388815,0.0,0.0,-0.001,0
1777316743250000,-0.024403851,-0.03213818,-8.707121e-05,0.0,0.0,-0.001,0
1777316743270000,-0.024920473,-0.031836066,-0.00027015805,0.0,0.0,-0.001,0
1777316743286000,-0.025499318,-0.031499192,5.4807402e-05,0.0,0.0,-0.001,0
1777316743310000,-0.025370268,-0.030907497,-0.00010411255,0.0,0.0,-0.001,0
1777316743330000,-0.025251277,-0.030557893,3.302656e-05,0.0,0.0,-0.001,0
1777316743350000,-0.025440289,-0.03045132,-7.310044e-05,0.0,0.0,-0.001,0
1777316743370000,-0.02635596,-0.029977169,-0.00010052696,0.0,0.0,-0.001,0
1777316743386000,-0.026799574,-0.029286807,0.00010815449,0.0,0.0,-0.001,0
1777316743410000,-0.02621985,-0.02754767,-2.3514964e-05,0.0,0.0,-0.001,0
1777316743430000,-0.025736207,-0.025733996,-9.961426e-05,0.0,0.0,-0.001,0
1777316743450000,-0.024495408,-0.024269052,2.8704293e-05,0.0,0.0,-0.001,0
1777316743470000,-0.024291623,-0.023124505,-0.00016478729,0.0,0.0,-0.001,0
1777316743486000,-0.023949532,-0.022742461,-6.816536e-05,0.0,0.0,-0.001,0
1777316743510000,-0.024637166,-0.022601156,-0.0002101222,0.0,0.0,-0.001,0
1777316743530000,-0.023802003,-0.0219487,9.049382e-05,0.0,0.0,-0.001,0
1777316743546000,-0.023107262,-0.02208459,1.4916062e-05,0.0,0.0,-0.001,0
1777316743566000,-0.023923596,-0.022119934,0.00026975386,0.0,0.0,-0.001,0
1777316743590000,-0.023336915,-0.021248832,8.391589e-05,0.0,0.0,-0.001,0
1777316743606000,-0.023775827,-0.019833548,0.00017314497,0.0,0.0,-0.001,0
