timestamp,lat,lon,alt,nav_cmd,idx,vertex_count
0,0.0,0.0,0.0,0,0,0
1777316767946000,47.39846,8.54417,0.0,5002,0,4
1777316767962000,47.39846,8.547067,0.0,5002,0,4
1777316767986000,47.397785,8.546465,0.0,5002,0,4
1777316768006000,47.397774,8.544897,0.0,5002,0,4
1777316768030000,47.397724,8.544878,0.0,5002,0,4
1777316768046000,47.397728,8.546279,0.0,5002,0,4
1777316768062000,47.397167,8.546803,0.0,5002,0,4
1777316768086000,47.397167,8.544547,0.0,5002,0,4
