timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
1777227220821000,1777227220821000,0.008034024,0.00041608367,-0.00017795729
1777227220825000,1777227220825000,0.008603094,-0.00080781925,-0.00018733142
1777227220841000,1777227220841000,0.0015321478,-0.0049036257,-0.0002490428
1777227220861000,1777227220861000,0.00058822846,-0.004499969,-0.0005508638
1777227220881000,1777227220881000,0.0030697733,-0.00055520405,-0.00017749073
1777227220901000,1777227220901000,0.003429731,0.0022265972,-8.062496e-05
1777227220921000,1777227220921000,0.005921715,-0.0003234262,-4.6754096e-05
1777227220941000,1777227220941000,0.0015102372,0.0009172726,1.1871554e-05
1777227220961000,1777227220961000,0.0052203657,-0.0017071755,0.00021609629
1777227220981000,1777227220981000,0.002262314,0.000257825,0.00057409215
1777227221001000,1777227221001000,0.004897381,-0.0035430868,0.00041035409
1777227221021000,1777227221021000,0.001861461,0.0028887102,0.00018470724
1777227221041000,1777227221041000,0.0046411026,0.00091999024,0.00029757767
1777227221061000,1777227221061000,0.0026286584,0.00025599374,0.00026542792
1777227221081000,1777227221081000,0.003698344,-0.0034739387,-3.644565e-05
1777227221101000,1777227221101000,0.0009798411,0.0008229692,-0.00015201245
1777227221121000,1777227221121000,0.0016393566,-0.003050039,-0.0004270553
1777227221141000,1777227221141000,0.0019492666,-0.0013820145,-0.00060415035
1777227221161000,1777227221161000,0.003503263,0.00092142465,-0.00077807985
1777227221181000,1777227221181000,0.003076556,-0.0031250534,-0.0003506102
1777227221201000,1777227221201000,0.0042076744,0.0015957598,-0.0006352202
1777227221221000,1777227221221000,0.0065320544,-0.002643119,-0.0005013273
1777227221241000,1777227221241000,0.0021885508,0.00077868777,-8.867365e-05
1777227221261000,1777227221261000,0.00078868016,-0.0021891212,-3.0345793e-05
1777227221281000,1777227221281000,0.0053992243,-0.0015690987,1.0373661e-05
1777227221301000,1777227221301000,0.0013378646,0.00084146083,0.00012251727
1777227221321000,1777227221321000,0.0039418982,-0.0010203222,0.00026231568
1777227221341000,1777227221341000,0.0032649285,-0.0006500711,0.00025395764
1777227221361000,1777227221361000,0.0032320176,7.345149e-05,0.00020243695
1777227221381000,1777227221381000,0.0040333536,-0.0020253735,0.00025028107
1777227221401000,1777227221401000,0.0022180232,-0.0018666524,2.5590842e-05
1777227221421000,1777227221421000,0.0051242476,-0.00012159601,-3.4274854e-05
1777227221441000,1777227221441000,0.0051723435,0.0014719072,0.000108835025
1777227221461000,1777227221461000,0.006283817,-0.002370527,0.00023587
1777227221481000,1777227221481000,-0.00010348158,-0.0017874769,0.00043868241
1777227221501000,1777227221501000,0.0026806095,-0.0025001378,0.00026429107
1777227221521000,1777227221521000,0.00045947637,-0.0004142988,-1.508709e-05
1777227221541000,1777227221541000,0.0009243959,-0.002496873,5.2718133e-05
1777227221561000,1777227221561000,0.004607561,0.0011117903,0.00031536137
1777227221581000,1777227221581000,0.0011104373,0.0019274321,0.00013034197
1777227221601000,1777227221601000,0.005239798,-0.00021472952,0.00019658699
1777227221621000,1777227221621000,0.0034314462,5.7153287e-05,-2.8044233e-05
1777227221641000,1777227221641000,0.0003814731,-0.0019498857,0.00012854915
1777227221657000,1777227221657000,0.0024573745,-0.0011155575,-0.0001077106
1777227221677000,1777227221677000,0.002649442,-0.0019751533,-0.00011573352
1777227221701000,1777227221701000,0.0044551874,0.0020942297,-0.0003779448
1777227221721000,1777227221721000,0.0005254516,-0.0004012879,-0.0002047643
1777227221741000,1777227221741000,0.0045815636,-0.0015957097,0.00020100854
1777227221761000,1777227221761000,0.0032805142,-0.0017109681,0.00028417335
1777227221781000,1777227221781000,0.002190326,4.0139712e-05,0.00017543102
1777227221801000,1777227221801000,0.005982615,-0.0016040271,0.00028509906
1777227221821000,1777227221821000,0.0006108439,0.0014279267,0.00021520894
1777227221841000,1777227221841000,0.00095272704,0.0003474134,-2.946917e-05
1777227221861000,1777227221861000,0.0046947775,0.00036480933,6.15898e-05
1777227221881000,1777227221881000,0.0043856977,-7.415889e-06,-0.00039206032
1777227221897000,1777227221897000,0.0025917802,-0.0022992587,-0.0003389832
1777227221921000,1777227221921000,0.0055648237,-0.0006059058,-0.00040488265
1777227221941000,1777227221941000,0.004975449,-0.0025590132,-6.6766755e-05
1777227221961000,1777227221961000,0.0021664752,-0.0019774921,1.2037341e-05
1777227221981000,1777227221981000,0.002272874,-0.0037733712,-3.5618956e-05
1777227222001000,1777227222001000,0.004240836,0.00088759256,0.00019526386
1777227222021000,1777227222021000,0.0028289892,-6.881764e-05,0.00014743701
1777227222041000,1777227222041000,0.00081079407,-0.0017253245,0.00057466555
1777227222061000,1777227222061000,0.0014461464,-0.0006990684,0.00035639893
1777227222081000,1777227222081000,0.0062561976,0.0014909274,0.0004080376
1777227222101000,1777227222101000,0.0004697647,-0.0020903249,0.0004071569
1777227222121000,1777227222121000,0.0008927578,-0.005177578,0.00071522687
1777227222141000,1777227222141000,0.0040345243,-0.0012237316,0.000757638
1777227222161000,1777227222161000,0.0010366252,-0.0011131866,0.00051021663
1777227222181000,1777227222181000,0.0010545854,0.0004040334,0.00045845466
1777227222201000,1777227222201000,0.0038142442,-7.872759e-05,0.00056808384
1777227222221000,1777227222221000,0.0069765584,0.004232936,0.00019033701
1777227222241000,1777227222241000,-0.0009113131,-0.006459682,4.354149e-05
1777227222261000,1777227222261000,0.0012496028,-0.0014883433,0.000174417
1777227222281000,1777227222281000,0.0025967716,-0.0023719717,-9.813064e-05
1777227222301000,1777227222301000,-0.0008229791,-0.00059098506,1.4372046e-05
1777227222321000,1777227222321000,-0.00342935,-0.0012239679,0.00017979075
1777227222337000,1777227222337000,0.0008633522,-0.0037046038,0.0001655706
1777227222361000,1777227222361000,4.2768443e-05,-0.0022093544,-0.00016532597
1777227222381000,1777227222381000,0.0010402608,-0.0015322585,-4.2996522e-05
1777227222401000,1777227222401000,0.0031899787,-0.0016704955,-4.6124762e-05
1777227222421000,1777227222421000,0.0026146732,-0.0021718815,-0.00014604571
1777227222441000,1777227222441000,0.0022659341,-0.0025241985,-0.00030673546
1777227222461000,1777227222461000,0.0028697273,-0.0011542139,-0.0002741603
1777227222481000,1777227222481000,0.0024758654,-0.0031194303,-7.170583e-05
1777227222501000,1777227222501000,0.00072555407,-0.0029431363,4.9938546e-05
1777227222521000,1777227222521000,0.001973321,-0.002283094,-7.827996e-05
1777227222541000,1777227222541000,5.2445394e-05,-0.001137902,-0.00011796724
1777227222561000,1777227222561000,0.002797966,-0.0011911041,-5.5653138e-05
1777227222581000,1777227222581000,0.0012405512,-0.0028588,0.00014261334
1777227222601000,1777227222601000,0.0013286812,-0.0057002604,0.00044053467
1777227222621000,1777227222621000,0.0031942732,-0.0014613857,0.00030203603
1777227222641000,1777227222641000,0.0017241024,-0.0037248188,1.7287668e-05
1777227222661000,1777227222661000,-0.00033435482,-0.0060825413,-3.214185e-05
1777227222681000,1777227222681000,0.00073156547,-0.003327886,4.5230066e-05
1777227222701000,1777227222701000,0.0015703263,0.0030992413,7.090322e-05
1777227222721000,1777227222721000,0.002949092,-0.003886181,0.00018659202
1777227222741000,1777227222741000,0.0036154073,0.0028169537,0.00013595888
1777227222761000,1777227222761000,0.00011653593,-0.00028238323,-0.00029302842
1777227222781000,1777227222781000,0.004126375,-0.003271948,-0.000422095
1777227222801000,1777227222801000,-0.0002739922,-0.0010379015,-0.00032516973
1777227222821000,1777227222821000,0.00053969293,0.00088411896,-0.00026416138
1777227222841000,1777227222841000,0.0018070441,-0.0019516291,-0.0004373389
1777227222861000,1777227222861000,0.0037572691,5.8131176e-05,-0.00014454089
1777227222881000,1777227222881000,0.0011566452,-0.0024331405,0.00015660215
1777227222901000,1777227222901000,-0.0006611361,-0.005515959,0.00017679745
1777227222921000,1777227222921000,0.0051248465,-0.0045847404,8.390585e-05
1777227222941000,1777227222941000,0.0043656114,-0.00045679562,0.00020787153
1777227222961000,1777227222961000,0.0011868838,-0.00189578,0.0001874137
1777227222981000,1777227222981000,0.0016919189,-0.002474472,0.00043196214
1777227223001000,1777227223001000,0.0025219808,-0.0026347246,0.000516256
1777227223021000,1777227223021000,0.0032787647,-0.003028151,0.00048510323
1777227223041000,1777227223041000,0.001329023,-0.0012810227,0.000416989
1777227223061000,1777227223061000,0.0024452792,-0.00028431567,0.0004991608
1777227223081000,1777227223081000,0.0036994433,-0.002629082,0.00056285795
1777227223101000,1777227223101000,0.0021848988,-0.0054429322,0.0005138202
1777227223121000,1777227223121000,0.0031268867,-0.0010584787,0.00031859687
1777227223141000,1777227223141000,0.0016811047,-0.0014542257,0.00044377943
1777227223157000,1777227223157000,0.0020662178,-0.00090480864,0.00034928933
1777227223181000,1777227223181000,0.00042394444,-0.001427576,0.00045622015
1777227223201000,1777227223201000,0.0018828125,-0.0042043654,0.00042791566
1777227223221000,1777227223221000,0.0033721533,-2.3679459e-05,0.00023516503
1777227223241000,1777227223241000,0.001986314,-0.003809846,0.00030910058
1777227223261000,1777227223261000,0.0053825425,-0.000926376,0.00032720919
1777227223281000,1777227223281000,0.0036316009,0.0005864245,0.00031831686
1777227223301000,1777227223301000,0.0024916546,-0.0031379717,0.00043749905
1777227223321000,1777227223321000,0.00433257,-0.0015899029,0.00053046696
1777227223341000,1777227223341000,0.0025868583,-0.003402343,0.0004320123
1777227223361000,1777227223361000,0.0053540184,0.0009792804,0.000462708
1777227223381000,1777227223381000,0.00061541225,-0.0025696552,0.0005997019
1777227223401000,1777227223401000,0.0041882633,-0.0049399254,0.0007112707
1777227223421000,1777227223421000,0.0035111844,-0.0034799536,0.0007936375
1777227223441000,1777227223441000,0.0012935174,-0.0003199157,0.00084272446
1777227223461000,1777227223461000,0.00581897,-0.005406153,0.00072355324
1777227223481000,1777227223481000,0.00485505,-0.0031472668,0.0005566884
1777227223501000,1777227223501000,0.0030837313,0.0009152782,0.000686446
1777227223521000,1777227223521000,0.0035407848,-0.0020356746,0.0006404289
1777227223541000,1777227223541000,0.0035339312,-0.0027213795,0.00053985347
1777227223561000,1777227223561000,0.0023310408,-0.0053453725,0.0006162168
1777227223581000,1777227223581000,0.003633618,-0.0028040134,0.0003878071
1777227223601000,1777227223601000,0.004337466,-0.0009787275,0.00013081596
1777227223621000,1777227223621000,0.0056881164,-0.0020808224,-2.0871867e-05
1777227223641000,1777227223641000,0.00420404,-0.0011635146,-0.0003629063
1777227223661000,1777227223661000,0.005727788,-0.005049105,-0.0005756193
1777227223681000,1777227223681000,0.0066095567,-0.0026120916,-0.00020902869
1777227223701000,1777227223701000,0.0057353587,-0.0041926005,-0.0001627469
1777227223721000,1777227223721000,0.003889952,-0.0019695235,-0.00014673833
1777227223741000,1777227223741000,0.0037448492,-0.0023665065,-7.6845834e-05
1777227223761000,1777227223761000,0.0033495496,-0.0042866925,-0.00010346804
1777227223781000,1777227223781000,0.0022272796,-0.0031841074,0.00015612874
1777227223801000,1777227223801000,0.0077666068,0.0026453487,6.713159e-05
1777227223821000,1777227223821000,0.003126062,-0.003086051,-7.257347e-05
1777227223841000,1777227223841000,0.0032675317,-0.0038141552,6.516173e-06
1777227223861000,1777227223861000,0.005657656,-0.00205983,-0.000109062035
