timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1777227220777000,1777227220777000,197388,0.2198783,0.0114744315,0.42104042,0
1777227220909000,1777227220845000,197388,0.213893,0.0078268275,0.42954215,0
1777227220913000,1777227220913000,197388,0.20957416,0.01434639,0.43723217,0
1777227221045000,1777227220981000,197388,0.21509585,0.008535873,0.43134287,0
1777227221049000,1777227221049000,197388,0.20596264,0.006586411,0.42430973,0
1777227221181000,1777227221117000,197388,0.21412288,0.008391969,0.4298872,0
1777227221185000,1777227221185000,197388,0.22505872,0.010478003,0.42944977,0
1777227221317000,1777227221253000,197388,0.21593447,0.010289217,0.43080753,0
1777227221321000,1777227221321000,197388,0.21477686,0.0039753425,0.43125033,0
1777227221453000,1777227221389000,197388,0.21505195,0.009342764,0.4295151,0
1777227221457000,1777227221457000,197388,0.22049432,0.0041405647,0.43519914,0
1777227221589000,1777227221525000,197388,0.21356931,0.00945947,0.43148592,0
1777227221593000,1777227221593000,197388,0.21377994,0.013765166,0.4284332,0
1777227221725000,1777227221661000,197388,0.21517213,0.008202446,0.43155488,0
1777227221729000,1777227221729000,197388,0.22392233,-0.006869935,0.42800817,0
1777227221861000,1777227221797000,197388,0.21418679,0.0070926333,0.42831033,0
1777227221865000,1777227221865000,197388,0.22409172,0.012345887,0.42499623,0
1777227221997000,1777227221933000,197388,0.21350336,0.008589547,0.42948365,0
1777227222001000,1777227222001000,197388,0.21215178,0.012095509,0.43012312,0
1777227222133000,1777227222069000,197388,0.21538067,0.008568152,0.42772457,0
1777227222137000,1777227222137000,197388,0.20572689,0.00711712,0.42398265,0
1777227222269000,1777227222205000,197388,0.2151466,0.009404455,0.42917186,0
1777227222273000,1777227222273000,197388,0.2123226,0.018646102,0.43286496,0
1777227222405000,1777227222341000,197388,0.21551372,0.009137399,0.42967063,0
1777227222409000,1777227222409000,197388,0.2134417,0.00035602457,0.41888925,0
1777227222541000,1777227222477000,197388,0.21552499,0.009582279,0.4287925,0
1777227222545000,1777227222545000,197388,0.21417134,0.008862546,0.42490387,0
1777227222677000,1777227222613000,197388,0.21612243,0.010408294,0.42864454,0
1777227222681000,1777227222681000,197388,0.21396732,0.009667298,0.42671227,0
1777227222813000,1777227222749000,197388,0.21575446,0.010092155,0.42931917,0
1777227222817000,1777227222817000,197388,0.21633674,0.0006617118,0.42572275,0
1777227222949000,1777227222885000,197388,0.21531998,0.009615654,0.42967147,0
1777227222953000,1777227222953000,197388,0.20949847,0.015573892,0.42948014,0
1777227223085000,1777227223021000,197388,0.2141362,0.010966747,0.43008775,0
1777227223089000,1777227223089000,197388,0.20811833,0.012585962,0.42707327,0
1777227223221000,1777227223157000,197388,0.21408603,0.0074927257,0.43110695,0
1777227223225000,1777227223225000,197388,0.21317482,0.0045374366,0.42648196,0
1777227223357000,1777227223293000,197388,0.21428965,0.009040854,0.42981914,0
1777227223361000,1777227223361000,197388,0.21166408,0.009632412,0.42921656,0
1777227223493000,1777227223429000,197388,0.2160307,0.00807901,0.430951,0
1777227223497000,1777227223497000,197388,0.2131246,0.004375235,0.428643,0
1777227223629000,1777227223565000,197388,0.21584725,0.009156865,0.42950815,0
1777227223633000,1777227223633000,197388,0.21689938,0.007084698,0.43818206,0
1777227223765000,1777227223701000,197388,0.2145509,0.008264583,0.42994252,0
1777227223769000,1777227223769000,197388,0.20884189,0.015261708,0.42468944,0
1777227223901000,1777227223837000,197388,0.21509454,0.008456245,0.4291658,0
1777227223905000,1777227223905000,197388,0.221697,0.009889581,0.4333721,0
