timestamp,tilt_limit,takeoff_state
1777227220821000,0.20943952,2
1777227222205000,0.20943952,4
1777227225213000,0.21103951,5
1777227225221000,0.21263951,5
1777227226213000,0.41103917,5
1777227227213000,0.6110409,5
1777227228085000,0.7853982,5
1777227338437000,0.78379816,3
1777227338445000,0.78219813,3
1777227339437000,0.5837948,3
1777227340437000,0.38379356,3
1777227341309000,0.20943952,1
