timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
1777316755062000,1777316754944000,0.00024568886,0.0033979802,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755110000,1777316754996000,0.0017729164,0.0035817267,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755166000,1777316755048000,0.0031626492,0.0032640295,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755214000,1777316755100000,0.0021177065,0.0019470076,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755270000,1777316755152000,0.0034288885,0.0015371029,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755318000,1777316755204000,0.0029842656,0.0010286216,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755374000,1777316755256000,0.001111274,0.0010232728,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755430000,1777316755308000,0.0017038665,0.0016160962,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755478000,1777316755360000,0.0002959303,0.00090884,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755526000,1777316755412000,0.0015851588,0.00030291773,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755582000,1777316755464000,0.00028738973,0.00050275854,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755630000,1777316755516000,0.0015088384,0.00089992443,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755686000,1777316755568000,0.00028516355,0.002494366,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755742000,1777316755620000,0.00077460776,0.002383739,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755790000,1777316755672000,0.0007705798,0.0017701474,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755846000,1777316755724000,0.00083381444,0.0011597462,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755894000,1777316755776000,0.0014939889,0.0012544235,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755942000,1777316755828000,0.0015626948,0.0027493653,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316755998000,1777316755880000,0.0014812518,0.0024329445,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756054000,1777316755932000,0.002217578,0.0015200246,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756102000,1777316755984000,0.001994602,0.0012130482,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756150000,1777316756036000,0.00198423,0.0007062521,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756206000,1777316756088000,0.0021895254,0.0017035562,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756262000,1777316756140000,0.0007057686,0.0010935015,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756310000,1777316756192000,0.0002731268,0.0020887917,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756358000,1777316756244000,0.0010796916,0.0022793459,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756414000,1777316756296000,0.001427526,0.0013672246,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756470000,1777316756348000,0.0006932729,0.0019582594,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756518000,1777316756400000,0.0006896678,0.00044966338,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756574000,1777316756452000,0.0010688666,0.0009478134,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756622000,1777316756504000,0.002065268,0.0015410292,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756670000,1777316756556000,0.0016202364,0.0028330646,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756726000,1777316756608000,0.000680696,0.0024185523,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756774000,1777316756660000,0.0008507534,0.0019054874,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756830000,1777316756712000,0.0015204767,0.002597483,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756878000,1777316756764000,0.00030067159,0.0010825114,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756934000,1777316756816000,0.00067377667,0.00047568599,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316756990000,1777316756868000,0.0021372412,0.0011751166,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757038000,1777316756920000,0.001040773,0.0014680782,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757094000,1777316756972000,0.0015947967,0.0012620799,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757142000,1777316757024000,0.0013741972,0.0016552974,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757190000,1777316757076000,0.002367523,0.0011462015,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757246000,1777316757128000,0.0020266343,0.00093882525,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757302000,1777316757180000,0.0015621484,0.0005341631,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757350000,1777316757232000,0.0015540252,0.00023231318,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757406000,1777316757284000,0.00083310675,0.0012320817,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757454000,1777316757336000,0.00035840404,0.0011249668,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757510000,1777316757388000,0.00035654035,0.0011191169,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757558000,1777316757440000,0.0013529705,0.00051210116,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757614000,1777316757492000,0.001345935,0.0005094382,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757662000,1777316757544000,0.0015379068,0.00070820516,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757710000,1777316757596000,0.000835177,0.00010332622,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757766000,1777316757648000,0.00083083403,0.00019628332,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757814000,1777316757700000,0.0008265136,0.00060429785,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757870000,1777316757752000,0.00037545076,0.00020137525,0.0,1,0,0,0,0,0,0,0,0,0,0
1777316757926000,1777316757804000,0.00063320494,0.0003010361,0.0,1,0,0,0,0,0,0,0,0,0,0
