timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,open_drone_id_system_healthy,parachute_system_healthy
1777316741574000,4000.0,0.14902169,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316742830000,4000.0,0.13630721,2200.1992,0.0,44,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316744086000,4000.0,0.13630721,4334.6616,0.0,140,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316745342000,4000.0,0.13630721,4323.705,0.0,231,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316746342000,4000.0,0.13630721,3893.4265,0.0,297,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316746602000,4000.0,0.13630721,4028.8845,0.0,312,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316747854000,4000.0,0.13630721,4453.1875,0.0,402,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316749106000,4000.0,0.13630721,3937.2512,0.0,499,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316750362000,4000.0,0.13581939,4540.837,0.0,593,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777316751362000,4000.0,0.13581939,4642.43,0.0,661,0,0.0,0,0,0,0,0,0.0,0,2,0,1,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
