timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
1777320745509000,1777320745395000,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745565000,1777320745447000,0.0,0.0010009765,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745613000,1777320745499000,0.0,0.0008950634,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745669000,1777320745551000,0.0011119492,0.00038992078,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745725000,1777320745603000,0.0013379607,0.0007876734,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745773000,1777320745655000,0.0013354226,0.001784554,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745821000,1777320745707000,0.0013284785,0.0006766415,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745877000,1777320745759000,0.0007491014,0.00017263467,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745933000,1777320745811000,0.0007608542,0.0011283119,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320745981000,1777320745863000,0.0010892453,0.0015222249,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320746037000,1777320745915000,0.00074936845,0.000116604264,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320746085000,1777320745967000,0.00074547174,0.00031436217,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320746141000,1777320746019000,0.0007415953,0.0009873214,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320746189000,1777320746071000,3.1934047e-05,0.000582407,0.0,0,1,0,0,1,0,0,0,0,0,0
1777320746245000,1777320746123000,0.0007685801,0.00061996235,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746293000,1777320746175000,0.0021962835,0.0005190823,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746341000,1777320746227000,0.0023145692,0.00038388546,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746397000,1777320746279000,0.0013055684,0.00011859901,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746453000,1777320746331000,0.0010560085,1.7274288e-05,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746501000,1777320746383000,0.00075857335,0.00041696473,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746557000,1777320746435000,6.112034e-05,0.00088525226,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746605000,1777320746487000,0.0010511491,0.000981357,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746653000,1777320746539000,0.00075612206,0.0004757656,0.0,0,0,0,0,0,0,0,0,0,0,0
1777320746709000,1777320746591000,0.001396003,0.0007260492,0.0,1,0,0,0,0,0,0,0,0,0,0
1777320746757000,1777320746643000,6.0238777e-05,2.342125e-05,0.0,1,0,0,0,0,0,0,0,0,0,0
1777320746813000,1777320746695000,5.9925533e-05,0.00082286,0.0,1,0,0,0,0,0,0,0,0,0,0
1777320746869000,1777320746747000,0.0012983711,0.00011972862,0.0,1,0,0,0,0,0,0,0,0,0,0
1777320746917000,1777320746799000,0.0010473033,0.00021676227,0.0,1,0,0,0,0,0,0,0,0,0,0
1777320746973000,1777320746851000,0.0007591674,8.3437146e-05,0.0,1,0,0,0,0,0,0,0,0,0,0
