timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1777316741574000,-0.0003391888,-0.0023143282,0.0018210396,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777316741582000,-0.002859888,-0.0024398777,0.0009025196,0.0,0.0,5.820766e-11,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777316741774000,0.00058463705,0.000619011,0.0011998228,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777316741974000,-0.003562844,-0.0019510848,-0.00057609595,0.0,0.0,4.8409374e-11,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777316742174000,-0.0014950735,-0.00055480306,-0.0009091433,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777316742374000,0.004884591,0.005449861,-0.0005080407,0.0,0.0,8.4401104e-11,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777316742574000,-0.007996068,-0.0025593848,-0.00065583934,0.0,0.0,1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316742774000,-0.002077622,-0.0034452556,-0.00015157233,0.0,0.0,1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316742974000,-0.0019155837,-6.299629e-05,0.00028633248,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316743174000,-0.0054267617,-0.0045426968,-7.0893395e-05,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316743374000,-0.0046529146,-0.0020689575,-0.0017533978,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316743574000,-6.480492e-05,-0.00059930515,0.0010150431,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316743774000,0.0009730085,0.0,0.00016672353,0.0,0.0,-1.1641532e-10,0,1,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316743974000,-0.0017512733,-0.0041095773,-0.0014947779,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316744174000,-0.004223572,-0.0023994443,0.00010025087,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316744374000,-0.0014962453,-0.005422793,-0.00037100463,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316744574000,0.0016079393,-0.0012024874,0.0015963324,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316744774000,-0.004948743,-0.0018617318,0.0016295376,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316744974000,1.7462298e-10,0.0,-0.0002370135,0.0,0.0,-1.1641532e-10,0,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316745174000,-0.0038280706,1.1641532e-10,0.000286185,0.0,0.0,-1.1641532e-10,0,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777316745374000,-0.0034609626,-0.00043679588,0.00027991823,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316745574000,-0.0016124793,-0.002121622,-0.00021406435,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316745774000,-0.0025560486,-0.0012739177,0.0005654401,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316745974000,-0.00296227,-0.0017876157,0.0002419316,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316746174000,-0.0027262357,-0.0017821349,-0.00075852347,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316746374000,-2.3283064e-10,-7.275958e-12,-1.4551915e-11,0.0,0.0,-1.1641532e-10,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316746574000,-0.0029599345,1.1641532e-10,0.0004822524,0.0,0.0,-1.1641532e-10,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316746774000,0.000778213,-0.0005337284,0.00029752436,0.0,0.0,-1.1641532e-10,0,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316746974000,-0.00028497935,-0.003787048,-0.0008191961,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316747174000,-0.0043448135,2.3283064e-10,-0.0010360366,0.0,0.0,0.0,0,0,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316747374000,-0.0022496528,1.7462298e-10,0.00035053192,0.0,0.0,0.0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316747574000,-0.002765947,-0.0029437388,-0.0013144535,0.0,0.0,1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316747774000,-0.0028054425,1.0186341e-10,-0.0015057115,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316747974000,-0.005091914,-0.0047169495,-0.002349458,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316748174000,-0.004017937,-0.0029477736,-0.000636788,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316748374000,-0.0019576566,-0.004738915,-0.0011964798,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316748574000,-0.0052335192,-0.0016832592,-0.0014598253,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316748774000,-0.0049332697,0.0,0.00034775556,0.0,0.0,-1.1641532e-10,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316748974000,-0.0051766345,-0.0033088666,-0.00023246142,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316749174000,-0.0021045625,-0.006651858,0.00035035206,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316749374000,1.4551915e-10,0.0,-0.00020414131,0.0,0.0,-1.1641532e-10,0,1,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777316749574000,-0.0032994098,-0.002201262,0.0016209178,0.0,0.0,1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
