timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
1777320739661000,0.0,0.0,0.009191911,0.0,0.99998945,0.0,0.0,0.00459594,0.0,0.0,-0.001,0,0
1777320739717000,0.0,0.0,0.008924614,0.0,0.99999005,0.0,0.0,0.004462292,0.0,0.0,-0.001,0,0
1777320739765000,0.0,0.0,0.00893033,0.0,0.99999005,0.0,0.0,0.0044651506,0.0,0.0,-0.001,0,0
1777320739813000,0.0,0.0,0.008825795,0.0,0.9999903,0.0,0.0,0.0044128834,0.0,0.0,-0.001,0,0
1777320739861000,0.0,0.0,0.008687314,0.0,0.9999906,0.0,0.0,0.0043436433,0.0,0.0,-0.001,0,0
1777320739909000,0.0,0.0,0.008238168,0.0,0.99999154,0.0,0.0,0.0041190726,0.0,0.0,-0.001,0,0
1777320739965000,0.0,0.0,0.0077966624,0.0,0.9999924,0.0,0.0,0.0038983214,0.0,0.0,-0.001,0,0
1777320740013000,0.0,0.0,0.008165996,0.0,0.99999166,0.0,0.0,0.0040829866,0.0,0.0,-0.001,0,0
1777320740061000,0.0,0.0,0.00853889,0.0,0.9999909,0.0,0.0,0.0042694327,0.0,0.0,-0.001,0,0
1777320740117000,0.0,0.0,0.00913987,0.0,0.99998957,0.0,0.0,0.00456992,0.0,0.0,-0.001,0,0
1777320740165000,0.0,0.0,0.009756654,0.0,0.99998814,0.0,0.0,0.0048783077,0.0,0.0,-0.001,0,0
1777320740213000,0.0,0.0,0.010057016,0.0,0.99998736,0.0,0.0,0.0050284867,0.0,0.0,-0.001,0,0
1777320740261000,0.0,0.0,0.010339096,0.0,0.99998665,0.0,0.0,0.0051695257,0.0,0.0,-0.001,0,0
1777320740309000,0.0,0.0,0.010601913,0.0,0.99998593,0.0,0.0,0.0053009316,0.0,0.0,-0.001,0,0
1777320740365000,0.0,0.0,0.011064251,0.0,0.9999847,0.0,0.0,0.005532098,0.0,0.0,-0.001,0,0
1777320740413000,0.0,0.0,0.0110812755,0.0,0.9999846,0.0,0.0,0.0055406094,0.0,0.0,-0.001,0,0
1777320740461000,0.0,0.0,0.0108455615,0.0,0.99998534,0.0,0.0,0.0054227547,0.0,0.0,-0.001,0,0
1777320740517000,0.0,0.0,0.010894905,0.0,0.99998516,0.0,0.0,0.0054474263,0.0,0.0,-0.001,0,0
1777320740565000,0.0,0.0,0.010848468,0.0,0.9999853,0.0,0.0,0.005424208,0.0,0.0,-0.001,0,0
1777320740613000,0.0,0.0,0.011144389,0.0,0.99998444,0.0,0.0,0.0055721663,0.0,0.0,-0.001,0,0
1777320740661000,0.0,0.0,0.011252191,0.0,0.99998415,0.0,0.0,0.005626066,0.0,0.0,-0.001,0,0
1777320740717000,0.0,0.0,0.011568642,0.0,0.9999833,0.0,0.0,0.005784289,0.0,0.0,-0.001,0,0
1777320740765000,0.0,0.0,0.011682959,0.0,0.99998295,0.0,0.0,0.0058414466,0.0,0.0,-0.001,0,0
1777320740813000,0.0,0.0,0.011432956,0.0,0.99998367,0.0,0.0,0.005716447,0.0,0.0,-0.001,0,0
1777320740869000,0.0,0.0,0.010739774,0.0,0.9999856,0.0,0.0,0.0053698616,0.0,0.0,-0.001,0,0
1777320740917000,0.0,0.0,0.010320761,0.0,0.9999867,0.0,0.0,0.0051603583,0.0,0.0,-0.001,0,0
1777320740965000,0.0,0.0,0.009334929,0.0,0.9999891,0.0,0.0,0.004667448,0.0,0.0,-0.001,0,0
1777320741013000,0.0,0.0,0.008269604,0.0,0.9999915,0.0,0.0,0.0041347905,0.0,0.0,-0.001,0,0
1777320741061000,0.0,0.0,0.007441856,0.0,0.9999931,0.0,0.0,0.0037209196,0.0,0.0,-0.001,0,0
1777320741109000,0.0,0.0,0.007166018,0.0,0.99999356,0.0,0.0,0.0035830012,0.0,0.0,-0.001,0,0
1777320741165000,0.0,0.0,0.007217654,0.0,0.9999935,0.0,0.0,0.0036088193,0.0,0.0,-0.001,0,0
1777320741213000,0.0,0.0,0.0074549075,0.0,0.999993,0.0,0.0,0.0037274456,0.0,0.0,-0.001,0,0
1777320741261000,0.0,0.0,0.0079085305,0.0,0.9999922,0.0,0.0,0.0039542555,0.0,0.0,-0.001,0,0
1777320741317000,0.0,0.0,0.0082733035,0.0,0.9999914,0.0,0.0,0.00413664,0.0,0.0,-0.001,0,0
1777320741365000,0.0,0.0,0.008607467,0.0,0.99999076,0.0,0.0,0.0043037203,0.0,0.0,-0.001,0,0
1777320741413000,0.0,0.0,0.008986894,0.0,0.9999899,0.0,0.0,0.0044934326,0.0,0.0,-0.001,0,0
1777320741461000,0.0,0.0,0.009070096,0.0,0.9999897,0.0,0.0,0.0045350324,0.0,0.0,-0.001,0,0
1777320741509000,0.0,0.0,0.0096354885,0.0,0.9999884,0.0,0.0,0.004817726,0.0,0.0,-0.001,0,0
1777320741565000,0.0,0.0,0.010331614,0.0,0.99998665,0.0,0.0,0.005165784,0.0,0.0,-0.001,0,0
1777320741613000,0.0,0.0,0.01080739,0.0,0.9999854,0.0,0.0,0.00540367,0.0,0.0,-0.001,0,0
1777320741661000,0.0,0.0,0.010431022,0.0,0.9999864,0.0,0.0,0.005215488,0.0,0.0,-0.001,0,0
1777320741717000,0.0,0.0,0.009917457,0.0,0.9999877,0.0,0.0,0.004958708,0.0,0.0,-0.001,0,0
1777320741765000,0.0,0.0,0.0091801705,0.0,0.99998945,0.0,0.0,0.00459007,0.0,0.0,-0.001,0,0
1777320741813000,0.0,0.0,0.008387139,0.0,0.9999912,0.0,0.0,0.004193557,0.0,0.0,-0.001,0,0
1777320741861000,0.0,0.0,0.0076679667,0.0,0.99999267,0.0,0.0,0.0038339742,0.0,0.0,-0.001,0,0
1777320741917000,0.0,0.0,0.00737986,0.0,0.9999932,0.0,0.0,0.0036899217,0.0,0.0,-0.001,0,0
1777320741965000,0.0,0.0,0.0076473956,0.0,0.9999927,0.0,0.0,0.0038236885,0.0,0.0,-0.001,0,0
1777320742013000,0.0,0.0,0.0082469005,0.0,0.99999154,0.0,0.0,0.004123439,0.0,0.0,-0.001,0,0
1777320742061000,0.0,0.0,0.0094105285,0.0,0.9999889,0.0,0.0,0.0047052465,0.0,0.0,-0.001,0,0
1777320742109000,0.0,0.0,0.010352731,0.0,0.9999866,0.0,0.0,0.0051763426,0.0,0.0,-0.001,0,0
1777320742165000,0.0,0.0,0.010967648,0.0,0.999985,0.0,0.0,0.0054837964,0.0,0.0,-0.001,0,0
1777320742213000,0.0,0.0,0.010884872,0.0,0.99998516,0.0,0.0,0.00544241,0.0,0.0,-0.001,0,0
1777320742269000,0.0,0.0,0.010522916,0.0,0.9999862,0.0,0.0,0.0052614333,0.0,0.0,-0.001,0,0
1777320742317000,0.0,0.0,0.010079168,0.0,0.9999873,0.0,0.0,0.0050395625,0.0,0.0,-0.001,0,0
1777320742365000,0.0,0.0,0.009888962,0.0,0.9999878,0.0,0.0,0.004944461,0.0,0.0,-0.001,0,0
1777320742413000,0.0,0.0,0.0097178165,0.0,0.9999882,0.0,0.0,0.0048588887,0.0,0.0,-0.001,0,0
1777320742461000,0.0,0.0,0.009716854,0.0,0.9999882,0.0,0.0,0.0048584077,0.0,0.0,-0.001,0,0
1777320742517000,0.0,0.0,0.009531215,0.0,0.9999886,0.0,0.0,0.0047655897,0.0,0.0,-0.001,0,0
1777320742565000,0.0,0.0,0.009724214,0.0,0.9999882,0.0,0.0,0.0048620873,0.0,0.0,-0.001,0,0
1777320742613000,0.0,0.0,0.009251904,0.0,0.9999893,0.0,0.0,0.0046259356,0.0,0.0,-0.001,0,0
1777320742661000,0.0,0.0,0.009073815,0.0,0.99998975,0.0,0.0,0.0045368923,0.0,0.0,-0.001,0,0
1777320742709000,0.0,0.0,0.009022,0.0,0.9999898,0.0,0.0,0.004510985,0.0,0.0,-0.001,0,0
1777320742765000,0.0,0.0,0.00879892,0.0,0.99999034,0.0,0.0,0.004399446,0.0,0.0,-0.001,0,0
1777320742813000,0.0,0.0,0.009014546,0.0,0.99998987,0.0,0.0,0.004507258,0.0,0.0,-0.001,0,0
1777320742861000,0.0,0.0,0.008855362,0.0,0.99999017,0.0,0.0,0.0044276672,0.0,0.0,-0.001,0,0
1777320742909000,0.0,0.0,0.008405754,0.0,0.9999912,0.0,0.0,0.0042028655,0.0,0.0,-0.001,0,0
1777320742965000,0.0,0.0,0.00828436,0.0,0.9999914,0.0,0.0,0.004142169,0.0,0.0,-0.001,0,0
1777320743013000,0.0,0.0,0.008196778,0.0,0.9999916,0.0,0.0,0.0040983777,0.0,0.0,-0.001,0,0
1777320743061000,0.0,0.0,0.008178924,0.0,0.99999166,0.0,0.0,0.0040894505,0.0,0.0,-0.001,0,0
1777320743109000,0.0,0.0,0.008064893,0.0,0.9999919,0.0,0.0,0.004032436,0.0,0.0,-0.001,0,0
1777320743165000,0.0,0.0,0.0076861316,0.0,0.9999926,0.0,0.0,0.0038430567,0.0,0.0,-0.001,0,0
1777320743213000,0.0,0.0,0.007394542,0.0,0.9999932,0.0,0.0,0.0036972626,0.0,0.0,-0.001,0,0
1777320743261000,0.0,0.0,0.0073120724,0.0,0.9999933,0.0,0.0,0.0036560285,0.0,0.0,-0.001,0,0
1777320743317000,0.0,0.0,0.00767137,0.0,0.99999267,0.0,0.0,0.0038356762,0.0,0.0,-0.001,0,0
1777320743365000,0.0,0.0,0.008057601,0.0,0.9999919,0.0,0.0,0.0040287897,0.0,0.0,-0.001,0,0
1777320743413000,0.0,0.0,0.008320077,0.0,0.99999136,0.0,0.0,0.0041600275,0.0,0.0,-0.001,0,0
1777320743469000,0.0,0.0,0.0082327025,0.0,0.99999154,0.0,0.0,0.00411634,0.0,0.0,-0.001,0,0
1777320743517000,0.0,0.0,0.008020291,0.0,0.99999195,0.0,0.0,0.004010136,0.0,0.0,-0.001,0,0
1777320743565000,0.0,0.0,0.008017344,0.0,0.99999195,0.0,0.0,0.0040086615,0.0,0.0,-0.001,0,0
1777320743613000,0.0,0.0,0.008021978,0.0,0.99999195,0.0,0.0,0.0040109786,0.0,0.0,-0.001,0,0
1777320743669000,0.0,0.0,0.008358198,0.0,0.99999124,0.0,0.0,0.0041790875,0.0,0.0,-0.001,0,0
1777320743717000,0.0,0.0,0.008169509,0.0,0.99999166,0.0,0.0,0.0040847426,0.0,0.0,-0.001,0,0
1777320743765000,0.0,0.0,0.008372084,0.0,0.99999124,0.0,0.0,0.00418603,0.0,0.0,-0.001,0,0
1777320743813000,0.0,0.0,0.008568359,0.0,0.9999908,0.0,0.0,0.004284166,0.0,0.0,-0.001,0,0
1777320743861000,0.0,0.0,0.009023212,0.0,0.9999898,0.0,0.0,0.004511591,0.0,0.0,-0.001,0,0
1777320743917000,0.0,0.0,0.009268282,0.0,0.9999893,0.0,0.0,0.0046341247,0.0,0.0,-0.001,0,0
1777320743965000,0.0,0.0,0.009618644,0.0,0.99998844,0.0,0.0,0.004809303,0.0,0.0,-0.001,0,0
1777320744013000,0.0,0.0,0.009932217,0.0,0.99998766,0.0,0.0,0.004966089,0.0,0.0,-0.001,0,0
1777320744061000,0.0,0.0,0.01016882,0.0,0.99998707,0.0,0.0,0.0050843884,0.0,0.0,-0.001,0,0
1777320744117000,0.0,0.0,0.010345091,0.0,0.99998665,0.0,0.0,0.0051725227,0.0,0.0,-0.001,0,0
1777320744165000,0.0,0.0,0.010361343,0.0,0.9999866,0.0,0.0,0.005180649,0.0,0.0,-0.001,0,0
1777320744213000,0.0,0.0,0.010322166,0.0,0.99998665,0.0,0.0,0.00516106,0.0,0.0,-0.001,0,0
1777320744269000,0.0,0.0,0.009889293,0.0,0.9999878,0.0,0.0,0.0049446267,0.0,0.0,-0.001,0,0
1777320744317000,0.0,0.0,0.009769029,0.0,0.9999881,0.0,0.0,0.0048844954,0.0,0.0,-0.001,0,0
1777320744365000,0.0,0.0,0.010029972,0.0,0.9999874,0.0,0.0,0.005014965,0.0,0.0,-0.001,0,0
1777320744413000,0.0,0.0,0.010819515,0.0,0.99998534,0.0,0.0,0.005409731,0.0,0.0,-0.001,0,0
1777320744461000,0.0,0.0,0.011284636,0.0,0.9999841,0.0,0.0,0.005642289,0.0,0.0,-0.001,0,0
1777320744509000,0.0,0.0,0.011901153,0.0,0.9999823,0.0,0.0,0.0059505417,0.0,0.0,-0.001,0,0
1777320744565000,0.0,0.0,0.012388102,0.0,0.9999808,0.0,0.0,0.0061940113,0.0,0.0,-0.001,0,0
1777320744613000,0.0,0.0,0.012777417,0.0,0.9999796,0.0,0.0,0.0063886656,0.0,0.0,-0.001,0,0
1777320744661000,0.0,0.0,0.012926339,0.0,0.99997914,0.0,0.0,0.0064631253,0.0,0.0,-0.001,0,0
1777320744709000,0.0,0.0,0.01268415,0.0,0.9999799,0.0,0.0,0.006342033,0.0,0.0,-0.001,0,0
1777320744765000,0.0,0.0,0.0123648755,0.0,0.9999809,0.0,0.0,0.0061823986,0.0,0.0,-0.001,0,0
1777320744813000,0.0,0.0,0.011939081,0.0,0.9999822,0.0,0.0,0.005969506,0.0,0.0,-0.001,0,0
1777320744861000,0.0,0.0,0.011894557,0.0,0.9999823,0.0,0.0,0.0059472434,0.0,0.0,-0.001,0,0
1777320744917000,0.0,0.0,0.011989473,0.0,0.999982,0.0,0.0,0.0059947013,0.0,0.0,-0.001,0,0
1777320744965000,0.0,0.0,0.01190799,0.0,0.9999823,0.0,0.0,0.00595396,0.0,0.0,-0.001,0,0
1777320745013000,0.0,0.0,0.011889978,0.0,0.9999823,0.0,0.0,0.0059449547,0.0,0.0,-0.001,0,0
1777320745061000,0.0,0.0,0.01177847,0.0,0.99998266,0.0,0.0,0.005889202,0.0,0.0,-0.001,0,0
1777320745117000,0.0,0.0,0.011650766,0.0,0.9999831,0.0,0.0,0.0058253505,0.0,0.0,-0.001,0,0
1777320745165000,0.0,0.0,0.012014277,0.0,0.99998194,0.0,0.0,0.0060071032,0.0,0.0,-0.001,0,0
1777320745213000,0.0,0.0,0.012653939,0.0,0.99998,0.0,0.0,0.0063269273,0.0,0.0,-0.001,0,0
1777320745261000,0.0,0.0,0.013498486,0.0,0.99997723,0.0,0.0,0.006749192,0.0,0.0,-0.001,0,0
1777320745309000,0.0,0.0,0.014014607,0.0,0.99997544,0.0,0.0,0.0070072473,0.0,0.0,-0.001,0,0
1777320745365000,0.0,0.0,0.014434632,0.0,0.99997395,0.0,0.0,0.007217255,0.0,0.0,-0.001,0,0
1777320745413000,0.0,0.0,0.01443543,0.0,0.99997395,0.0,0.0,0.007217653,0.0,0.0,-0.001,0,0
1777320745461000,0.0,0.0,0.014808397,0.0,0.9999726,0.0,0.0,0.007404131,0.0,0.0,-0.001,0,0
1777320745509000,0.0,0.0,0.015123986,0.0,0.99997145,0.0,0.0,0.0075619216,0.0,0.0,-0.001,0,0
1777320745565000,0.0,0.0,0.02501674,0.0,0.99992174,0.0,0.0,0.012508045,0.0,0.0,-0.001,0,0
1777320745613000,0.0,0.0,0.025884865,0.0,0.99991626,0.0,0.0,0.012942072,0.0,0.0,-0.001,0,0
1777320745661000,0.0,0.0,0.026563233,0.0,0.99991184,0.0,0.0,0.013281227,0.0,0.0,-0.001,0,0
1777320745717000,0.0,0.0,0.027286993,0.0,0.99990696,0.0,0.0,0.013643075,0.0,0.0,-0.001,0,0
1777320745765000,0.0,0.0,0.02803591,0.0,0.9999018,0.0,0.0,0.014017496,0.0,0.0,-0.001,0,0
1777320745813000,0.0,0.0,0.028650543,0.0,0.9998974,0.0,0.0,0.014324782,0.0,0.0,-0.001,0,0
1777320745861000,0.0,0.0,0.029287487,0.0,0.9998928,0.0,0.0,0.014643221,0.0,0.0,-0.001,0,0
1777320745917000,0.0,0.0,0.029822122,0.0,0.99988884,0.0,0.0,0.014910509,0.0,0.0,-0.001,0,0
1777320745965000,0.0,0.0,0.03006759,0.0,0.999887,0.0,0.0,0.015033228,0.0,0.0,-0.001,0,0
1777320746013000,0.0,0.0,0.029184397,0.0,0.99989355,0.0,0.0,0.014591681,0.0,0.0,-0.001,0,0
1777320746061000,0.0,0.0,0.028273422,0.0,0.9999001,0.0,0.0,0.01413624,0.0,0.0,-0.001,0,0
1777320746109000,0.0,0.0,0.02735502,0.0,0.9999065,0.0,0.0,0.013677086,0.0,0.0,-0.001,0,0
1777320746165000,0.0,0.0,0.026897242,0.0,0.9999096,0.0,0.0,0.013448216,0.0,0.0,-0.001,0,0
1777320746213000,0.0,0.0,0.026659155,0.0,0.9999112,0.0,0.0,0.013329184,0.0,0.0,-0.001,0,0
1777320746261000,0.0,0.0,0.02627392,0.0,0.9999137,0.0,0.0,0.013136582,0.0,0.0,-0.001,0,0
1777320746317000,0.0,0.0,0.025574816,0.0,0.9999182,0.0,0.0,0.01278706,0.0,0.0,-0.001,0,0
1777320746365000,0.0,0.0,0.025252754,0.0,0.9999203,0.0,0.0,0.012626043,0.0,0.0,-0.001,0,0
1777320746413000,0.0,0.0,0.024972904,0.0,0.99992204,0.0,0.0,0.012486128,0.0,0.0,-0.001,0,0
1777320746469000,0.0,0.0,0.025031898,0.0,0.9999217,0.0,0.0,0.012515622,0.0,0.0,-0.001,0,0
1777320746517000,0.0,0.0,0.024770405,0.0,0.9999233,0.0,0.0,0.012384887,0.0,0.0,-0.001,0,0
1777320746565000,0.0,0.0,0.023973895,0.0,0.9999282,0.0,0.0,0.011986661,0.0,0.0,-0.001,0,0
1777320746613000,0.0,0.0,0.023038153,0.0,0.99993366,0.0,0.0,0.011518822,0.0,0.0,-0.001,0,0
1777320746661000,0.0,0.0,0.022427205,0.0,0.9999371,0.0,0.0,0.011213369,0.0,0.0,-0.001,0,0
1777320746717000,0.0,0.0,0.02187268,0.0,0.9999402,0.0,0.0,0.010936123,0.0,0.0,-0.001,0,0
1777320746765000,0.0,0.0,0.021782007,0.0,0.9999407,0.0,0.0,0.010890788,0.0,0.0,-0.001,0,0
1777320746813000,0.0,0.0,0.02191174,0.0,0.99994,0.0,0.0,0.010955652,0.0,0.0,-0.001,0,0
1777320746861000,0.0,0.0,0.022148753,0.0,0.99993867,0.0,0.0,0.011074151,0.0,0.0,-0.001,0,0
1777320746917000,0.0,0.0,0.021948552,0.0,0.9999398,0.0,0.0,0.010974055,0.0,0.0,-0.001,0,0
1777320746965000,0.0,0.0,0.021763528,0.0,0.9999408,0.0,0.0,0.01088155,0.0,0.0,-0.001,0,0
1777320747013000,0.0,0.0,0.02148251,0.0,0.9999423,0.0,0.0,0.010741049,0.0,0.0,-0.001,0,0
1777320747061000,0.0,0.0,0.021157324,0.0,0.99994403,0.0,0.0,0.010578465,0.0,0.0,-0.001,0,0
1777320747109000,0.0,0.0,0.020875996,0.0,0.9999455,0.0,0.0,0.010437808,0.0,0.0,-0.001,0,0
1777320747165000,0.0,0.0,0.020410508,0.0,0.9999479,0.0,0.0,0.010205078,0.0,0.0,-0.001,0,0
1777320747213000,0.0,0.0,0.02032765,0.0,0.9999483,0.0,0.0,0.010163651,0.0,0.0,-0.001,0,0
1777320747261000,0.0,0.0,0.020395761,0.0,0.999948,0.0,0.0,0.010197705,0.0,0.0,-0.001,0,0
1777320747317000,0.0,0.0,0.020483678,0.0,0.99994755,0.0,0.0,0.010241661,0.0,0.0,-0.001,0,0
1777320747365000,0.0,0.0,0.020530883,0.0,0.9999473,0.0,0.0,0.010265262,0.0,0.0,-0.001,0,0
1777320747413000,0.0,0.0,0.020393087,0.0,0.999948,0.0,0.0,0.010196367,0.0,0.0,-0.001,0,0
1777320747461000,0.0,0.0,0.020316802,0.0,0.9999484,0.0,0.0,0.010158227,0.0,0.0,-0.001,0,0
1777320747517000,0.0,0.0,0.020798279,0.0,0.99994594,0.0,0.0,0.010398953,0.0,0.0,-0.001,0,0
1777320747565000,0.0,0.0,0.021085842,0.0,0.99994445,0.0,0.0,0.010542726,0.0,0.0,-0.001,0,0
1777320747613000,0.0,0.0,0.021482056,0.0,0.9999423,0.0,0.0,0.010740821,0.0,0.0,-0.001,0,0
1777320747661000,0.0,0.0,0.021604829,0.0,0.99994165,0.0,0.0,0.010802205,0.0,0.0,-0.001,0,0
1777320747709000,0.0,0.0,0.02166058,0.0,0.99994135,0.0,0.0,0.010830079,0.0,0.0,-0.001,0,0
1777320747765000,0.0,0.0,0.021268606,0.0,0.99994344,0.0,0.0,0.010634104,0.0,0.0,-0.001,0,0
1777320747813000,0.0,0.0,0.020776616,0.0,0.99994606,0.0,0.0,0.010388121,0.0,0.0,-0.001,0,0
1777320747861000,0.0,0.0,0.020628303,0.0,0.99994683,0.0,0.0,0.010313969,0.0,0.0,-0.001,0,0
1777320747909000,0.0,0.0,0.020382298,0.0,0.9999481,0.0,0.0,0.010190974,0.0,0.0,-0.001,0,0
1777320747965000,0.0,0.0,0.020311296,0.0,0.99994844,0.0,0.0,0.010155475,0.0,0.0,-0.001,0,0
1777320748013000,0.0,0.0,0.02054233,0.0,0.99994725,0.0,0.0,0.010270985,0.0,0.0,-0.001,0,0
1777320748061000,0.0,0.0,0.020528989,0.0,0.9999473,0.0,0.0,0.010264315,0.0,0.0,-0.001,0,0
1777320748117000,0.0,0.0,0.020488268,0.0,0.99994755,0.0,0.0,0.010243954,0.0,0.0,-0.001,0,0
1777320748165000,0.0,0.0,0.020633623,0.0,0.9999468,0.0,0.0,0.010316629,0.0,0.0,-0.001,0,0
1777320748213000,0.0,0.0,0.020682463,0.0,0.99994653,0.0,0.0,0.010341048,0.0,0.0,-0.001,0,0
1777320748261000,0.0,0.0,0.020874634,0.0,0.9999455,0.0,0.0,0.010437127,0.0,0.0,-0.001,0,0
1777320748317000,0.0,0.0,0.021016946,0.0,0.9999448,0.0,0.0,0.01050828,0.0,0.0,-0.001,0,0
1777320748365000,0.0,0.0,0.02110094,0.0,0.9999443,0.0,0.0,0.010550275,0.0,0.0,-0.001,0,0
1777320748413000,0.0,0.0,0.021000566,0.0,0.99994487,0.0,0.0,0.010500091,0.0,0.0,-0.001,0,0
1777320748461000,0.0,0.0,0.021212563,0.0,0.9999438,0.0,0.0,0.010606083,0.0,0.0,-0.001,0,0
1777320748509000,0.0,0.0,0.021360332,0.0,0.99994296,0.0,0.0,0.010679964,0.0,0.0,-0.001,0,0
1777320748565000,0.0,0.0,0.021509456,0.0,0.9999422,0.0,0.0,0.01075452,0.0,0.0,-0.001,0,0
1777320748613000,0.0,0.0,0.021286076,0.0,0.9999434,0.0,0.0,0.010642837,0.0,0.0,-0.001,0,0
1777320748661000,0.0,0.0,0.02125098,0.0,0.99994355,0.0,0.0,0.010625292,0.0,0.0,-0.001,0,0
1777320748709000,0.0,0.0,0.021178085,0.0,0.9999439,0.0,0.0,0.010588845,0.0,0.0,-0.001,0,0
1777320748765000,0.0,0.0,0.021040177,0.0,0.9999447,0.0,0.0,0.010519895,0.0,0.0,-0.001,0,0
1777320748813000,0.0,0.0,0.021150827,0.0,0.9999441,0.0,0.0,0.010575218,0.0,0.0,-0.001,0,0
1777320748861000,0.0,0.0,0.021315038,0.0,0.9999432,0.0,0.0,0.010657318,0.0,0.0,-0.001,0,0
1777320748917000,0.0,0.0,0.021780144,0.0,0.9999407,0.0,0.0,0.010889857,0.0,0.0,-0.001,0,0
