timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
1777316772742000,1777316772662000,2.6779451,3.5801747,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777316772750000,1777316772670000,2.896614,3.6999762,-2.5132337,-1.2565964,4.0657153e-05,1.2566777,2.513315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777316772758000,1777316772678000,-2.819842,3.6470838,-2.513208,-1.2565707,6.6421e-05,1.2567035,2.5133407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777316772766000,1777316772686000,2.896614,3.6999607,-2.5132117,-1.2565745,6.264271e-05,1.2566998,2.513337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777316772774000,1777316772694000,-2.896614,3.7000847,-2.5131764,-1.2565393,9.772243e-05,1.2567348,2.513372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777316772782000,1777316772702000,-2.3561945,3.5777168,-2.5132174,-1.2565804,5.6772762e-05,1.2566938,2.5133312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777316772790000,1777316772710000,-2.4087777,3.563973,-2.513281,-1.256644,-6.9447433e-06,1.2566302,2.5132675,0.0022420469,-0.0015859114,-0.0032221936,-0.0004055139,0.0029715723,0.0023960106,0.0028727208,-0.0006205718,-0.0032562555,-0.0013919049,0.2,0.2,0.19999999,0.2,0.19999999,0
1777316772798000,1777316772718000,3.0172377,3.8070095,-2.513252,-1.2566148,2.2309763e-05,1.2566594,2.5132966,0.0022420469,-0.0015859114,-0.0032221936,-0.0004055139,0.0029715723,0.0023960106,0.0028727208,-0.0006205718,-0.0032562555,-0.0013919049,0.2,0.2,0.19999999,0.2,0.19999999,0
1777316772806000,1777316772726000,-2.896614,3.7000403,-2.5132256,-1.2565885,4.8629732e-05,1.2566857,2.5133228,0.0022420469,-0.0015859114,-0.0032221936,-0.0004055139,0.0029715723,0.0023960106,0.0028727208,-0.0006205718,-0.0032562555,-0.0013919049,0.2,0.2,0.19999999,0.2,0.19999999,0
1777316772814000,1777316772734000,-3.0172377,3.8070838,-2.5132241,-1.2565869,5.0199997e-05,1.2566873,2.5133245,0.0022420469,-0.0015859114,-0.0032221936,-0.0004055139,0.0029715723,0.0023960106,0.0028727208,-0.0006205718,-0.0032562555,-0.0013919049,0.2,0.2,0.19999999,0.2,0.19999999,0
1777316772822000,1777316772742000,-2.9441972,3.7387984,-2.5132172,-1.2565801,5.7009813e-05,1.2566941,2.5133314,0.0022420469,-0.0015859114,-0.0032221936,-0.0004055139,0.0029715723,0.0023960106,0.0028727208,-0.0006205718,-0.0032562555,-0.0013919049,0.2,0.2,0.19999999,0.2,0.19999999,0
1777316772830000,1777316772750000,-2.976444,3.7676253,-2.5132272,-1.25659,4.715087e-05,1.2566843,2.5133214,0.0022420469,-0.0015859114,-0.0032221936,-0.0004055139,0.0029715723,0.0023960106,0.0028727208,-0.0006205718,-0.0032562555,-0.0013919049,0.2,0.2,0.19999999,0.2,0.19999999,0
1777316772838000,1777316772758000,-2.5829935,3.5579102,-2.5133204,-1.2566833,-4.62029e-05,1.2565908,2.5132282,0.0022420469,-0.0015859114,-0.0032221936,-0.0004055139,0.0029715723,0.0023960106,0.0028727208,-0.0006205718,-0.0032562555,-0.0013919049,0.2,0.2,0.19999999,0.2,0.19999999,0
1777316772846000,1777316772766000,-2.3086114,3.594908,-2.513321,-1.2566838,-4.6724737e-05,1.2565904,2.5132277,0.0051988396,-0.0026827916,-0.006856895,-0.0015550028,0.005895851,0.004510059,0.006338074,-0.0005929137,-0.0067045153,-0.0035507046,0.20000002,0.19999999,0.19999997,0.19999999,0.19999996,0
1777316772854000,1777316772774000,-2.0899425,3.732201,-2.51326,-1.2566228,1.4237907e-05,1.2566513,2.5132885,0.0051988396,-0.0026827916,-0.006856895,-0.0015550028,0.005895851,0.004510059,0.006338074,-0.0005929137,-0.0067045153,-0.0035507046,0.20000002,0.19999999,0.19999997,0.19999999,0.19999996,0
1777316772862000,1777316772782000,-2.4468544,3.557413,-2.5132573,-1.2566202,1.6976073e-05,1.256654,2.5132914,0.0051988396,-0.0026827916,-0.006856895,-0.0015550028,0.005895851,0.004510059,0.006338074,-0.0005929137,-0.0067045153,-0.0035507046,0.20000002,0.19999999,0.19999997,0.19999999,0.19999996,0
1777316772870000,1777316772790000,-2.5308666,3.5533128,-2.513296,-1.2566587,-2.1556589e-05,1.2566155,2.5132527,0.0051988396,-0.0026827916,-0.006856895,-0.0015550028,0.005895851,0.004510059,0.006338074,-0.0005929137,-0.0067045153,-0.0035507046,0.20000002,0.19999999,0.19999997,0.19999999,0.19999996,0
1777316772878000,1777316772798000,-2.976444,3.7674584,-2.513353,-1.2567159,-7.8790115e-05,1.2565583,2.5131955,0.0051988396,-0.0026827916,-0.006856895,-0.0015550028,0.005895851,0.004510059,0.006338074,-0.0005929137,-0.0067045153,-0.0035507046,0.20000002,0.19999999,0.19999997,0.19999999,0.19999996,0
1777316772886000,1777316772806000,-2.4468544,3.5574198,-2.5132954,-1.2566582,-2.1151607e-05,1.2566159,2.5132532,0.0051988396,-0.0026827916,-0.006856895,-0.0015550028,0.005895851,0.004510059,0.006338074,-0.0005929137,-0.0067045153,-0.0035507046,0.20000002,0.19999999,0.19999997,0.19999999,0.19999996,0
1777316772894000,1777316772814000,-2.2794228,3.6076746,-2.513235,-1.2565979,3.9158032e-05,1.2566762,2.5133135,0.0051988396,-0.0026827916,-0.006856895,-0.0015550028,0.005895851,0.004510059,0.006338074,-0.0005929137,-0.0067045153,-0.0035507046,0.20000002,0.19999999,0.19999997,0.19999999,0.19999996,0
1777316772902000,1777316772822000,-2.5308666,3.5531914,-2.5132928,-1.2566556,-1.8461036e-05,1.2566186,2.5132558,0.00797678,-0.0031473455,-0.0099219475,-0.0029847543,0.008077268,0.0059011276,0.009409916,-8.547967e-05,-0.009462746,-0.0057628187,0.20000005,0.20000002,0.2,0.20000002,0.19999997,0
1777316772910000,1777316772830000,-2.3086114,3.5947611,-2.5132532,-1.2566161,2.0978896e-05,1.2566581,2.5132954,0.00797678,-0.0031473455,-0.0099219475,-0.0029847543,0.008077268,0.0059011276,0.009409916,-8.547967e-05,-0.009462746,-0.0057628187,0.20000005,0.20000002,0.2,0.20000002,0.19999997,0
1777316772918000,1777316772838000,-2.4980917,3.5531108,-2.513167,-1.2565296,0.00010744501,1.2567446,2.513382,0.00797678,-0.0031473455,-0.0099219475,-0.0029847543,0.008077268,0.0059011276,0.009409916,-8.547967e-05,-0.009462746,-0.0057628187,0.20000005,0.20000002,0.2,0.20000002,0.19999997,0
