timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],estimator_instance,fusion_enabled,innovation_rejected,fused
1777320736989000,1777320736908114,0,0,0.22201334,0.0059941574,0.43002814,0.0,0.0,0.0,-0.22201334,-0.0059941574,-0.43002814,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737061000,1777320736976229,0,0,0.21404786,0.009971856,0.43081325,0.0,0.0,0.0,0.0053786933,0.0004619984,-0.005280316,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737125000,1777320737044236,0,0,0.21298285,0.012070892,0.43833607,0.0,0.0,0.0,0.0063626766,-0.0015022065,-0.012764692,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737197000,1777320737112356,0,0,0.2151432,0.011047998,0.43002155,0.0,0.0,0.0,0.0039740056,-0.00049378537,-0.0043322146,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737261000,1777320737180356,0,0,0.21962777,0.011327453,0.4266712,0.0,0.0,0.0,-0.0006702244,-0.00080587156,-0.00089883804,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737333000,1777320737248452,0,0,0.2149027,0.009690552,0.42987543,0.0,0.0,0.0,0.004017055,0.0008303337,-0.0040836334,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737397000,1777320737316457,0,0,0.21522224,0.010153545,0.42103148,0.0,0.0,0.0,0.003459826,0.00042676367,0.004880905,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737469000,1777320737384538,0,0,0.21542011,0.011422745,0.43028867,0.0,0.0,0.0,0.0032399446,-0.0010006297,-0.0043610334,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737533000,1777320737452543,0,0,0.22531122,0.006555789,0.42644212,0.0,0.0,0.0,-0.0047294647,0.002862934,-0.0014830828,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737669000,1777320737588615,0,0,0.21510896,0.011432876,0.43019885,0.0,0.0,0.0,0.0027759522,-0.0017222986,-0.002778232,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737741000,1777320737656675,0,0,0.2152419,0.0107507855,0.42855018,0.0,0.0,0.0,0.0025395304,-0.00073086936,-0.0010839403,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737805000,1777320737724675,0,0,0.21565765,0.0031237064,0.4348337,0.0,0.0,0.0,0.0021248907,0.0069719544,-0.007369876,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737877000,1777320737792724,0,0,0.21489392,0.010531094,0.4291243,0.0,0.0,0.0,0.0028384775,-0.0010187421,-0.0016215444,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320737941000,1777320737860726,0,0,0.21696453,0.01607948,0.43072066,0.0,0.0,0.0,0.0007458925,-0.006132813,-0.0032165349,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738013000,1777320737928767,0,0,0.21478987,0.010310597,0.4311254,0.0,0.0,0.0,0.00280869,0.00010919664,-0.0035756528,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738077000,1777320737996769,0,0,0.21841773,0.017716978,0.4332538,0.0,0.0,0.0,-0.000837937,-0.0072520534,-0.0056955516,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738149000,1777320738064806,0,0,0.21391727,0.010595769,0.4298302,0.0,0.0,0.0,0.003448218,0.00018708315,-0.0021708906,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738213000,1777320738132806,0,0,0.21453895,0.013148864,0.41836634,0.0,0.0,0.0,0.0028473139,-0.0023629228,0.009282351,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738285000,1777320738200835,0,0,0.21362261,0.011354484,0.4284615,0.0,0.0,0.0,0.0036631227,-0.0003165519,-0.00076818466,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738349000,1777320738268836,0,0,0.21491525,0.0076926956,0.43519628,0.0,0.0,0.0,0.0026009977,0.0030845497,-0.00761351,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738485000,1777320738404862,0,0,0.21939476,0.0075851167,0.42713633,0.0,0.0,0.0,-0.0018874854,0.0024932781,0.00046807528,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738557000,1777320738472883,0,0,0.21462366,0.01126084,0.43044934,0.0,0.0,0.0,0.0029337257,-0.0015490698,-0.0028618872,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738621000,1777320738540884,0,0,0.217721,0.010091552,0.44100168,0.0,0.0,0.0,-1.1071563e-05,-0.00043506082,-0.013490707,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738693000,1777320738608902,0,0,0.21438026,0.011463411,0.42958003,0.0,0.0,0.0,0.0034555942,-0.0019091973,-0.0021308362,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738757000,1777320738676902,0,0,0.2209094,0.015189517,0.4322511,0.0,0.0,0.0,-0.0031424612,-0.005402704,-0.0047721565,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738829000,1777320738744917,0,0,0.21310358,0.011158052,0.4297748,0.0,0.0,0.0,0.0046875775,-0.0009653643,-0.0023176372,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320738893000,1777320738812918,0,0,0.22174022,0.0065233437,0.42951563,0.0,0.0,0.0,-0.0038808733,0.0038158,-0.0020967722,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739029000,1777320738948931,0,0,0.21874371,0.0119749075,0.43097982,0.0,0.0,0.0,-0.00090289116,-0.0015390199,-0.0035538375,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739101000,1777320739016941,0,0,0.21485202,0.010907428,0.43116972,0.0,0.0,0.0,0.002885595,-0.00035222806,-0.0036940277,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739165000,1777320739084942,0,0,0.21589611,0.013535913,0.42576143,0.0,0.0,0.0,0.0017800331,-0.003100099,0.0017484725,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739301000,1777320739220951,0,0,0.22517288,0.009824518,0.42346522,0.0,0.0,0.0,-0.0076886714,0.0009858711,0.004133016,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739373000,1777320739288959,0,0,0.21607244,0.010267959,0.42855304,0.0,0.0,0.0,0.0013054907,0.00046948437,-0.00089892745,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739437000,1777320739356959,0,0,0.2177871,0.010134832,0.42952943,0.0,0.0,0.0,-0.000611946,0.00075707305,-0.0017761886,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739573000,1777320739492965,0,0,0.20830129,0.012708311,0.43735206,0.0,0.0,0.0,0.008787125,-0.001856871,-0.00955379,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739709000,1777320739628971,0,0,0.22320694,0.010234184,0.4248688,0.0,0.0,0.0,-0.006194532,0.0008883653,0.002961129,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739781000,1777320739696975,0,0,0.2145735,0.010440654,0.4304216,0.0,0.0,0.0,0.002430573,0.0005739685,-0.002584666,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739845000,1777320739764975,0,0,0.21403736,0.014609196,0.4279775,0.0,0.0,0.0,0.0030058324,-0.0035928115,-0.00016051531,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320739981000,1777320739900979,0,0,0.21283846,0.0034849264,0.41859993,0.0,0.0,0.0,0.0040837973,0.007898045,0.00926885,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320740117000,1777320740036983,0,0,0.21359518,0.008561049,0.43316787,0.0,0.0,0.0,0.003409937,0.0022626594,-0.0053266585,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777320740253000,1777320740172985,0,0,0.21443798,0.008737784,0.4298355,0.0,0.0,0.0,0.0025990456,0.0019524973,-0.0020070672,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
