timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1777316793894000,1777316793894000,47.397715713283084,8.54559016180285,497.19043,497.17313,0.009172436,2.4830403,2.5830011,nan,2,2,0,0
1777316794894000,1777316794894000,47.39773942789962,8.54559382067969,497.17288,497.15686,0.009172436,2.4829388,2.5829139,nan,2,2,0,0
1777316795894000,1777316795894000,47.397779770240504,8.545600490135849,497.15674,497.14062,0.009172436,2.4829562,2.5829482,nan,2,2,0,0
1777316796894000,1777316796894000,47.397808660325715,8.545605869927833,497.16504,497.14993,0.009172436,2.4829624,2.582965,nan,2,2,0,0
1777316797894000,1777316797894000,47.39780479521696,8.545605918430569,497.14264,497.13004,0.009172436,2.4830155,2.582978,nan,2,2,0,0
1777316798894000,1777316798894000,47.397776250650764,8.545600886157448,497.137,497.12473,0.009172436,2.4829183,2.582901,nan,2,2,0,0
1777316799894000,1777316799894000,47.397734922499765,8.54559305858653,497.1331,497.11996,0.009172436,2.4829373,2.582933,nan,2,2,0,0
1777316800894000,1777316800894000,47.397703064439455,8.545587483527283,497.14676,497.13412,0.009172436,2.4829473,2.5829525,nan,2,2,0,0
1777316801894000,1777316801894000,47.39770132480492,8.545586787952299,497.1354,497.12555,0.009172436,2.4829957,2.582974,nan,2,2,0,0
1777316802894000,1777316802894000,47.39772658258626,8.545590557157734,497.12244,497.11316,0.009172436,2.4830418,2.5830023,nan,2,2,0,0
1777316803894000,1777316803894000,47.39776725110318,8.54559738830711,497.10934,497.09848,0.009172436,2.4829283,2.582922,nan,2,2,0,0
1777316804894000,1777316804894000,47.39780096390886,8.545603045566432,497.11902,497.10724,0.009172436,2.4829361,2.5829465,nan,2,2,0,0
1777316805894000,1777316805894000,47.39780451810293,8.545604157879463,497.1092,497.0996,0.009172436,2.4829736,2.5829594,nan,2,2,0,0
1777316806894000,1777316806894000,47.39778055319395,8.545600667879212,497.10233,497.09424,0.009172436,2.483021,2.5829904,nan,2,2,0,0
1777316807894000,1777316807894000,47.397740760109336,8.545594099386893,497.09204,497.08264,0.009172436,2.4829154,2.5829198,nan,2,2,0,0
1777316808894000,1777316808894000,47.39770339420115,8.545588145751847,497.10272,497.0927,0.009172436,2.482927,2.5829353,nan,2,2,0,0
1777316809894000,1777316809894000,47.397693229026984,8.545585960862947,497.09695,497.08948,0.009172436,2.482962,2.5829542,nan,2,2,0,0
1777316810894000,1777316810894000,47.3977126565466,8.545588122614044,497.08118,497.0759,0.009172436,2.4830103,2.5829813,nan,2,2,0,0
1777316811894000,1777316811894000,47.397750721663236,8.545594034111739,497.07468,497.069,0.009172436,2.482908,2.5828986,nan,2,2,0,0
1777316812894000,1777316812894000,47.39779242508976,8.545600881021745,497.08182,497.0755,0.009172436,2.4829214,2.5829256,nan,2,2,0,0
1777316813894000,1777316813894000,47.39781056346466,8.54560422140571,497.0733,497.06775,0.009172436,2.482943,2.582949,nan,2,2,0,0
1777316814894000,1777316814894000,47.397796874903776,8.545602245893026,497.0587,497.05457,0.009172436,2.482993,2.5829728,nan,2,2,0,0
1777316815894000,1777316815894000,47.39776277480241,8.545596888062997,497.06076,497.0566,0.009172436,2.4830265,2.5830038,nan,2,2,0,0
1777316816894000,1777316816894000,47.39772065873671,8.545590212838496,497.06244,497.0567,0.009172436,2.4829142,2.5829191,nan,2,2,0,0
1777316817894000,1777316817894000,47.397696651587495,8.545585969802115,497.0664,497.06067,0.009172436,2.4829357,2.582947,nan,2,2,0,0
1777316818894000,1777316818894000,47.39770459304668,8.545586991919228,497.04593,497.04166,0.009172436,2.482982,2.5829675,nan,2,2,0,0
1777316819894000,1777316819894000,47.39773552599217,8.54559242966325,497.04114,497.03604,0.009172436,2.483021,2.583002,nan,2,2,0,0
1777316820894000,1777316820894000,47.397777174974514,8.545599512818853,497.04166,497.03503,0.009172436,2.4829087,2.582921,nan,2,2,0,0
1777316821894000,1777316821894000,47.39780379577746,8.545604008679065,497.0534,497.04807,0.009172436,2.4829223,2.5829394,nan,2,2,0,0
1777316822894000,1777316822894000,47.3977985422631,8.545604239320806,497.03818,497.03525,0.009172436,2.4829628,2.582958,nan,2,2,0,0
1777316823894000,1777316823894000,47.397769179098944,8.54560077658121,497.0334,497.03,0.009172436,2.483003,2.582981,nan,2,2,0,0
1777316824894000,1777316824894000,47.39772866328965,8.545594429150531,497.031,497.02603,0.009172436,2.483025,2.5830147,nan,2,2,0,0
1777316825894000,1777316825894000,47.39770194928438,8.545589297256267,497.03766,497.03278,0.009172436,2.4829125,2.5829296,nan,2,2,0,0
