timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
1777227220809000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,0,1,1,255,0,1
1777227222169000,0.0,0.0,1.0,4.0,2.0,0.0,0.0,176,0,1,1,255,0,1
1777227233029000,47.398983001708984,8.545594215393066,-1.0,1.0,0.0,nan,503.019,192,0,1,1,255,0,1
1777227242305000,47.39938735961914,8.545594215393066,-1.0,1.0,0.0,nan,503.019,192,0,1,1,255,0,1
1777227283445000,0.0,0.0,1.0,4.0,5.0,0.0,0.0,176,0,1,1,255,0,1
1777227283717000,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
1777227283717000,2.0,0.0,nan,nan,nan,nan,0.0,1000,1,1,0,1,0,0
1777227283717000,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
1777227338461000,0.0,0.0,0.0,2.0,80.0,nan,488.01956,0,1,1,0,1,0,0
