timestamp,load,ram_usage
1777320737705000,0.15714286,0.15014046
1777320738205000,0.17142858,0.15079318
1777320738705000,0.17391305,0.15141961
1777320739205000,0.15492958,0.15148842
1777320739705000,0.17142858,0.15155016
1777320740205000,0.16901408,0.1518892
1777320740705000,0.18461539,0.15192533
1777320741205000,0.1594203,0.15197769
1777320741705000,0.15584415,0.15219876
1777320742205000,0.15714286,0.1523389
1777320742705000,0.18571429,0.15247585
1777320743205000,0.15068494,0.15259862
1777320743705000,0.15277778,0.15272026
1777320744205000,0.18309858,0.15284485
1777320744705000,0.16901408,0.15302363
1777320745205000,0.15277778,0.15323237
1777320745705000,0.1641791,0.15339926
1777320746205000,0.16,0.15421362
1777320746705000,0.16666667,0.15433525
1777320747205000,0.1780822,0.15436955
1777320747705000,0.1641791,0.15438052
1777320748205000,0.16901408,0.15439926
1777320748705000,0.1764706,0.15440635
1777320749205000,0.15714286,0.15441687
1777320749705000,0.16666667,0.15442213
1777320750205000,0.16176471,0.15441595
1777320750705000,0.1764706,0.15441138
1777320751205000,0.17910448,0.15443127
1777320751705000,0.1594203,0.15375364
1777320752205000,0.18055555,0.15374357
1777320752705000,0.1641791,0.15374014
1777320753205000,0.1904762,0.15373237
1777320753705000,0.1724138,0.15477604
1777320754205000,0.14035088,0.15477741
1777320754705000,0.16363636,0.15479775
1777320755205000,0.16071428,0.15479569
1777320755705000,0.16666667,0.1541192
1777320756205000,0.17741935,0.15411234
1777320756705000,0.18032786,0.15411714
1777320757205000,0.171875,0.1541368
1777320757705000,0.15151516,0.1541615
1777320758205000,0.17460318,0.15508787
1777320758705000,0.15873016,0.15522346
1777320759205000,0.17391305,0.1552182
1777320759705000,0.16393442,0.15525615
1777320760205000,0.1724138,0.15534005
1777320760705000,0.14925373,0.15532656
1777320761205000,0.16176471,0.15532061
1777320761705000,0.1875,0.15531947
1777320762205000,0.13636364,0.15532085
1777320762705000,0.16666667,0.15531239
1777320763205000,0.18461539,0.15532587
1777320763705000,0.15625,0.15533914
1777320764205000,0.16393442,0.15535972
1777320764705000,0.16393442,0.15537024
1777320765205000,0.18032786,0.15538898
1777320765705000,0.16129032,0.15539584
1777320766205000,0.1764706,0.15539241
1777320766705000,0.15625,0.15539286
1777320767205000,0.1724138,0.15538578
1777320767705000,0.18965517,0.15538166
1777320768205000,0.15625,0.15539904
1777320768705000,0.18032786,0.15539354
1777320769205000,0.18644068,0.15538554
1777320769705000,0.16666667,0.15538235
1777320770205000,0.16949153,0.15536954
1777320770705000,0.17741935,0.15536131
1777320771205000,0.18032786,0.15536016
1777320771705000,0.16129032,0.15536153
1777320772205000,0.17741935,0.15537092
1777320772705000,0.16666667,0.15536314
1777320773205000,0.171875,0.15538098
1777320773705000,0.16393442,0.15538806
1777320774205000,0.16666667,0.15542258
1777320774705000,0.17460318,0.15548614
1777320775205000,0.16129032,0.155549
1777320775705000,0.171875,0.15558468
1777320776205000,0.16129032,0.1555792
1777320776705000,0.17741935,0.15559565
1777320777205000,0.15,0.15558857
1777320777705000,0.18333334,0.15559725
1777320778205000,0.15625,0.1558636
1777320778705000,0.16949153,0.15587503
1777320779205000,0.18644068,0.15591915
1777320779705000,0.18333334,0.1559395
1777320780205000,0.16129032,0.15599254
1777320780705000,0.18965517,0.15598272
1777320781205000,0.18644068,0.15599391
1777320781705000,0.15,0.15598294
1777320782205000,0.18644068,0.15600215
1777320782705000,0.18333334,0.15599711
1777320783205000,0.18333334,0.15598705
1777320783705000,0.16666667,0.15598272
1777320784205000,0.16129032,0.15597562
1777320784705000,0.16393442,0.15596488
1777320785205000,0.18333334,0.15596099
1777320785705000,0.16393442,0.15618299
1777320786205000,0.15873016,0.15618047
1777320786705000,0.16666667,0.15622208
1777320787205000,0.1754386,0.15622894
1777320787705000,0.17460318,0.15623969
1777320788205000,0.18333334,0.15624312
1777320788705000,0.18965517,0.15623786
1777320789205000,0.16949153,0.15623008
1777320789705000,0.18032786,0.15621865
1777320790205000,0.18032786,0.156215
1777320790705000,0.18032786,0.156207
1777320791205000,0.14925373,0.15621087
1777320791705000,0.19354838,0.15622254
1777320792205000,0.16666667,0.15622574
1777320792705000,0.18333334,0.15622254
1777320793205000,0.17857143,0.15620996
1777320793705000,0.16129032,0.15620242
1777320794205000,0.18032786,0.15620081
1777320794705000,0.16129032,0.15621613
1777320795205000,0.16129032,0.15623786
1777320795705000,0.18644068,0.15623443
1777320796205000,0.171875,0.15625066
1777320796705000,0.16129032,0.15626003
1777320797205000,0.17741935,0.15625088
1777320797705000,0.2,0.15624838
1777320798205000,0.16949153,0.15625112
1777320798705000,0.16949153,0.15625638
1777320799205000,0.17741935,0.15625226
1777320799705000,0.1904762,0.15624243
1777320800205000,0.16393442,0.15623832
1777320800705000,0.16949153,0.15638737
1777320801205000,0.19354838,0.15640634
1777320801705000,0.1875,0.15640292
1777320802205000,0.18333334,0.15639012
1777320802705000,0.1724138,0.15638486
1777320803205000,0.16666667,0.15639354
1777320803705000,0.18965517,0.15639652
1777320804205000,0.18644068,0.15639172
1777320804705000,0.16393442,0.1563851
1777320805205000,0.17460318,0.15638784
1777320805705000,0.15384616,0.15638189
1777320806205000,0.1724138,0.15638828
1777320806705000,0.2,0.15638372
1777320807205000,0.1724138,0.15637365
1777320807705000,0.16393442,0.15637891
1777320808205000,0.17741935,0.15637389
