timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
1777320736989000,0.011735957,0.015178954,-0.0013007699,4000,0,0.007866206,-0.014861001,-9.894491,4000,0,0,1,1
1777320736997000,-0.005041977,0.01224948,-0.001300785,4000,0,0.04018793,-0.048379827,-9.920826,4000,0,0,1,1
1777320737001000,-0.0042430228,0.0021294684,-0.00076816475,4000,0,0.06053865,-0.034014616,-9.941177,4000,0,0,1,1
1777320737005000,-0.0055746026,-0.005593699,-0.0005018533,4000,0,0.066524155,-0.0052841925,-9.936391,4000,0,0,1,1
1777320737013000,-0.0034440837,0.0023957922,0.004291823,4000,0,0.012654608,-0.037605923,-9.911249,4000,0,0,1,1
1777320737017000,0.00534436,0.0034610594,0.0018949864,4000,0,0.047370538,-0.030423313,-9.857382,4000,0,0,1,1
1777320737021000,0.009339102,0.0053252764,-0.004762917,4000,0,0.07969226,-0.029226214,-9.847805,4000,0,0,1,1
1777320737025000,0.010404358,-0.0005336887,-0.0068934686,4000,0,0.022231417,-0.023240708,-9.847805,4000,0,0,1,1
1777320737029000,0.012534876,-0.009055818,-0.00529558,4000,0,-0.05797435,-0.023240708,-9.853788,4000,0,0,1,1
1777320737033000,0.009871749,-0.00665895,-0.0076924,4000,0,-0.054383043,-0.03880302,-9.87414,4000,0,0,1,1
1777320737037000,0.006409633,-0.00026737613,-0.0055618603,4000,0,-0.0005135015,-0.054365333,-9.894491,4000,0,0,1,1
1777320737041000,0.0045454106,0.003993672,3.0776497e-05,4000,0,0.013851711,-0.06753345,-9.8909,4000,0,0,1,1
1777320737045000,0.0040127803,0.001330522,-0.0015671315,4000,0,0.019837216,-0.04000012,-9.869352,4000,0,0,1,1
1777320737049000,0.0037464616,-0.0029305383,-0.0015671334,4000,0,0.05096184,-0.0064812936,-9.856182,4000,0,0,1,1
1777320737057000,-0.0005146015,0.009586315,0.0042918352,4000,0,0.088071965,-0.055562433,-9.871745,4000,0,0,1,1
1777320737061000,-0.0058409283,0.01251579,0.0013623603,4000,0,0.055750243,-0.037605923,-9.924419,4000,0,0,1,1
1777320737069000,0.0066759298,0.012782106,-0.015149261,4000,0,0.03899083,-0.04239432,-9.944771,4000,0,0,1,1
1777320737073000,-0.0015798624,0.011716887,-0.01435028,4000,0,0.059341546,-0.031620413,-9.914843,4000,0,0,1,1
1777320737077000,-0.0005146019,0.005857893,-0.006360818,4000,0,0.07250966,-0.032817516,-9.89928,4000,0,0,1,1
1777320737085000,1.8035063e-05,0.01624423,-0.00689344,4000,0,0.009063307,-0.10703778,-9.856182,4000,0,0,1,1
1777320737089000,-0.00024828772,0.008787371,-0.0050292355,4000,0,0.010260407,-0.07232184,-9.835833,4000,0,0,1,1
1777320737097000,-0.011167239,0.0055915834,0.0040255133,4000,0,-0.049594644,-0.04359142,-9.888506,4000,0,0,1,1
1777320737101000,-0.006107231,0.0026621006,0.0021613063,4000,0,0.001880698,-0.03880302,-9.904068,4000,0,0,1,1
1777320737109000,-0.0055746003,0.003461051,-0.0034313432,4000,0,0.05335604,0.0018984132,-9.896887,4000,0,0,1,1
1777320737113000,-0.010634604,0.0055915825,-0.003963977,4000,0,-0.016075818,-0.0160581,-9.918433,4000,0,0,1,1
1777320737117000,-0.008237758,0.009852633,-0.0039639887,4000,0,-0.008893208,-0.011269698,-9.914843,4000,0,0,1,1
1777320737125000,-0.00823777,0.004526312,-0.0055618575,4000,0,0.01624591,-0.036408816,-9.8849125,4000,0,0,1,1
1777320737129000,-0.003976713,0.00053155515,-0.008757653,4000,0,-0.016075818,-0.02802911,-9.890899,4000,0,0,1,1
1777320737133000,-0.0031777557,-0.0018652839,-0.015149247,4000,0,-0.0017106049,-0.012466797,-9.901672,4000,0,0,1,1
1777320737137000,-0.0061072214,0.0010642195,-0.013817677,4000,0,0.033005327,-0.0160581,-9.911249,4000,0,0,1,1
1777320737141000,-0.0023788004,0.0047926325,-0.0036976598,4000,0,0.05215894,-0.07830735,-9.949556,4000,0,0,1,1
1777320737145000,0.004279099,0.00585789,0.001628664,4000,0,0.06173575,-0.109431975,-9.973501,4000,0,0,1,1
