timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
1777227220821000,0.0,nan,0,66,104088,1024000,0,3,1,187
1777227221821000,400.80664,400.80667,0,66,5763,1024000,0,3,1,187
1777227222821000,704.0293,352.01465,0,66,5458,1024000,0,3,1,187
1777227223821000,1005.2969,335.09897,0,66,6711,1024000,0,3,1,187
1777227224821000,1307.3447,326.83618,0,66,7203,1024000,0,3,1,187
1777227225821000,1610.9414,322.1883,0,66,5841,1024000,0,3,1,187
1777227226821000,1913.5098,318.9183,0,67,5537,1024000,0,3,1,187
1777227227821000,2215.0938,316.44196,0,67,6658,1024000,0,3,1,187
1777227228821000,2520.8115,315.10144,0,69,3520,1024000,0,3,1,187
1777227229821000,2821.4482,313.49423,0,69,5711,1024000,0,3,1,187
1777227230821000,3124.3838,312.4384,0,69,5643,1024000,0,3,1,187
1777227231821000,3425.7188,311.429,0,69,6986,1024000,0,3,1,187
1777227232821000,3728.4395,310.7033,0,69,6800,1024000,0,3,1,187
1777227233821000,4033.003,310.231,0,69,5711,1024000,0,3,1,187
1777227234821000,4335.215,309.65817,0,69,7248,1024000,0,3,1,187
1777227235821000,4640.0693,309.33795,0,69,5502,1024000,0,3,1,187
1777227236821000,4942.005,308.8753,0,70,6815,1024000,0,3,1,187
1777227237821000,5247.7617,308.69186,0,71,3707,1024000,0,3,1,187
1777227238821000,5548.585,308.25473,0,72,6235,1024000,0,3,1,187
1777227239821000,5851.959,307.99783,0,72,5719,1024000,0,3,1,187
1777227240821000,6153.465,307.67325,0,72,6854,1024000,0,3,1,187
1777227241821000,6456.04,307.43048,0,72,6920,1024000,0,3,1,187
1777227242821000,6763.328,307.424,0,73,3122,1024000,0,3,1,187
1777227243821000,7064.1426,307.13663,0,73,5643,1024000,0,3,1,187
1777227244821000,7366.163,306.92346,0,73,6866,1024000,0,3,1,187
1777227245821000,7669.4824,306.7793,0,73,6958,1024000,0,3,1,187
1777227246821000,7973.6387,306.6784,0,73,5711,1024000,0,3,1,187
1777227247821000,8278.91,306.62628,0,73,3111,1024000,0,3,1,187
1777227248821000,8581.705,306.48947,0,73,3002,1024000,0,3,1,187
1777227249821000,8883.696,306.33438,0,73,3477,1024000,0,3,1,187
1777227250821000,9186.353,306.21173,0,73,3806,1024000,0,3,1,187
1777227251821000,9485.872,305.99588,0,73,7195,1024000,0,3,1,187
1777227252821000,9790.033,305.93854,0,73,5763,1024000,0,3,1,187
1777227253821000,10091.483,305.80252,0,74,6658,1024000,0,3,1,187
1777227254821000,10397.569,305.81085,0,76,3520,1024000,0,3,1,187
1777227255821000,10701.332,305.75235,0,76,3002,1024000,0,3,1,187
1777227256821000,11004.158,305.67105,0,76,3002,1024000,0,3,1,187
1777227257821000,11302.648,305.477,0,78,6767,1024000,0,3,1,187
1777227258821000,11605.252,305.40137,0,78,6920,1024000,0,3,1,187
1777227259821000,11909.283,305.3662,0,78,5732,1024000,0,3,1,187
1777227260821000,12212.204,305.3051,0,78,5658,1024000,0,3,1,187
1777227261821000,12514.473,305.23105,0,78,5857,1024000,0,3,1,187
1777227262821000,12819.485,305.22586,0,78,3477,1024000,0,3,1,187
1777227263821000,13121.982,305.16238,0,78,3806,1024000,0,3,1,187
1777227264821000,13421.239,305.02817,0,79,7347,1024000,0,3,1,187
1777227265821000,13725.55,305.0122,0,79,5643,1024000,0,3,1,187
1777227266821000,14030.162,305.0035,0,79,3477,1024000,0,3,1,187
1777227267821000,14329.437,304.88162,0,79,6897,1024000,0,3,1,187
1777227268821000,14636.113,304.919,0,79,3002,1024000,0,3,1,187
1777227269821000,14936.286,304.82217,0,79,5763,1024000,0,3,1,187
1777227270821000,15237.664,304.75327,0,79,6767,1024000,0,3,1,187
1777227271821000,15543.508,304.77466,0,80,3520,1024000,0,3,1,187
1777227272821000,15842.76,304.66846,0,80,7150,1024000,0,3,1,187
1777227273821000,16147.08,304.6619,0,80,5719,1024000,0,3,1,187
1777227274821000,16448.135,304.5951,0,81,6919,1024000,0,3,1,187
1777227275821000,16750.732,304.55878,0,82,6877,1024000,0,3,1,187
1777227276821000,17054.566,304.54584,0,83,5775,1024000,0,3,1,187
1777227277821000,17357.07,304.51,0,84,5972,1024000,0,3,1,187
1777227278821000,17662.078,304.51862,0,84,3477,1024000,0,3,1,187
1777227279821000,17964.766,304.48755,0,84,3378,1024000,0,3,1,187
1777227280821000,18267.223,304.4537,0,84,3520,1024000,0,3,1,187
1777227281821000,18567.922,304.39215,0,84,5711,1024000,0,3,1,187
1777227282821000,18870.879,304.36902,0,84,5654,1024000,0,3,1,187
1777227283821000,19170.73,304.2973,0,96,6877,1024000,0,3,1,187
1777227284821000,19474.031,304.28174,0,96,6800,1024000,0,3,1,187
1777227285821000,19777.3,304.26617,0,96,7129,1024000,0,3,1,187
1777227286821000,20081.46,304.26456,0,96,5763,1024000,0,3,1,187
1777227287821000,20382.71,304.21957,0,96,7018,1024000,0,3,1,187
1777227288821000,20688.96,304.24942,0,96,3477,1024000,0,3,1,187
1777227289821000,20988.715,304.18427,0,96,7372,1024000,0,3,1,187
1777227290821000,21295.719,304.22455,0,96,3149,1024000,0,3,1,187
1777227291821000,21598.559,304.20505,0,96,3477,1024000,0,3,1,187
1777227292821000,21898.41,304.1446,0,96,6877,1024000,0,3,1,187
1777227293821000,22202.893,304.1492,0,96,7154,1024000,0,3,1,187
1777227294821000,22509.445,304.1817,0,96,5992,1024000,0,3,1,187
1777227295821000,22814.086,304.1878,0,96,6118,1024000,0,3,1,187
1777227296821000,23118.047,304.18484,0,96,6986,1024000,0,3,1,187
1777227297821000,23422.205,304.18448,0,99,6757,1024000,0,3,1,187
1777227298821000,23728.469,304.21112,0,100,3806,1024000,0,3,1,187
1777227299821000,24029.719,304.17365,0,100,5643,1024000,0,3,1,187
1777227300821000,24331.73,304.14664,0,101,5877,1024000,0,3,1,187
1777227301821000,24636.555,304.155,0,101,3477,1024000,0,3,1,187
1777227302821000,24939.201,304.1366,0,101,3849,1024000,0,3,1,187
1777227303821000,25239.86,304.0947,0,101,5841,1024000,0,3,1,187
1777227304821000,25542.754,304.0804,0,101,5681,1024000,0,3,1,187
1777227305821000,25847.535,304.08865,0,101,3378,1024000,0,3,1,187
1777227306821000,26149.953,304.0692,0,102,3520,1024000,0,3,1,187
1777227307821000,26453.414,304.06223,0,103,3002,1024000,0,3,1,187
1777227308821000,26755.723,304.0423,0,105,2903,1024000,0,3,1,187
1777227309821000,27054.842,303.987,0,105,6986,1024000,0,3,1,187
1777227310821000,27357.52,303.97244,0,105,6996,1024000,0,3,1,187
1777227311821000,27661.54,303.97296,0,106,5711,1024000,0,3,1,187
1777227312821000,27964.395,303.96082,0,107,5643,1024000,0,3,1,187
1777227313821000,28266.857,303.9447,0,107,5977,1024000,0,3,1,187
1777227314821000,28571.877,303.95615,0,107,3477,1024000,0,3,1,187
1777227315821000,28874.383,303.9409,0,108,3806,1024000,0,3,1,187
1777227316821000,29175.17,303.90802,0,108,5972,1024000,0,3,1,187
1777227317821000,29478.117,303.89813,0,108,5491,1024000,0,3,1,187
1777227318821000,29779.453,303.87198,0,108,6757,1024000,0,3,1,187
1777227319821000,30085.168,303.89056,0,109,3520,1024000,0,3,1,187
1777227320821000,30385.805,303.85806,0,109,5831,1024000,0,3,1,187
1777227321821000,30688.72,303.84872,0,109,5681,1024000,0,3,1,187
1777227322821000,30990.078,303.82428,0,109,6866,1024000,0,3,1,187
1777227323821000,31292.617,303.8118,0,109,6920,1024000,0,3,1,187
1777227324821000,31596.531,303.8128,0,109,5787,1024000,0,3,1,187
1777227325821000,31901.838,303.82703,0,110,3111,1024000,0,3,1,187
1777227326821000,32201.527,303.788,0,111,6024,1024000,0,3,1,187
1777227327821000,32503.273,303.76892,0,111,6953,1024000,0,3,1,187
1777227328821000,32809.07,303.7877,0,111,3806,1024000,0,3,1,187
1777227329821000,33109.766,303.7593,0,112,5972,1024000,0,3,1,187
1777227330821000,33412.766,303.7524,0,112,5611,1024000,0,3,1,187
1777227331821000,33714.125,303.73087,0,112,6757,1024000,0,3,1,187
1777227332821000,34019.9,303.7491,0,112,3520,1024000,0,3,1,187
1777227333821000,34320.703,303.72305,0,112,5711,1024000,0,3,1,187
1777227334821000,34623.438,303.7144,0,112,5643,1024000,0,3,1,187
1777227335821000,34924.438,303.69077,0,113,7018,1024000,0,3,1,187
1777227336821000,35230.39,303.71027,0,114,3477,1024000,0,3,1,187
1777227337821000,35529.652,303.67227,0,115,7249,1024000,0,3,1,187
1777227338821000,35834.2,303.67966,0,116,5681,1024000,0,3,1,187
1777227339821000,36135.137,303.65662,0,116,6972,1024000,0,3,1,187
1777227340821000,36438.14,303.65115,0,117,6831,1024000,0,3,1,187
