timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],estimator_instance,fusion_enabled,innovation_rejected,fused
1777320745509000,1777320745395000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0018691376,0.005312823,-0.00083483756,0.09074975,0.09074974,0.20776968,1.5399163e-06,1.2441287e-05,1.3417814e-07,0,1,0,0
1777320745565000,1777320745447000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0019758104,0.0054837367,-0.00087063015,0.09085383,0.09085383,0.20795736,1.7187285e-06,1.323945e-05,1.4579851e-07,0,1,0,0
1777320745613000,1777320745499000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0013646956,0.0067060897,-0.0013206005,0.09112148,0.091121465,0.20812678,8.1754337e-07,1.9741403e-05,3.3517753e-07,0,1,0,0
1777320745669000,1777320745551000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.00037623197,0.0051595466,0.00046094507,0.09143812,0.09143813,0.20760778,6.1921874e-08,1.1645435e-05,4.0936875e-08,0,1,0,0
1777320745725000,1777320745603000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0004403929,0.0067670317,-4.389882e-05,0.09261136,0.09261131,0.20779176,8.376765e-08,1.9778456e-05,3.7096878e-10,0,1,0,0
1777320745773000,1777320745655000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0009295541,0.008810544,0.0009146407,0.09398185,0.093981706,0.20795226,3.6776075e-07,3.303864e-05,1.6091532e-07,0,1,0,0
1777320745821000,1777320745707000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0016189379,0.009475477,0.0017426834,0.09569031,0.09569016,0.2081159,1.0956011e-06,3.753141e-05,5.8370273e-07,0,1,0,0
1777320745877000,1777320745759000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0035711743,0.0032611848,0.0021679848,0.09424476,0.0942448,0.20760408,5.4128354e-06,4.513915e-06,9.056003e-07,0,1,0,0
1777320745933000,1777320745811000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0043200813,0.0023690565,0.001496315,0.09597686,0.095976986,0.20778818,7.778168e-06,2.3390728e-06,4.310079e-07,0,1,0,0
1777320745981000,1777320745863000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0048684296,0.0013007495,0.0021217167,0.097705655,0.097705826,0.2079488,9.70327e-06,6.926708e-07,8.659212e-07,0,1,0,0
1777320746037000,1777320745915000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.00523086,0.0009724347,0.001744404,0.09806505,0.09806522,0.20744799,1.1160712e-05,3.8571443e-07,5.8673896e-07,0,1,0,0
1777320746085000,1777320745967000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0033153757,-0.0030508612,0.0022701472,0.09332946,0.093329445,0.20760162,4.7109306e-06,3.9892034e-06,9.929727e-07,0,1,0,0
1777320746141000,1777320746019000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0039661685,-0.0031346572,0.0028461963,0.09424664,0.09424661,0.20779087,6.676309e-06,4.170368e-06,1.5594204e-06,0,1,0,0
1777320746189000,1777320746071000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0048252936,-0.0028663613,0.0019606128,0.09512451,0.095124505,0.20795159,9.790729e-06,3.454852e-06,7.394034e-07,0,1,0,0
1777320746245000,1777320746123000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0036094724,-0.0022665726,0.000998497,0.09542933,0.0954293,0.20745467,5.460917e-06,2.1533642e-06,1.9223405e-07,0,1,0,0
1777320746293000,1777320746175000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.00092356664,-0.00033546143,0.0004582405,0.092081085,0.09208109,0.20760839,3.7053226e-07,4.88849e-08,4.0457778e-08,0,1,0,0
1777320746341000,1777320746227000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0010764403,-0.00060988957,0.00057195127,0.09247059,0.09247059,0.20776537,5.012291e-07,1.6090101e-07,6.298032e-08,0,1,0,0
1777320746397000,1777320746279000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.001478592,0.0004971432,0.0013029501,0.09296652,0.09296654,0.20795354,9.4065456e-07,1.0633992e-07,3.2654964e-07,0,1,0,0
1777320746453000,1777320746331000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0025688824,0.0008613047,0.0018670931,0.093231134,0.09323115,0.20745182,2.8313104e-06,3.1828236e-07,6.7216314e-07,0,1,0,0
1777320746501000,1777320746383000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.002190831,0.0008981595,0.0010518059,0.091417104,0.09141711,0.20760566,2.1001497e-06,3.5297134e-07,2.1315329e-07,0,1,0,0
1777320746557000,1777320746435000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0028566662,0.00089244265,-0.001067087,0.0916896,0.09168962,0.20779012,3.5600729e-06,3.4745653e-07,2.1919709e-07,0,1,0,0
1777320746605000,1777320746487000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0026669907,0.0011047375,-0.00061736256,0.09194078,0.0919408,0.20795107,3.0945307e-06,5.3097e-07,7.3312734e-08,0,1,0,0
1777320746653000,1777320746539000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0041165543,0.0017066305,-0.0021058694,0.09220907,0.09220909,0.20811518,7.351129e-06,1.2634708e-06,8.523522e-07,0,1,0,0
1777320746709000,1777320746591000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.004101014,0.00097458286,-0.001440391,0.09107387,0.09107388,0.20760399,7.3866704e-06,4.17161e-07,3.9974688e-07,0,1,0,0
1777320746757000,1777320746643000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0039702053,-0.0007108123,-0.0017134994,0.0912356,0.09123559,0.20776123,6.910693e-06,2.2151623e-07,5.652797e-07,0,1,0,0
1777320746813000,1777320746695000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0037285066,-0.002404033,-0.002479799,0.09143732,0.091437265,0.20794967,6.081439e-06,2.528236e-06,1.1828638e-06,0,1,0,0
1777320746869000,1777320746747000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0029023094,-0.0015811227,-0.0021717548,0.0915888,0.09158879,0.20744456,3.6787903e-06,1.0918146e-06,9.0945144e-07,0,1,0,0
