timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1777320736989000,-0.00547392,-0.004243547,0.00039793024,0.0,0.0,1.2844294e-11,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777320736997000,0.0032536318,-0.0036656675,0.00016109216,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777320737181000,-0.0021903138,0.004806637,0.0014159081,0.0,0.0,5.820766e-11,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777320737381000,0.0011639557,0.0015668233,-0.00417076,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777320737589000,-0.005607097,-0.0064501246,-0.00062097394,0.0,0.0,1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320737789000,-0.0014925353,-0.0015584561,0.0008259912,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320737989000,-0.0022645285,-0.0025208823,-0.0007439038,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320738189000,-0.005371677,-0.0065450296,0.0012502895,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320738389000,-0.0021735805,-0.0044572772,0.0014978969,0.0,0.0,1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320738589000,-0.0010199159,-0.005205488,-0.0002913252,0.0,0.0,-2.3283064e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320738781000,0.0036754431,-0.0033214577,0.0015604993,0.0,0.0,-2.3283064e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320738989000,-1.1641532e-10,-5.820766e-11,-5.820766e-11,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320739189000,-3.2689095e-05,-0.001845259,0.00022387186,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320739389000,-0.0013662531,-0.0062069264,-0.00070316595,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777320739581000,-0.0038807683,-0.003516177,0.0005201527,0.0,0.0,-2.3283064e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
