timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1777316741898000,32767,32767,32767,0,32767,32767
1777316741902000,32767,32767,32767,32767,32767,32767
1777316741906000,32767,32767,32767,32767,32767,32767
1777316741910000,32767,32767,32767,32767,32767,32767
1777316741914000,32767,32767,32767,32767,32767,32767
1777316741918000,32767,32767,32767,32767,32767,32767
1777316741922000,32767,32767,32767,32767,32767,32767
1777316741926000,32767,32767,32767,32767,32767,32767
1777316741930000,32767,32767,32767,32767,32767,32767
1777316741934000,32767,32767,32767,32767,32767,32767
1777316741938000,32767,32767,32767,32767,0,32767
1777316741942000,32767,32767,32767,32767,32767,32767
1777316741946000,32767,32767,32767,32767,-40,32767
1777316741950000,32767,32767,32767,32767,32767,32767
1777316741954000,32767,32767,32767,32767,32767,32767
1777316741958000,32767,32767,32767,32767,32767,32767
1777316741962000,32767,32767,32767,32767,32767,32767
1777316741966000,32767,32767,32767,32767,32767,32767
1777316741970000,32767,32767,32767,32767,32767,32767
1777316741974000,32767,32767,32767,32767,32767,32767
1777316741978000,32767,32767,32767,32767,32767,32767
1777316741982000,32767,32767,32767,32767,32767,32767
1777316741986000,32767,32767,32767,32767,32767,32767
1777316741990000,32767,32767,32767,32767,32767,32767
1777316741994000,32767,32767,32767,0,32767,32767
1777316741998000,32767,32767,32767,0,32767,32767
1777316742002000,32767,32767,32767,32767,32767,32767
1777316742006000,32767,32767,32767,32767,32767,32767
1777316742010000,32767,32767,32767,32767,32767,32767
1777316742014000,32767,32767,32767,32767,32767,32767
1777316742018000,32767,32767,32767,32767,32767,32767
1777316742022000,32767,32767,32767,32767,32767,32767
1777316742026000,32767,32767,32767,32767,32767,32767
1777316742030000,32767,32767,32767,32767,32767,32767
1777316742034000,32767,32767,32767,32767,32767,32767
1777316742038000,32767,32767,32767,32767,32767,32767
1777316742042000,32767,32767,32767,32767,32767,32767
1777316742046000,32767,32767,32767,32767,32767,32767
1777316742050000,32767,32767,32767,32767,32767,32767
1777316742054000,32767,32767,32767,32767,32767,32767
1777316742058000,32767,32767,32767,32767,32767,32767
1777316742062000,32767,32767,32767,32767,32767,32767
1777316742066000,32767,32767,32767,32767,32767,32767
1777316742070000,32767,32767,32767,32767,32767,32767
1777316742074000,32767,32767,32767,32767,0,32767
1777316742078000,32767,32767,32767,32767,0,32767
1777316742082000,32767,32767,32767,32767,32767,32767
1777316742086000,32767,32767,32767,32767,32767,32767
1777316742090000,32767,32767,32767,32767,32767,32767
1777316742094000,32767,32767,32767,0,32767,32767
1777316742098000,32767,32767,32767,0,32767,32767
1777316742102000,32767,32767,32767,32767,32767,32767
1777316742106000,32767,32767,32767,32767,32767,32767
1777316742110000,32767,32767,32767,32767,32767,32767
1777316742114000,32767,32767,32767,32767,32767,32767
1777316742118000,32767,32767,32767,32767,32767,32767
1777316742122000,32767,32767,32767,32767,32767,32767
1777316742126000,32767,32767,32767,32767,32767,32767
1777316742130000,32767,32767,32767,32767,32767,32767
1777316742134000,32767,32767,32767,32767,32767,32767
1777316742138000,32767,32767,32767,32767,32767,32767
1777316742142000,32767,32767,32767,32767,32767,32767
1777316742146000,32767,32767,32767,32767,32767,32767
1777316742150000,32767,32767,32767,32767,32767,32767
1777316742154000,32767,32767,32767,32767,32767,32767
1777316742158000,32767,32767,32767,32767,32767,32767
1777316742162000,32767,32767,32767,32767,32767,32767
1777316742166000,32767,32767,32767,32767,32767,32767
1777316742170000,32767,32767,32767,32767,32767,32767
1777316742174000,32767,32767,32767,32767,32767,32767
1777316742178000,32767,32767,32767,32767,32767,32767
1777316742182000,32767,32767,32767,32767,32767,32767
1777316742186000,32767,32767,32767,32767,32767,32767
1777316742190000,32767,32767,32767,32767,32767,32767
1777316742194000,32767,32767,32767,32767,32767,32767
1777316742198000,32767,32767,32767,-40,32767,32767
1777316742202000,32767,32767,32767,-40,32767,32767
1777316742206000,32767,32767,32767,32767,32767,32767
1777316742210000,32767,32767,32767,32767,0,32767
1777316742214000,32767,32767,32767,32767,0,32767
1777316742218000,32767,32767,32767,32767,32767,32767
1777316742222000,32767,32767,32767,32767,32767,32767
1777316742226000,32767,32767,32767,32767,32767,32767
1777316742230000,32767,32767,32767,32767,32767,32767
1777316742234000,32767,32767,32767,32767,32767,32767
1777316742238000,32767,32767,32767,32767,32767,32767
1777316742242000,32767,32767,32767,32767,32767,32767
1777316742246000,32767,32767,32767,32767,32767,32767
1777316742250000,32767,32767,32767,32767,32767,32767
1777316742254000,32767,32767,32767,32767,32767,32767
1777316742258000,32767,32767,32767,32767,32767,32767
1777316742262000,32767,32767,32767,32767,32767,32767
1777316742266000,32767,32767,32767,32767,32767,32767
1777316742270000,32767,32767,32767,32767,32767,32767
1777316742274000,32767,32767,32767,32767,32767,32767
1777316742278000,32767,32767,32767,32767,32767,32767
1777316742282000,32767,32767,32767,32767,32767,32767
1777316742286000,32767,32767,32767,32767,32767,32767
1777316742290000,32767,32767,32767,32767,32767,32767
1777316742294000,32767,32767,32767,0,32767,32767
1777316742298000,32767,32767,32767,0,32767,32767
1777316742302000,32767,32767,32767,32767,32767,32767
1777316742306000,32767,32767,32767,32767,32767,32767
1777316742310000,32767,32767,32767,32767,32767,32767
1777316742314000,32767,32767,32767,32767,32767,32767
1777316742318000,32767,32767,32767,32767,32767,32767
1777316742322000,32767,32767,32767,32767,32767,32767
1777316742326000,32767,32767,32767,32767,32767,32767
1777316742330000,32767,32767,32767,32767,32767,32767
1777316742334000,32767,32767,32767,32767,32767,32767
1777316742338000,32767,32767,32767,32767,32767,32767
1777316742342000,32767,32767,32767,32767,32767,32767
1777316742346000,32767,32767,32767,32767,32767,32767
1777316742350000,32767,32767,32767,32767,0,32767
1777316742354000,32767,32767,32767,32767,32767,32767
1777316742358000,32767,32767,32767,32767,32767,32767
1777316742362000,32767,32767,32767,32767,32767,32767
1777316742366000,32767,32767,32767,32767,32767,32767
1777316742370000,32767,32767,32767,32767,32767,32767
1777316742374000,32767,32767,32767,32767,32767,32767
1777316742378000,32767,32767,32767,32767,32767,32767
1777316742382000,32767,32767,32767,32767,32767,32767
1777316742386000,32767,32767,32767,32767,32767,32767
1777316742390000,32767,32767,32767,32767,32767,32767
1777316742394000,32767,32767,32767,32767,32767,32767
1777316742398000,32767,32767,32767,-40,32767,32767
1777316742402000,32767,32767,32767,-40,32767,32767
1777316742406000,32767,32767,32767,32767,32767,32767
1777316742410000,32767,32767,32767,32767,32767,32767
1777316742414000,32767,32767,32767,32767,32767,32767
1777316742418000,32767,32767,32767,32767,32767,32767
1777316742422000,32767,32767,32767,32767,32767,32767
1777316742426000,32767,32767,32767,32767,32767,32767
1777316742430000,32767,32767,32767,32767,32767,32767
1777316742434000,32767,32767,32767,32767,32767,32767
1777316742438000,32767,32767,32767,32767,32767,32767
1777316742442000,32767,32767,32767,32767,32767,32767
1777316742446000,32767,32767,32767,32767,32767,32767
1777316742450000,32767,32767,32767,32767,32767,32767
1777316742454000,32767,32767,32767,32767,32767,32767
1777316742458000,32767,32767,32767,32767,32767,32767
1777316742462000,32767,32767,32767,32767,32767,32767
1777316742466000,32767,32767,32767,32767,32767,32767
1777316742470000,32767,32767,32767,32767,32767,32767
1777316742474000,32767,32767,32767,32767,32767,32767
1777316742478000,32767,32767,32767,32767,32767,32767
1777316742482000,32767,32767,32767,32767,0,32767
1777316742486000,32767,32767,32767,32767,0,32767
1777316742490000,32767,32767,32767,32767,32767,32767
1777316742494000,32767,32767,32767,0,32767,32767
1777316742498000,32767,32767,32767,0,32767,32767
1777316742502000,32767,32767,32767,32767,32767,32767
1777316742506000,32767,32767,32767,32767,32767,32767
1777316742510000,32767,32767,32767,32767,32767,32767
1777316742514000,32767,32767,32767,32767,32767,32767
1777316742518000,32767,32767,32767,32767,32767,32767
1777316742522000,32767,32767,32767,32767,32767,32767
1777316742526000,32767,32767,32767,32767,32767,32767
1777316742530000,32767,32767,32767,32767,32767,32767
1777316742534000,32767,32767,32767,32767,32767,32767
1777316742538000,32767,32767,32767,32767,32767,32767
1777316742542000,32767,32767,32767,32767,32767,32767
1777316742546000,32767,32767,32767,32767,32767,32767
1777316742550000,32767,32767,32767,32767,32767,32767
1777316742554000,32767,32767,32767,32767,32767,32767
1777316742558000,32767,32767,32767,32767,32767,32767
1777316742562000,32767,32767,32767,32767,32767,32767
1777316742566000,32767,32767,32767,32767,32767,32767
1777316742570000,32767,32767,32767,32767,32767,32767
1777316742574000,32767,32767,32767,32767,32767,32767
1777316742578000,32767,32767,32767,32767,32767,32767
1777316742582000,32767,32767,32767,32767,32767,32767
1777316742586000,32767,32767,32767,32767,32767,32767
1777316742590000,32767,32767,32767,32767,32767,32767
1777316742594000,32767,32767,32767,0,32767,32767
1777316742598000,32767,32767,32767,32767,32767,32767
1777316742602000,32767,32767,32767,-40,32767,32767
1777316742606000,32767,32767,32767,32767,32767,32767
1777316742610000,32767,32767,32767,32767,32767,32767
1777316742614000,32767,32767,32767,32767,32767,32767
1777316742618000,32767,32767,32767,32767,32767,32767
1777316742622000,32767,32767,32767,32767,0,32767
1777316742626000,32767,32767,32767,32767,32767,32767
1777316742630000,32767,32767,32767,32767,32767,32767
1777316742634000,32767,32767,32767,32767,32767,32767
1777316742638000,32767,32767,32767,32767,32767,32767
1777316742642000,32767,32767,32767,32767,32767,32767
1777316742646000,32767,32767,32767,32767,32767,32767
1777316742650000,32767,32767,32767,32767,32767,32767
1777316742654000,32767,32767,32767,32767,32767,32767
1777316742658000,32767,32767,32767,32767,32767,32767
1777316742662000,32767,32767,32767,32767,32767,32767
1777316742666000,32767,32767,32767,32767,32767,32767
1777316742670000,32767,32767,32767,32767,32767,32767
1777316742674000,32767,32767,32767,32767,32767,32767
1777316742678000,32767,32767,32767,32767,32767,32767
1777316742682000,32767,32767,32767,32767,32767,32767
1777316742686000,32767,32767,32767,32767,32767,32767
1777316742690000,32767,32767,32767,32767,32767,32767
1777316742694000,32767,32767,32767,32767,32767,32767
1777316742698000,32767,32767,32767,-40,32767,32767
1777316742702000,32767,32767,32767,-40,32767,32767
1777316742706000,32767,32767,32767,32767,32767,32767
1777316742710000,32767,32767,32767,32767,32767,32767
1777316742714000,32767,32767,32767,32767,32767,32767
1777316742718000,32767,32767,32767,32767,32767,32767
1777316742722000,32767,32767,32767,32767,32767,32767
1777316742726000,32767,32767,32767,32767,32767,32767
1777316742730000,32767,32767,32767,32767,32767,32767
1777316742734000,32767,32767,32767,32767,32767,32767
1777316742738000,32767,32767,32767,32767,32767,32767
1777316742742000,32767,32767,32767,32767,32767,32767
1777316742746000,32767,32767,32767,32767,32767,32767
1777316742750000,32767,32767,32767,32767,32767,32767
1777316742754000,32767,32767,32767,32767,32767,32767
1777316742758000,32767,32767,32767,32767,0,32767
1777316742762000,32767,32767,32767,32767,32767,32767
1777316742766000,32767,32767,32767,32767,32767,32767
1777316742770000,32767,32767,32767,32767,32767,32767
1777316742774000,32767,32767,32767,32767,32767,32767
1777316742778000,32767,32767,32767,32767,32767,32767
1777316742782000,32767,32767,32767,32767,32767,32767
1777316742786000,32767,32767,32767,32767,32767,32767
1777316742790000,32767,32767,32767,32767,32767,32767
1777316742794000,32767,32767,32767,0,32767,32767
1777316742798000,32767,32767,32767,32767,32767,32767
1777316742802000,32767,32767,32767,-40,32767,32767
1777316742806000,32767,32767,32767,32767,32767,32767
1777316742810000,32767,32767,32767,32767,32767,32767
1777316742814000,32767,32767,32767,32767,32767,32767
1777316742818000,32767,32767,32767,32767,32767,32767
1777316742822000,32767,32767,32767,32767,32767,32767
1777316742826000,32767,32767,32767,32767,32767,32767
1777316742830000,32767,32767,32767,32767,32767,32767
1777316742834000,32767,32767,32767,32767,32767,32767
1777316742838000,32767,32767,32767,32767,32767,32767
1777316742842000,32767,32767,32767,32767,32767,32767
1777316742846000,32767,32767,32767,32767,32767,32767
1777316742850000,32767,32767,32767,32767,32767,32767
1777316742854000,32767,32767,32767,32767,32767,32767
1777316742858000,32767,32767,32767,32767,32767,32767
1777316742862000,32767,32767,32767,32767,32767,32767
1777316742866000,32767,32767,32767,32767,32767,32767
1777316742870000,32767,32767,32767,32767,32767,32767
1777316742874000,32767,32767,32767,32767,32767,32767
1777316742878000,32767,32767,32767,32767,32767,32767
1777316742882000,32767,32767,32767,32767,32767,32767
1777316742886000,32767,32767,32767,32767,32767,32767
1777316742890000,32767,32767,32767,32767,0,32767
1777316742894000,32767,32767,32767,32767,0,32767
1777316742898000,32767,32767,32767,-40,32767,32767
1777316742902000,32767,32767,32767,-40,32767,32767
1777316742906000,32767,32767,32767,32767,32767,32767
1777316742910000,32767,32767,32767,32767,32767,32767
1777316742914000,32767,32767,32767,32767,32767,32767
1777316742918000,32767,32767,32767,32767,32767,32767
1777316742922000,32767,32767,32767,32767,32767,32767
1777316742926000,32767,32767,32767,32767,32767,32767
1777316742930000,32767,32767,32767,32767,32767,32767
1777316742934000,32767,32767,32767,32767,32767,32767
1777316742938000,32767,32767,32767,32767,32767,32767
1777316742942000,32767,32767,32767,32767,32767,32767
1777316742946000,32767,32767,32767,32767,32767,32767
1777316742950000,32767,32767,32767,32767,32767,32767
1777316742954000,32767,32767,32767,32767,32767,32767
1777316742958000,32767,32767,32767,32767,32767,32767
1777316742962000,32767,32767,32767,32767,32767,32767
1777316742966000,32767,32767,32767,32767,32767,32767
1777316742970000,32767,32767,32767,32767,32767,32767
1777316742974000,32767,32767,32767,32767,32767,32767
1777316742978000,32767,32767,32767,32767,32767,32767
1777316742982000,32767,32767,32767,32767,32767,32767
1777316742986000,32767,32767,32767,32767,32767,32767
1777316742990000,32767,32767,32767,32767,32767,32767
1777316742994000,32767,32767,32767,0,32767,32767
1777316742998000,32767,32767,32767,0,32767,32767
1777316743002000,32767,32767,32767,32767,32767,32767
1777316743006000,32767,32767,32767,32767,32767,32767
1777316743010000,32767,32767,32767,32767,32767,32767
1777316743014000,32767,32767,32767,32767,32767,32767
1777316743018000,32767,32767,32767,32767,32767,32767
1777316743022000,32767,32767,32767,32767,32767,32767
1777316743026000,32767,32767,32767,32767,0,32767
1777316743030000,32767,32767,32767,32767,0,32767
1777316743034000,32767,32767,32767,32767,32767,32767
1777316743038000,32767,32767,32767,32767,32767,32767
1777316743042000,32767,32767,32767,32767,32767,32767
1777316743046000,32767,32767,32767,32767,32767,32767
1777316743050000,32767,32767,32767,32767,32767,32767
1777316743054000,32767,32767,32767,32767,32767,32767
1777316743058000,32767,32767,32767,32767,32767,32767
1777316743062000,32767,32767,32767,32767,32767,32767
1777316743066000,32767,32767,32767,32767,32767,32767
1777316743070000,32767,32767,32767,32767,32767,32767
1777316743074000,32767,32767,32767,32767,32767,32767
1777316743078000,32767,32767,32767,32767,32767,32767
1777316743082000,32767,32767,32767,32767,32767,32767
1777316743086000,32767,32767,32767,32767,32767,32767
1777316743090000,32767,32767,32767,32767,32767,32767
1777316743094000,32767,32767,32767,32767,32767,32767
1777316743098000,32767,32767,32767,-40,32767,32767
1777316743102000,32767,32767,32767,-40,32767,32767
1777316743106000,32767,32767,32767,32767,32767,32767
1777316743110000,32767,32767,32767,32767,32767,32767
1777316743114000,32767,32767,32767,32767,32767,32767
1777316743118000,32767,32767,32767,32767,32767,32767
1777316743122000,32767,32767,32767,32767,32767,32767
1777316743126000,32767,32767,32767,32767,32767,32767
1777316743130000,32767,32767,32767,32767,32767,32767
1777316743134000,32767,32767,32767,32767,32767,32767
1777316743138000,32767,32767,32767,32767,32767,32767
1777316743142000,32767,32767,32767,32767,32767,32767
1777316743146000,32767,32767,32767,32767,32767,32767
1777316743150000,32767,32767,32767,32767,32767,32767
1777316743154000,32767,32767,32767,32767,32767,32767
1777316743158000,32767,32767,32767,32767,32767,32767
1777316743162000,32767,32767,32767,32767,0,32767
1777316743166000,32767,32767,32767,32767,0,32767
1777316743170000,32767,32767,32767,32767,32767,32767
1777316743174000,32767,32767,32767,32767,32767,32767
1777316743178000,32767,32767,32767,32767,32767,32767
1777316743182000,32767,32767,32767,32767,32767,32767
1777316743186000,32767,32767,32767,32767,32767,32767
1777316743190000,32767,32767,32767,32767,32767,32767
1777316743194000,32767,32767,32767,0,32767,32767
1777316743198000,32767,32767,32767,32767,32767,32767
1777316743202000,32767,32767,32767,-40,32767,32767
1777316743206000,32767,32767,32767,32767,32767,32767
1777316743210000,32767,32767,32767,32767,32767,32767
1777316743214000,32767,32767,32767,32767,32767,32767
1777316743218000,32767,32767,32767,32767,32767,32767
1777316743222000,32767,32767,32767,32767,32767,32767
1777316743226000,32767,32767,32767,32767,32767,32767
1777316743230000,32767,32767,32767,32767,32767,32767
1777316743234000,32767,32767,32767,32767,32767,32767
1777316743238000,32767,32767,32767,32767,32767,32767
1777316743242000,32767,32767,32767,32767,32767,32767
1777316743246000,32767,32767,32767,32767,32767,32767
1777316743250000,32767,32767,32767,32767,32767,32767
1777316743254000,32767,32767,32767,32767,32767,32767
1777316743258000,32767,32767,32767,32767,32767,32767
1777316743262000,32767,32767,32767,32767,32767,32767
1777316743266000,32767,32767,32767,32767,32767,32767
1777316743270000,32767,32767,32767,32767,32767,32767
1777316743274000,32767,32767,32767,32767,32767,32767
1777316743278000,32767,32767,32767,32767,32767,32767
1777316743282000,32767,32767,32767,32767,32767,32767
1777316743286000,32767,32767,32767,32767,32767,32767
1777316743290000,32767,32767,32767,32767,32767,32767
1777316743294000,32767,32767,32767,32767,32767,32767
1777316743298000,32767,32767,32767,0,0,32767
1777316743302000,32767,32767,32767,32767,32767,32767
1777316743306000,32767,32767,32767,32767,-40,32767
1777316743310000,32767,32767,32767,32767,32767,32767
1777316743314000,32767,32767,32767,32767,32767,32767
1777316743318000,32767,32767,32767,32767,32767,32767
1777316743322000,32767,32767,32767,32767,32767,32767
1777316743326000,32767,32767,32767,32767,32767,32767
1777316743330000,32767,32767,32767,32767,32767,32767
1777316743334000,32767,32767,32767,32767,32767,32767
1777316743338000,32767,32767,32767,32767,32767,32767
1777316743342000,32767,32767,32767,32767,32767,32767
1777316743346000,32767,32767,32767,32767,32767,32767
1777316743350000,32767,32767,32767,32767,32767,32767
1777316743354000,32767,32767,32767,32767,32767,32767
1777316743358000,32767,32767,32767,32767,32767,32767
1777316743362000,32767,32767,32767,32767,32767,32767
1777316743366000,32767,32767,32767,32767,32767,32767
1777316743370000,32767,32767,32767,32767,32767,32767
1777316743374000,32767,32767,32767,32767,32767,32767
1777316743378000,32767,32767,32767,32767,32767,32767
1777316743382000,32767,32767,32767,32767,32767,32767
1777316743386000,32767,32767,32767,32767,32767,32767
1777316743390000,32767,32767,32767,32767,32767,32767
1777316743394000,32767,32767,32767,32767,32767,32767
1777316743398000,32767,32767,32767,-40,32767,32767
1777316743402000,32767,32767,32767,-40,32767,32767
1777316743406000,32767,32767,32767,32767,32767,32767
1777316743410000,32767,32767,32767,32767,32767,32767
1777316743414000,32767,32767,32767,32767,32767,32767
1777316743418000,32767,32767,32767,32767,32767,32767
1777316743422000,32767,32767,32767,32767,32767,32767
1777316743426000,32767,32767,32767,32767,32767,32767
1777316743430000,32767,32767,32767,32767,32767,32767
1777316743434000,32767,32767,32767,32767,0,32767
1777316743438000,32767,32767,32767,32767,32767,32767
1777316743442000,32767,32767,32767,32767,-40,32767
1777316743446000,32767,32767,32767,32767,32767,32767
1777316743450000,32767,32767,32767,32767,32767,32767
1777316743454000,32767,32767,32767,32767,32767,32767
1777316743458000,32767,32767,32767,32767,32767,32767
1777316743462000,32767,32767,32767,32767,32767,32767
1777316743466000,32767,32767,32767,32767,32767,32767
1777316743470000,32767,32767,32767,32767,32767,32767
1777316743474000,32767,32767,32767,32767,32767,32767
1777316743478000,32767,32767,32767,32767,32767,32767
1777316743482000,32767,32767,32767,32767,32767,32767
1777316743486000,32767,32767,32767,32767,32767,32767
1777316743490000,32767,32767,32767,32767,32767,32767
1777316743494000,32767,32767,32767,0,32767,32767
1777316743498000,32767,32767,32767,0,32767,32767
1777316743502000,32767,32767,32767,32767,32767,32767
1777316743506000,32767,32767,32767,32767,32767,32767
1777316743510000,32767,32767,32767,32767,32767,32767
1777316743514000,32767,32767,32767,32767,32767,32767
1777316743518000,32767,32767,32767,32767,32767,32767
1777316743522000,32767,32767,32767,32767,32767,32767
1777316743526000,32767,32767,32767,32767,32767,32767
1777316743530000,32767,32767,32767,32767,32767,32767
1777316743534000,32767,32767,32767,32767,32767,32767
1777316743538000,32767,32767,32767,32767,32767,32767
1777316743542000,32767,32767,32767,32767,32767,32767
1777316743546000,32767,32767,32767,32767,32767,32767
1777316743550000,32767,32767,32767,32767,32767,32767
1777316743554000,32767,32767,32767,32767,32767,32767
1777316743558000,32767,32767,32767,32767,32767,32767
1777316743562000,32767,32767,32767,32767,32767,32767
1777316743566000,32767,32767,32767,32767,32767,32767
1777316743570000,32767,32767,32767,32767,0,32767
1777316743574000,32767,32767,32767,32767,32767,32767
1777316743578000,32767,32767,32767,32767,-40,32767
1777316743582000,32767,32767,32767,32767,32767,32767
