timestamp,time_estimate,safe_time_estimate,valid
1777320737861000,0.0,0.0,0
1777320738869000,0.0,0.0,0
1777320739877000,0.0,0.0,0
1777320740885000,0.0,0.0,0
1777320741893000,0.0,0.0,0
1777320742901000,0.0,0.0,0
1777320743909000,0.0,0.0,0
1777320744917000,0.0,0.0,0
1777320745925000,0.0,0.0,0
1777320746933000,0.0,0.0,0
1777320747941000,0.0,0.0,0
1777320748949000,0.0,0.0,0
1777320749957000,0.0,0.0,0
1777320751005000,0.0,0.0,0
1777320752013000,0.022863833,100.02515,1
1777320753037000,0.007111978,100.00782,1
1777320754045000,0.016228948,100.01785,1
1777320755053000,0.021079578,100.023186,1
1777320756061000,0.018519115,100.02037,1
1777320757073000,0.0,100.0,1
1777320758077000,0.009646621,100.01061,1
1777320759085000,0.0063386634,100.00697,1
1777320760093000,0.033142123,100.03645,1
1777320761101000,0.025998078,100.028595,1
1777320762109000,0.8273831,100.91012,1
1777320763117000,2.5721056,102.829315,1
1777320764125000,4.6387215,105.10259,1
1777320765133000,6.7907114,107.46978,1
1777320766141000,8.977811,109.875595,1
1777320767149000,11.150349,112.26538,1
1777320768157000,12.889636,114.178604,1
1777320769181000,13.619135,114.98105,1
1777320770189000,13.358687,114.69456,1
1777320771229000,13.214537,114.53599,1
1777320772241000,13.658344,115.02418,1
1777320773261000,14.661012,116.12711,1
1777320774269000,36.96112,140.65723,1
1777320775277000,37.150322,140.86536,1
1777320776285000,36.661243,140.32736,1
1777320777293000,14.287636,115.7164,1
1777320778309000,13.325623,114.65819,1
1777320779317000,13.660378,115.02641,1
1777320780333000,14.036416,115.440056,1
1777320781341000,13.828997,115.2119,1
1777320782397000,13.123233,114.435555,1
1777320783437000,14.055229,115.460754,1
1777320784445000,14.360596,115.79665,1
1777320785453000,13.945247,115.33977,1
1777320786461000,13.128491,114.44134,1
1777320787493000,13.924566,115.317024,1
1777320788501000,14.369408,115.80635,1
1777320789509000,14.078716,115.48659,1
1777320790525000,13.291626,114.62079,1
1777320791533000,13.713852,115.085236,1
1777320792565000,14.25747,115.68322,1
1777320793573000,14.024619,115.42708,1
1777320794581000,13.3097105,114.640686,1
1777320795589000,13.596873,114.95656,1
1777320796621000,14.187483,115.60623,1
1777320797629000,13.99664,115.3963,1
1777320798633000,13.29008,114.61909,1
1777320799637000,13.571632,114.928795,1
1777320800677000,14.207584,115.62834,1
1777320801685000,14.053897,115.45929,1
1777320802693000,13.3774805,114.715225,1
1777320803741000,13.480815,114.828896,1
1777320804781000,14.112334,115.52357,1
1777320805789000,13.973431,115.37077,1
1777320806797000,13.321998,114.6542,1
1777320807845000,13.502942,114.85323,1
