timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
1777316742014000,1777316742014000,0,nan,nan,-0.004140073,-0.00017032176,-0.015788408,-6.0214664e-09,6.092829e-09,0.0,-0.017530736,-0.00082853617,-0.056099754,-0.054417863,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.057453472,0.016291311,-0.026639549,0.03931748,0.0,nan,0.10640682,0.9307802,5.891958,3.5977774,3.1351798,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777316742518000,1777316742518000,0,nan,nan,-0.0024660472,9.756816e-05,-0.036821432,-6.0214664e-09,6.092829e-09,0.0,-0.011206928,0.0002879356,-0.020073831,-0.038093355,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.07236823,-0.004284322,-0.018985009,0.018367598,-0.0021516928,nan,0.13273755,0.014199984,1.3738705,0.015411624,0.0066203186,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316743014000,1777316743014000,0,nan,nan,-0.00070358004,-0.00073647837,-0.025535682,-6.0214664e-09,6.092829e-09,0.0,-0.0025080054,-0.0019898042,-0.013707073,-0.00135949,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.02772852,-0.006489395,-0.07532443,0.011370668,-0.0021516928,nan,0.10130411,0.0164659,0.86195797,0.09877588,0.043903895,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316743518000,1777316743518000,0,nan,nan,-0.00022899784,4.4919412e-05,-0.04448725,-6.0214664e-09,6.092829e-09,0.0,0.00079795404,0.0010126835,-0.019071411,-0.019198637,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.0063279,0.06756952,-0.053423453,0.013552134,-0.0021516928,nan,0.09628543,0.026383273,0.69390404,0.14864418,0.073862076,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316744014000,1777316744014000,0,nan,nan,0.0024137725,0.00086425745,-0.05720904,-6.0214664e-09,6.092829e-09,0.0,0.006240908,0.0032484073,-0.019920282,-0.022191659,-1.5053665e-06,1.5232072e-06,0.00052298605,0.04794933,-0.012157466,0.013948417,0.013054005,-0.0021516928,nan,0.09953143,0.013067563,0.6068345,0.065727964,0.0851237,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316744518000,1777316744518000,0,nan,nan,0.0023264908,0.00046022385,-0.0627651,-6.0214664e-09,6.092829e-09,0.0,0.004967629,0.0009859469,-0.018316807,-0.015881378,-1.5053665e-06,1.5232072e-06,0.00052298605,0.023062287,0.0015298463,-0.053631138,0.015012335,-0.0021516928,nan,0.10324078,0.016729543,0.5413006,0.06461695,0.09296751,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316745014000,1777316745014000,0,nan,nan,0.0023830605,-0.001159643,-0.061783556,-6.0214664e-09,6.092829e-09,0.0,0.0066861073,-0.006921643,-0.011282901,-0.0040585333,-1.5053665e-06,1.5232072e-06,0.00052298605,0.015359676,0.0118899895,0.014718621,0.018341651,-0.0021516928,nan,0.10071016,0.019478913,0.48903352,0.062640026,0.08629374,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316745518000,1777316745518000,0,nan,nan,0.002367971,-0.0032947382,-0.061079103,-6.0214664e-09,6.092829e-09,0.0,0.0057100942,-0.00879319,-0.0051964414,0.002837607,-1.5053665e-06,1.5232072e-06,0.00052298605,0.014539196,-0.02101575,0.0016763805,0.015486751,-0.0021516928,nan,0.102667704,0.013395947,0.45919433,0.046226643,0.08698111,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316746014000,1777316746014000,0,nan,nan,0.0019504875,-0.0023274843,-0.057310168,-6.0214664e-09,6.092829e-09,0.0,0.004078579,-0.0045741284,-0.005503589,0.004102321,-1.5053665e-06,1.5232072e-06,0.00052298605,-0.037517708,0.024559425,0.040973533,0.017764019,-0.0021516928,nan,0.09835003,0.016114123,0.43217924,0.049720965,0.08640405,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
1777316746518000,1777316746518000,0,nan,nan,0.00018221576,-0.0009359789,-0.059289377,-6.0214664e-09,6.092829e-09,0.0,-0.00095292676,-0.0030668806,-0.0060126777,-0.00013714637,-1.5053665e-06,1.5232072e-06,0.00052298605,0.01733582,-5.272886e-05,0.013944692,0.016420858,-0.0021516928,nan,0.09721191,0.011689917,0.40621904,0.03929228,0.07919306,inf,inf,inf,inf,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
