timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1777320737513000,1777320737513000,0.9999487,0.0021846814,0.0038164563,0.009138812,1.0,0.0,0.0,0.0,0
1777320737949000,1777320737949000,0.99995774,0.0013471799,0.0021230436,0.008852176,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320738449000,1777320738449000,0.99997795,0.00075329235,0.002268932,0.006204712,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320738949000,1777320738949000,0.9999849,0.00013581658,0.0015966361,0.0052645626,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320739449000,1777320739449000,0.9999853,0.00075322547,0.0025209773,0.004755363,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320739949000,1777320739949000,0.9999882,0.0007986003,0.0027385894,0.0039462433,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320740449000,1777320740449000,0.99998105,0.00070029654,0.0028164107,0.0054455516,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320740949000,1777320740949000,0.9999851,0.0006758125,0.0023356776,0.0048892032,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320741449000,1777320741449000,0.999987,0.00083125767,0.0022268512,0.0045276782,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320741949000,1777320741949000,0.9999905,0.0011766325,0.0018671281,0.0037841597,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320742449000,1777320742449000,0.9999846,0.0012844304,0.002290038,0.004886227,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320742949000,1777320742949000,0.9999874,0.0019432686,0.0021443393,0.004119784,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320743449000,1777320743449000,0.99998766,0.0020520494,0.001819419,0.004150539,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320743949000,1777320743949000,0.999986,0.0018959289,0.001406707,0.0047605596,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320744449000,1777320744449000,0.99998057,0.0021103153,0.0017700591,0.005600076,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320744949000,1777320744949000,0.9999783,0.0022012382,0.0017390045,0.005958218,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320745449000,1777320745449000,0.9999685,0.0023859704,0.0018031031,0.007344081,0.999998,9.549696e-11,1.1641534e-10,-0.0020309163,1
1777320745949000,1777320745949000,0.99988484,0.0019861108,0.001390984,0.0149861025,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320746449000,1777320746449000,0.9999187,0.0018460389,0.0013898155,0.012541875,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320746949000,1777320746949000,0.9999385,0.0017806244,0.0012399375,0.010885141,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320747449000,1777320747449000,0.99994624,0.0018386302,0.0012788774,0.010130338,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320747949000,1777320747949000,0.99994683,0.001708961,0.0010765833,0.010121328,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320748449000,1777320748449000,0.99994177,0.0020294108,0.00079606747,0.0105682025,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320748949000,1777320748949000,0.99993795,0.0020181898,0.0009099997,0.010917403,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320749449000,1777320749449000,0.99994206,0.0019458693,0.00081409886,0.01055285,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320749949000,1777320749949000,0.99995005,0.0018622251,0.0009006691,0.0097865835,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320750449000,1777320750449000,0.99995613,0.0022693882,0.000882896,0.009047498,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320750949000,1777320750949000,0.9999559,0.0022687793,0.0010502224,0.009062767,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
1777320751449000,1777320751449000,0.99995214,0.0021643767,0.00130681,0.009457839,0.999989,1.8007998e-10,1.0004443e-10,0.004708933,2
