timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1777227220525000,2856735839,2115320092,105,-1,1,5,0,0,1,0,0,0,0,0
1777227222189000,2856735839,2115320092,105,-1,1,5,0,0,1,0,0,0,0,0
1777227283457000,2856735839,0,107,-1,1,5,0,0,1,0,0,0,0,0
