timestamp,nav_state,failure
1777227220581000,4,0
1777227221117000,4,0
1777227221629000,4,0
1777227222177000,4,0
1777227222189000,17,0
1777227222693000,17,0
1777227223197000,17,0
1777227223701000,17,0
1777227224205000,17,0
1777227224709000,17,0
1777227225217000,17,0
1777227225721000,17,0
1777227226225000,17,0
1777227226729000,17,0
1777227227233000,17,0
1777227227737000,17,0
1777227228241000,17,0
1777227228745000,17,0
1777227229249000,17,0
1777227229753000,17,0
1777227230261000,17,0
1777227230765000,17,0
1777227231269000,17,0
1777227231773000,17,0
1777227232277000,17,0
1777227232781000,17,0
1777227233045000,4,0
1777227233549000,4,0
1777227234053000,4,0
1777227234557000,4,0
1777227235061000,4,0
1777227235565000,4,0
1777227236069000,4,0
1777227236577000,4,0
1777227237081000,4,0
1777227237585000,4,0
1777227238089000,4,0
1777227238593000,4,0
1777227239097000,4,0
1777227239601000,4,0
1777227240105000,4,0
1777227240609000,4,0
1777227241113000,4,0
1777227241617000,4,0
1777227242121000,4,0
1777227242669000,4,0
1777227243173000,4,0
1777227243677000,4,0
1777227244181000,4,0
1777227244685000,4,0
1777227245189000,4,0
1777227245693000,4,0
1777227246197000,4,0
1777227246701000,4,0
1777227247205000,4,0
1777227247709000,4,0
1777227248213000,4,0
1777227248717000,4,0
1777227249221000,4,0
1777227249725000,4,0
1777227250229000,4,0
1777227250733000,4,0
1777227251237000,4,0
1777227251741000,4,0
1777227252245000,4,0
1777227252749000,4,0
1777227253253000,4,0
1777227253757000,4,0
1777227254261000,4,0
1777227254765000,4,0
1777227255269000,4,0
1777227255773000,4,0
1777227256277000,4,0
1777227256781000,4,0
1777227257285000,4,0
1777227257789000,4,0
1777227258293000,4,0
1777227258797000,4,0
1777227259301000,4,0
1777227259805000,4,0
1777227260309000,4,0
1777227260813000,4,0
1777227261317000,4,0
1777227261821000,4,0
1777227262325000,4,0
1777227262829000,4,0
1777227263333000,4,0
1777227263837000,4,0
1777227264341000,4,0
1777227264845000,4,0
1777227265349000,4,0
1777227265853000,4,0
1777227266357000,4,0
1777227266861000,4,0
1777227267365000,4,0
1777227267869000,4,0
1777227268373000,4,0
1777227268877000,4,0
1777227269381000,4,0
1777227269885000,4,0
1777227270389000,4,0
1777227270893000,4,0
1777227271397000,4,0
1777227271901000,4,0
1777227272405000,4,0
1777227272909000,4,0
1777227273413000,4,0
1777227273917000,4,0
1777227274421000,4,0
1777227274925000,4,0
1777227275429000,4,0
1777227275933000,4,0
1777227276437000,4,0
1777227276941000,4,0
1777227277445000,4,0
1777227277949000,4,0
1777227278453000,4,0
1777227278957000,4,0
1777227279461000,4,0
1777227279965000,4,0
1777227280469000,4,0
1777227280973000,4,0
1777227281477000,4,0
1777227281981000,4,0
1777227282485000,4,0
1777227282989000,4,0
1777227283465000,5,0
1777227283981000,5,0
1777227284485000,5,0
1777227284989000,5,0
1777227285493000,5,0
1777227285997000,5,0
1777227286501000,5,0
1777227287005000,5,0
1777227287509000,5,0
1777227288013000,5,0
1777227288517000,5,0
1777227289021000,5,0
1777227289525000,5,0
1777227290029000,5,0
1777227290533000,5,0
1777227291037000,5,0
1777227291541000,5,0
1777227292045000,5,0
1777227292549000,5,0
1777227293053000,5,0
1777227293557000,5,0
1777227294061000,5,0
1777227294565000,5,0
1777227295069000,5,0
1777227295573000,5,0
1777227296077000,5,0
1777227296581000,5,0
1777227297085000,5,0
1777227297589000,5,0
1777227298093000,5,0
1777227298597000,5,0
1777227299101000,5,0
1777227299605000,5,0
1777227300109000,5,0
1777227300613000,5,0
1777227301117000,5,0
1777227301621000,5,0
1777227302125000,5,0
1777227302629000,5,0
1777227303133000,5,0
1777227303637000,5,0
1777227304141000,5,0
1777227304645000,5,0
1777227305149000,5,0
1777227305653000,5,0
1777227306157000,5,0
1777227306661000,5,0
1777227307165000,5,0
1777227307669000,5,0
1777227308173000,5,0
1777227308677000,5,0
1777227309181000,5,0
1777227309685000,5,0
1777227310189000,5,0
1777227310693000,5,0
1777227311197000,5,0
1777227311701000,5,0
1777227312205000,5,0
1777227312709000,5,0
1777227313213000,5,0
1777227313717000,5,0
1777227314221000,5,0
1777227314725000,5,0
1777227315229000,5,0
1777227315733000,5,0
1777227316237000,5,0
1777227316741000,5,0
1777227317245000,5,0
1777227317749000,5,0
1777227318253000,5,0
1777227318757000,5,0
1777227319261000,5,0
1777227319765000,5,0
1777227320269000,5,0
1777227320773000,5,0
1777227321277000,5,0
1777227321781000,5,0
1777227322285000,5,0
1777227322789000,5,0
1777227323293000,5,0
1777227323797000,5,0
1777227324301000,5,0
1777227324805000,5,0
1777227325309000,5,0
1777227325813000,5,0
1777227326317000,5,0
1777227326821000,5,0
1777227327325000,5,0
1777227327829000,5,0
1777227328333000,5,0
1777227328837000,5,0
1777227329341000,5,0
1777227329845000,5,0
1777227330349000,5,0
1777227330853000,5,0
1777227331357000,5,0
1777227331861000,5,0
1777227332365000,5,0
1777227332869000,5,0
1777227333373000,5,0
1777227333877000,5,0
1777227334381000,5,0
1777227334885000,5,0
1777227335389000,5,0
1777227335893000,5,0
1777227336397000,5,0
1777227336901000,5,0
1777227337405000,5,0
1777227337909000,5,0
1777227338413000,5,0
1777227338917000,5,0
1777227339421000,5,0
1777227339925000,5,0
1777227340429000,5,0
1777227340445000,4,0
1777227340949000,4,0
