timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1777316741446000,-0.0033463005,0,0,0,0,0,0,0,0,0
1777316741866000,-0.0036092922,0,0,0,0,0,0,0,0,0
1777316742370000,-0.0036459893,0,0,0,0,0,0,0,0,0
1777316742874000,-0.0030343095,0,0,0,0,0,0,0,0,0
1777316743378000,-0.0030366546,0,0,0,0,0,0,0,0,0
1777316743882000,-0.002742433,0,0,0,0,0,0,0,0,0
1777316744386000,-0.0026775575,0,0,0,0,0,0,0,0,0
1777316744890000,-0.002828155,0,0,0,0,0,0,0,0,0
1777316745394000,-0.0022285352,0,0,0,0,0,0,0,0,0
1777316745898000,-0.002995369,0,0,0,0,0,0,0,0,0
1777316746402000,-0.0029414129,0,0,0,0,0,0,0,0,0
1777316746906000,-0.00248059,0,0,0,0,0,0,0,0,0
1777316747410000,-0.0025873627,0,0,0,0,0,0,0,0,0
1777316747914000,-0.0026277103,0,0,0,0,0,0,0,0,0
1777316748418000,-0.0024692419,0,0,0,0,0,0,0,0,0
1777316748922000,-0.002444683,0,0,0,0,0,0,0,0,0
1777316749426000,-0.0022694475,0,0,0,0,0,0,0,0,0
1777316749930000,-0.0024421217,0,0,0,0,0,0,0,0,0
1777316750434000,-0.002516055,0,0,0,0,0,0,0,0,0
1777316750938000,-0.0025428375,0,0,0,0,0,0,0,0,0
1777316751442000,-0.0025248837,0,0,0,0,0,0,0,0,0
1777316751946000,-0.0022352904,0,0,0,0,0,0,0,0,0
1777316752450000,-0.002519268,0,0,0,0,0,0,0,0,0
1777316752954000,-0.0019512235,0,0,0,0,0,0,0,0,0
1777316753458000,-0.0019764942,0,0,0,0,0,0,0,0,0
1777316753962000,-0.0022514362,0,0,0,0,0,0,0,0,0
1777316754466000,-0.0019117576,0,0,0,0,0,0,0,0,0
1777316754970000,-0.0016545854,0,0,0,0,0,0,0,0,0
1777316755474000,-0.0010506847,0,0,0,0,0,0,0,0,0
1777316755978000,-0.0008919595,0,0,0,0,0,0,0,0,0
1777316756482000,-0.0009814258,0,0,0,0,0,0,0,0,0
1777316756878000,-0.0011300694,0,0,0,0,0,0,0,0,0
1777316757382000,-0.0010082931,0,0,0,0,0,0,0,0,0
1777316757886000,-0.001047814,0,0,0,0,0,0,0,0,0
1777316758390000,-0.0011487901,0,0,0,0,0,0,0,0,0
1777316758894000,-0.0017719326,0,0,0,0,0,0,0,0,0
1777316759398000,-0.001460551,0,0,0,0,0,0,0,0,0
1777316759902000,-0.0022456958,0,0,0,0,0,0,0,0,0
1777316760406000,-0.0022450837,0,0,0,0,0,0,0,0,0
1777316760910000,-0.0023610955,0,0,0,0,0,0,0,0,0
1777316761414000,-0.0024693292,0,0,0,0,0,0,0,0,0
1777316761918000,-0.0018609593,0,0,0,0,0,0,0,0,0
1777316762422000,-0.0019271775,0,0,0,0,0,0,0,0,0
1777316762926000,-0.0017665701,0,0,0,0,0,0,0,0,0
1777316763430000,-0.0013529543,0,0,0,0,0,0,0,0,0
1777316763934000,-0.0014484725,0,0,0,0,0,0,0,0,0
1777316764438000,-0.0010154607,0,0,0,0,0,0,0,0,0
1777316764942000,-0.0009247312,0,0,0,0,0,0,0,0,0
