timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1777316765446000,-0.0011516243,0,0,0,0,0,0,0,0,0
1777316765950000,-0.0011056965,0,0,0,0,0,0,0,0,0
1777316766454000,-0.0012698285,0,0,0,0,0,0,0,0,0
1777316766958000,-0.0012098127,0,0,0,0,0,0,0,0,0
1777316767462000,-0.0009932516,0,0,0,0,0,0,0,0,0
1777316767966000,-0.0014347396,0,0,0,0,0,0,0,0,0
1777316768470000,-0.0014967297,0,0,0,0,0,0,0,0,0
1777316768974000,-0.0017963226,0,0,0,0,0,0,0,0,0
1777316769478000,-0.002115244,0,0,0,0,0,0,0,0,0
1777316769982000,-0.002453211,0,0,0,0,0,0,0,0,0
1777316770486000,-0.0026317444,0,0,0,0,0,0,0,0,0
1777316770846000,-0.0020511583,0,0,0,0,0,0,0,0,0
1777316770858000,-0.0020511583,0,0,0,0,0,0,0,0,0
1777316771362000,-0.0018345237,0,0,0,0,0,0,0,0,0
1777316771866000,-0.0018656777,0,0,0,0,0,0,0,0,0
1777316772370000,-0.0017643863,0,0,0,0,0,0,0,0,0
1777316772874000,-0.0015591469,0,0,0,0,0,0,0,0,0
1777316773378000,-0.0017267845,0,0,0,0,0,0,0,0,0
1777316773882000,-0.0018950506,0,0,0,0,0,0,0,0,0
1777316774386000,-0.001707337,0,0,0,0,0,0,0,0,0
1777316774890000,-0.0035282222,0,0,0,0,0,0,0,0,0
1777316775394000,-0.007884269,0,0,0,0,0,0,0,0,0
1777316775898000,-0.0076331287,0,0,0,0,0,0,0,0,0
1777316776402000,-0.008671294,0,0,0,0,0,0,0,0,0
1777316776906000,-0.010953657,0,0,0,0,0,0,0,0,0
1777316777410000,-0.0112752365,0,0,0,0,0,0,0,0,0
1777316777914000,-0.011418412,0,0,0,0,0,0,0,0,0
1777316778418000,-0.011395505,0,0,0,0,0,0,0,0,0
1777316778922000,-0.011839894,0,0,0,0,0,0,0,0,0
1777316779426000,-0.012133398,0,0,0,0,0,0,0,0,0
1777316779930000,-0.012076944,0,0,0,0,0,0,0,0,0
1777316780434000,-0.012605074,0,0,0,0,0,0,0,0,0
1777316780938000,-0.014385545,0,0,0,0,0,0,0,0,0
1777316781442000,-0.014628749,0,0,0,0,0,0,0,0,0
1777316781946000,-0.014862562,0,0,0,0,0,0,0,0,0
1777316782162000,-0.01475027,0,0,0,0,0,0,0,0,0
1777316782666000,-0.01974693,0,0,0,0,0,0,0,0,0
1777316783170000,-0.0261494,0,0,0,0,0,0,0,0,0
1777316783602000,-0.025773004,0,0,0,0,0,0,0,0,0
1777316784106000,-0.023882886,0,0,0,0,0,0,0,0,0
1777316784610000,-0.022018926,0,0,0,0,0,0,0,0,0
1777316785114000,-0.019823505,0,0,0,0,0,0,0,0,0
1777316785618000,-0.01946294,0,0,0,0,0,0,0,0,0
1777316786050000,-0.01855119,0,0,0,0,0,0,0,0,0
1777316786062000,-0.01855119,0,0,0,0,0,0,0,0,0
1777316786566000,-0.017047776,0,0,0,0,0,0,0,0,0
1777316787070000,-0.01585142,0,0,0,0,0,0,0,0,0
1777316787574000,-0.014722148,0,0,0,0,0,0,0,0,0
1777316788078000,-0.014342515,0,0,0,0,0,0,0,0,0
1777316788582000,-0.013741977,0,0,0,0,0,0,0,0,0
1777316789086000,-0.012410091,0,0,0,0,0,0,0,0,0
1777316789590000,-0.011095588,0,0,0,0,0,0,0,0,0
1777316790094000,-0.010198481,0,0,0,0,0,0,0,0,0
1777316790598000,-0.009360895,0,0,0,0,0,0,0,0,0
1777316791102000,-0.008825858,0,0,0,0,0,0,0,0,0
1777316791138000,-0.008934205,0,0,0,0,0,0,0,0,0
1777316791642000,-0.008954431,0,0,0,0,0,0,0,0,0
1777316792146000,-0.00797198,0,0,0,0,0,0,0,0,0
1777316792650000,-0.0070699085,0,0,0,0,0,0,0,0,0
1777316793154000,-0.007185863,0,0,0,0,0,0,0,0,0
1777316793658000,-0.0067122453,0,0,0,0,0,0,0,0,0
1777316794162000,-0.0055345376,0,0,0,0,0,0,0,0,0
1777316794594000,-0.0048195925,0,0,0,0,0,0,0,0,0
1777316795098000,-0.0044386857,0,0,0,0,0,0,0,0,0
1777316795602000,-0.0038953682,0,0,0,0,0,0,0,0,0
1777316796106000,-0.0045710285,0,0,0,0,0,0,0,0,0
1777316796610000,-0.0049490733,0,0,0,0,0,0,0,0,0
1777316797114000,-0.004145658,0,0,0,0,0,0,0,0,0
1777316797618000,-0.004731337,0,0,0,0,0,0,0,0,0
1777316798122000,-0.005189189,0,0,0,0,0,0,0,0,0
1777316798626000,-0.0050601866,0,0,0,0,0,0,0,0,0
1777316799130000,-0.0043898583,0,0,0,0,0,0,0,0,0
1777316799634000,-0.0041194987,0,0,0,0,0,0,0,0,0
1777316800138000,-0.0045272126,0,0,0,0,0,0,0,0,0
1777316800318000,-0.0045478377,0,0,0,0,0,0,0,0,0
1777316800822000,-0.0047664205,0,0,0,0,0,0,0,0,0
1777316801326000,-0.0039610667,0,0,0,0,0,0,0,0,0
1777316801830000,-0.004119125,0,0,0,0,0,0,0,0,0
1777316802334000,-0.0035832063,0,0,0,0,0,0,0,0,0
1777316802838000,-0.0034267139,0,0,0,0,0,0,0,0,0
1777316803018000,-0.0034175902,0,0,0,0,0,0,0,0,0
1777316803522000,-0.0038215758,0,0,0,0,0,0,0,0,0
1777316804026000,-0.0028443378,0,0,0,0,0,0,0,0,0
1777316804206000,-0.0031372863,0,0,0,0,0,0,0,0,0
1777316804710000,-0.0042941263,0,0,0,0,0,0,0,0,0
1777316805214000,-0.004859496,0,0,0,0,0,0,0,0,0
1777316805718000,-0.0045306366,0,0,0,0,0,0,0,0,0
1777316806222000,-0.005770794,0,0,0,0,0,0,0,0,0
1777316806726000,-0.004876983,0,0,0,0,0,0,0,0,0
1777316807122000,-0.0048751626,0,0,0,0,0,0,0,0,0
1777316807626000,-0.004460268,0,0,0,0,0,0,0,0,0
1777316808130000,-0.0042511574,0,0,0,0,0,0,0,0,0
1777316808310000,-0.0044567175,0,0,0,0,0,0,0,0,0
1777316808814000,-0.0048011323,0,0,0,0,0,0,0,0,0
1777316809318000,-0.0053351102,0,0,0,0,0,0,0,0,0
1777316809822000,-0.0048730676,0,0,0,0,0,0,0,0,0
1777316810326000,-0.0050628437,0,0,0,0,0,0,0,0,0
1777316810830000,-0.0043761767,0,0,0,0,0,0,0,0,0
1777316811334000,-0.004623332,0,0,0,0,0,0,0,0,0
1777316811442000,-0.0042864312,0,0,0,0,0,0,0,0,0
1777316811946000,-0.0044398946,0,0,0,0,0,0,0,0,0
1777316812450000,-0.0046219975,0,0,0,0,0,0,0,0,0
1777316812630000,-0.0047237906,0,0,0,0,0,0,0,0,0
1777316813134000,-0.0054941284,0,0,0,0,0,0,0,0,0
1777316813638000,-0.005437085,0,0,0,0,0,0,0,0,0
1777316814142000,-0.0053767078,0,0,0,0,0,0,0,0,0
1777316814646000,-0.00504672,0,0,0,0,0,0,0,0,0
1777316815150000,-0.0050323284,0,0,0,0,0,0,0,0,0
1777316815546000,-0.0049370816,0,0,0,0,0,0,0,0,0
1777316816050000,-0.0042131194,0,0,0,0,0,0,0,0,0
1777316816554000,-0.0040841075,0,0,0,0,0,0,0,0,0
1777316817058000,-0.004287061,0,0,0,0,0,0,0,0,0
1777316817562000,-0.0037214425,0,0,0,0,0,0,0,0,0
1777316818066000,-0.0031821702,0,0,0,0,0,0,0,0,0
1777316818570000,-0.0034177983,0,0,0,0,0,0,0,0,0
1777316819074000,-0.0030837182,0,0,0,0,0,0,0,0,0
1777316819578000,-0.0031224857,0,0,0,0,0,0,0,0,0
1777316819758000,-0.0034196759,0,0,0,0,0,0,0,0,0
1777316820262000,-0.0033475712,0,0,0,0,0,0,0,0,0
1777316820766000,-0.002638644,0,0,0,0,0,0,0,0,0
1777316821270000,-0.0033496975,0,0,0,0,0,0,0,0,0
1777316821774000,-0.0027112598,0,0,0,0,0,0,0,0,0
1777316822278000,-0.0027132034,0,0,0,0,0,0,0,0,0
1777316822782000,-0.0028182846,0,0,0,0,0,0,0,0,0
1777316823286000,-0.0024132256,0,0,0,0,0,0,0,0,0
1777316823790000,-0.0021068149,0,0,0,0,0,0,0,0,0
1777316823862000,-0.0018764893,0,0,0,0,0,0,0,0,0
1777316824366000,-0.0020704758,0,0,0,0,0,0,0,0,0
1777316824870000,-0.0019769417,0,0,0,0,0,0,0,0,0
1777316825050000,-0.0022184008,0,0,0,0,0,0,0,0,0
1777316825554000,-0.002907844,0,0,0,0,0,0,0,0,0
1777316826058000,-0.003034604,0,0,0,0,0,0,0,0,0
