timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
1777227219153000,0,0,0,0,0,0
1777227219657000,0,0,0,0,0,0
1777227220161000,0,0,0,0,0,0
1777227220665000,0,0,0,0,0,0
1777227221169000,0,0,0,0,0,0
1777227221673000,0,0,0,0,0,0
1777227222177000,0,0,0,0,0,0
1777227222681000,0,0,0,0,0,0
1777227223185000,0,0,0,0,0,0
1777227223689000,0,0,0,0,0,0
1777227224193000,0,0,0,0,0,0
1777227224697000,0,0,0,0,0,0
1777227225205000,0,0,0,0,0,0
1777227225709000,0,0,0,0,0,0
1777227226213000,0,0,0,0,0,0
1777227226717000,0,0,0,0,0,0
1777227227221000,0,0,0,0,0,0
1777227227725000,0,0,0,0,0,0
1777227228229000,0,0,0,0,0,0
1777227228733000,0,0,0,0,0,0
1777227229237000,0,0,0,0,0,0
1777227229741000,0,0,0,0,0,0
1777227230249000,0,0,0,0,0,0
1777227230753000,0,0,0,0,0,0
1777227231257000,0,0,0,0,0,0
1777227231761000,0,0,0,0,0,0
1777227232265000,0,0,0,0,0,0
1777227232769000,0,0,0,0,0,0
1777227233273000,0,0,0,0,0,0
1777227233777000,0,0,0,0,0,0
1777227234281000,0,0,0,0,0,0
1777227234785000,0,0,0,0,0,0
1777227235289000,0,0,0,0,0,0
1777227235793000,0,0,0,0,0,0
1777227236297000,0,0,0,0,0,0
1777227236805000,0,0,0,0,0,0
1777227237309000,0,0,0,0,0,0
1777227237813000,0,0,0,0,0,0
1777227238317000,0,0,0,0,0,0
1777227238821000,0,0,0,0,0,0
1777227239325000,0,0,0,0,0,0
1777227239829000,0,0,0,0,0,0
1777227240333000,0,0,0,0,0,0
1777227240837000,0,0,0,0,0,0
1777227241341000,0,0,0,0,0,0
1777227241845000,0,0,0,0,0,0
1777227242349000,0,0,0,0,0,0
1777227242853000,0,0,0,0,0,0
1777227243357000,0,0,0,0,0,0
1777227243861000,0,0,0,0,0,0
1777227244365000,0,0,0,0,0,0
1777227244869000,0,0,0,0,0,0
1777227245373000,0,0,0,0,0,0
1777227245877000,0,0,0,0,0,0
1777227246381000,0,0,0,0,0,0
1777227246885000,0,0,0,0,0,0
1777227247389000,0,0,0,0,0,0
1777227247893000,0,0,0,0,0,0
1777227248397000,0,0,0,0,0,0
1777227248901000,0,0,0,0,0,0
1777227249405000,0,0,0,0,0,0
1777227249909000,0,0,0,0,0,0
1777227250413000,0,0,0,0,0,0
1777227250917000,0,0,0,0,0,0
1777227251421000,0,0,0,0,0,0
1777227251925000,0,0,0,0,0,0
1777227252429000,0,0,0,0,0,0
1777227252933000,0,0,0,0,0,0
1777227253437000,0,0,0,0,0,0
1777227253941000,0,0,0,0,0,0
1777227254445000,0,0,0,0,0,0
1777227254953000,0,0,0,0,0,0
1777227255457000,0,0,0,0,0,0
1777227255961000,0,0,0,0,0,0
1777227256465000,0,0,0,0,0,0
1777227256969000,0,0,0,0,0,0
1777227257473000,0,0,0,0,0,0
1777227257977000,0,0,0,0,0,0
1777227258481000,0,0,0,0,0,0
1777227258985000,0,0,0,0,0,0
1777227259489000,0,0,0,0,0,0
1777227259993000,0,0,0,0,0,0
1777227260497000,0,0,0,0,0,0
1777227261001000,0,0,0,0,0,0
1777227261505000,0,0,0,0,0,0
1777227262009000,0,0,0,0,0,0
1777227262513000,0,0,0,0,0,0
1777227263017000,0,0,0,0,0,0
1777227263521000,0,0,0,0,0,0
1777227264025000,0,0,0,0,0,0
1777227264529000,0,0,0,0,0,0
1777227265033000,0,0,0,0,0,0
1777227265537000,0,0,0,0,0,0
1777227266041000,0,0,0,0,0,0
1777227266545000,0,0,0,0,0,0
1777227267049000,0,0,0,0,0,0
1777227267553000,0,0,0,0,0,0
1777227268057000,0,0,0,0,0,0
1777227268561000,0,0,0,0,0,0
1777227269065000,0,0,0,0,0,0
1777227269569000,0,0,0,0,0,0
1777227270073000,0,0,0,0,0,0
1777227270577000,0,0,0,0,0,0
1777227271081000,0,0,0,0,0,0
1777227271585000,0,0,0,0,0,0
1777227272089000,0,0,0,0,0,0
1777227272593000,0,0,0,0,0,0
1777227273097000,0,0,0,0,0,0
1777227273601000,0,0,0,0,0,0
1777227274105000,0,0,0,0,0,0
1777227274609000,0,0,0,0,0,0
1777227275113000,0,0,0,0,0,0
1777227275617000,0,0,0,0,0,0
1777227276121000,0,0,0,0,0,0
1777227276625000,0,0,0,0,0,0
1777227277129000,0,0,0,0,0,0
1777227277633000,0,0,0,0,0,0
1777227278137000,0,0,0,0,0,0
1777227278641000,0,0,0,0,0,0
1777227279145000,0,0,0,0,0,0
1777227279649000,0,0,0,0,0,0
1777227280153000,0,0,0,0,0,0
1777227280657000,0,0,0,0,0,0
1777227281161000,0,0,0,0,0,0
1777227281665000,0,0,0,0,0,0
1777227282169000,0,0,0,0,0,0
1777227282673000,0,0,0,0,0,0
1777227283177000,0,0,0,0,0,0
1777227283681000,0,0,0,0,0,0
1777227284185000,0,0,0,0,0,0
1777227284689000,0,0,0,0,0,0
1777227285193000,0,0,0,0,0,0
1777227285697000,0,0,0,0,0,0
1777227286201000,0,0,0,0,0,0
1777227286705000,0,0,0,0,0,0
1777227287209000,0,0,0,0,0,0
1777227287713000,0,0,0,0,0,0
1777227288217000,0,0,0,0,0,0
1777227288721000,0,0,0,0,0,0
1777227289225000,0,0,0,0,0,0
1777227289729000,0,0,0,0,0,0
