timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1777320751237000,1777320751237000,47.39774210325094,8.545594104542555,488.02255,488.02203,0.02802166,2.6211448,2.686801,nan,2,2,0,0
1777320751245000,1777320751245000,47.39774210299375,8.54559410464002,488.02252,488.022,0.02802166,2.621147,2.6868033,nan,2,2,0,0
1777320752237000,1777320752237000,47.39774195291334,8.545594017478885,488.0136,488.0122,0.02802166,2.4863818,2.5857618,nan,2,2,0,0
1777320753237000,1777320753237000,47.39774196845849,8.545594025961073,488.00372,488.00137,0.02802166,2.483645,2.5836384,nan,2,2,0,0
1777320754237000,1777320754237000,47.39774197676282,8.545594030187878,487.99966,487.99744,0.02802166,2.4831378,2.5831304,nan,2,2,0,0
1777320755237000,1777320755237000,47.397741995432014,8.545594002967723,487.99844,487.99667,0.02802166,2.482942,2.5829043,nan,2,2,0,0
1777320756237000,1777320756237000,47.39774195717166,8.54559396903162,487.9967,487.99487,0.02802166,2.4829721,2.5828998,nan,2,2,0,0
1777320757237000,1777320757237000,47.397741950382404,8.545593948151476,487.99634,487.9953,0.02802166,2.483009,2.582934,nan,2,2,0,0
1777320758237000,1777320758237000,47.39774195725125,8.545593924335243,488.00052,488.0002,0.02802166,2.4830396,2.5829813,nan,2,2,0,0
1777320759237000,1777320759237000,47.397741935007026,8.545594022049524,487.9988,487.9981,0.02802166,2.482927,2.582903,nan,2,2,0,0
1777320760237000,1777320760237000,47.397741907890875,8.54559408995056,487.9975,487.99646,0.02802166,2.4829495,2.5829375,nan,2,2,0,0
1777320761237000,1777320761237000,47.397741974084546,8.54559383038763,488.04413,488.04218,0.02802166,2.4829736,2.5829577,nan,2,2,0,0
1777320762237000,1777320762237000,47.397742022171684,8.545593025168051,488.69424,488.6839,0.02802166,2.4830081,2.582998,nan,2,2,0,0
1777320763237000,1777320763237000,47.397741905462965,8.545592883168172,489.95428,489.93317,0.02802166,2.4830372,2.5830238,nan,2,2,0,0
1777320764237000,1777320764237000,47.397741682993235,8.545593260920247,491.40314,491.37466,0.02802166,2.4829662,2.5829346,nan,2,2,0,0
1777320765237000,1777320765237000,47.39774167140891,8.545594048348562,492.9063,492.87207,0.02802166,2.4830635,2.5829544,nan,2,2,0,0
