timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1777320737269000,1777320737269000,1310988,1310988,-1.1645756e-05,1.4909448e-05,-9.464307e-06,0.00021342415,-7.380921e-05,-0.0395636,4000,4000,0,0,1,1
1777320737769000,1777320737769000,1310988,1310988,-1.2711017e-05,1.0611369e-06,5.658213e-05,0.00011286769,-5.9443995e-05,-0.03939122,4000,4000,0,0,1,1
1777320738269000,1777320738269000,1310988,1310988,2.8834307e-05,1.7039984e-05,-1.15947905e-05,0.00019905897,-0.00010253964,-0.039477408,4000,4000,0,0,1,1
1777320738769000,1777320738769000,1310988,1310988,-3.1236398e-06,1.4909453e-05,1.1883452e-06,0.00022778938,-0.00027492217,-0.039644998,4000,4000,0,0,1,1
1777320739269000,1777320739269000,1310988,1310988,-2.762474e-05,4.1541065e-05,-3.0726812e-06,0.00014159811,-0.0001647889,-0.039515715,4000,4000,0,0,1,1
1777320739769000,1777320739769000,1310988,1310988,1.2855321e-05,-5.3305857e-06,1.7167293e-05,0.00034271108,-0.00024619175,-0.03945346,4000,4000,0,0,1,1
1777320740269000,1777320740269000,1310988,1310988,-1.590679e-05,1.4909564e-05,-2.5443293e-05,4.5830042e-05,-4.50788e-05,-0.039573174,4000,4000,0,0,1,1
1777320740769000,1777320740769000,1310988,1310988,-5.42563e-05,1.27789635e-05,-1.5856038e-05,9.8502474e-05,-0.00012648165,-0.03949177,4000,4000,0,0,1,1
1777320741269000,1777320741269000,1310988,1310988,-6.319344e-06,5.5389533e-05,-5.203171e-06,2.7344079e-06,-0.0001647889,-0.039400794,4000,4000,0,0,1,1
1777320741769000,1777320741769000,1310988,1310988,-1.910258e-05,4.260639e-05,2.1428337e-05,0.0003858067,-0.00014084687,-0.039573174,4000,4000,0,0,1,1
1777320742269000,1777320742269000,1310988,1310988,-3.4016375e-05,3.088844e-05,-4.9944312e-05,0.00014159811,-0.00016000048,-0.039520506,4000,4000,0,0,1,1
1777320742769000,1777320742769000,1310988,1310988,-2.1233247e-05,2.130101e-05,4.912521e-05,0.00040974873,-0.00016000048,-0.039601903,4000,4000,0,0,1,1
1777320743269000,1777320743269000,1310988,1310988,1.498582e-05,-5.330589e-06,1.2906256e-05,0.00011286769,2.6747284e-05,-0.03989879,4000,4000,0,0,1,1
1777320743769000,1777320743769000,1310988,1310988,-1.803745e-05,5.538944e-05,3.6342106e-05,0.00033792265,-0.00042815114,-0.039621063,4000,4000,0,0,1,1
1777320744269000,1777320744269000,1310988,1310988,-1.3776339e-05,3.19537e-05,-2.2247445e-05,3.625323e-05,-0.00024140335,-0.039448675,4000,4000,0,0,1,1
1777320744769000,1777320744769000,1310988,1310988,3.7356403e-05,-1.278745e-05,-3.5030633e-05,0.00015117493,-0.0001887309,-0.039573174,4000,4000,0,0,1,1
1777320745269000,1777320745269000,1310988,1310988,-9.931532e-07,3.3018954e-05,3.3188714e-06,0.00016554014,-0.00011211644,-0.03954445,4000,4000,0,0,1,1
1777320745769000,1777320745769000,1310988,1310988,-2.1233174e-05,2.0235813e-05,1.5036731e-05,0.00040017194,-0.00019351928,-0.039755136,4000,4000,0,0,1,1
1777320746269000,1777320746269000,1310988,1310988,-3.5081608e-05,3.191523e-06,1.3971437e-05,1.2311206e-05,-2.1136771e-05,-0.039635427,4000,4000,0,0,1,1
1777320746769000,1777320746769000,1310988,1310988,-2.442894e-05,1.38442165e-05,-1.692115e-05,0.0001176561,-6.90208e-05,-0.03949177,4000,4000,0,0,1,1
1777320747269000,1777320747269000,1310988,1310988,2.8834314e-05,-8.526316e-06,-6.2685854e-06,0.00013680971,-0.0004377279,-0.03959233,4000,4000,0,0,1,1
1777320747769000,1777320747769000,1310988,1310988,-3.6146834e-05,1.0648323e-05,-1.1594828e-05,0.00019427056,-0.00014563526,-0.039520506,4000,4000,0,0,1,1
1777320748269000,1777320748269000,1310988,1310988,-2.0582793e-06,-9.5915675e-06,-4.6748595e-05,0.00031398065,-7.8597615e-05,-0.039673734,4000,4000,0,0,1,1
