timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
1777320737205000,1777320737205000,0,nan,nan,-0.001842696,0.00089610135,-0.008454075,1.7840765e-08,8.028467e-09,0.0,-0.011313559,0.0038430642,-0.042342704,-0.040667873,4.460191e-06,2.0071166e-06,0.00063274056,-0.0042605023,-0.009789779,-0.13846903,0.018154198,0.0,nan,0.10380731,1.108569,7.1304455,6.99359,3.1533184,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737213000,1777320737213000,0,nan,nan,-0.0019250121,0.0009199755,-0.008772652,1.7840765e-08,8.028467e-09,0.0,-0.011543495,0.0036311946,-0.043747827,-0.042111702,4.460191e-06,2.0071166e-06,0.00063274056,-0.04051427,-0.017507827,-0.19213277,0.018110875,0.0,nan,0.103856124,1.1591634,7.13426,6.9945664,3.1533208,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737221000,1777320737221000,0,nan,nan,-0.002011759,0.00094367354,-0.009102792,1.7840765e-08,8.028467e-09,0.0,-0.012332529,0.003663556,-0.044807892,-0.043209497,4.460191e-06,2.0071166e-06,0.00063274056,-0.10960863,-0.0063092518,-0.08866749,0.01805593,0.0,nan,0.103909686,1.2110355,7.138187,6.995571,3.153323,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737229000,1777320737229000,0,nan,nan,-0.002105035,0.0009679222,-0.009438157,1.7840765e-08,8.028467e-09,0.0,-0.013008505,0.0038246303,-0.045049068,-0.043487445,4.460191e-06,2.0071166e-06,0.00063274056,-0.07438584,0.039685003,-0.02883002,0.01801286,0.0,nan,0.103959374,1.264017,7.142225,6.9966044,3.1533253,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737237000,1777320737237000,0,nan,nan,-0.0022035765,0.0009940491,-0.009776838,1.7840765e-08,8.028467e-09,0.0,-0.013602847,0.0039624227,-0.04553969,-0.044013906,4.460191e-06,2.0071166e-06,0.00063274056,-0.073246524,0.008443235,-0.07806252,0.017914504,0.0,nan,0.10400319,1.3179634,7.1463733,6.997659,3.1533275,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737245000,1777320737245000,0,nan,nan,-0.0023079203,0.0010217491,-0.010121534,1.7840765e-08,8.028467e-09,0.0,-0.014382971,0.0041881637,-0.046277482,-0.044786636,4.460191e-06,2.0071166e-06,0.00063274056,-0.096445054,0.026405808,-0.08141528,0.017866202,0.0,nan,0.10404634,1.3727509,7.150632,6.9987345,3.1533298,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737253000,1777320737253000,0,nan,nan,-0.002416592,0.0010506223,-0.01047158,1.7840765e-08,8.028467e-09,0.0,-0.014543499,0.004175295,-0.046723425,-0.045266632,4.460191e-06,2.0071166e-06,0.00063274056,-0.0022106394,-0.009477658,-0.046292316,0.017891448,0.0,nan,0.104090035,1.4282733,7.1549997,6.9998336,3.153332,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737261000,1777320737261000,0,nan,nan,-0.0025271075,0.0010798806,-0.010825051,1.7840765e-08,8.028467e-09,0.0,-0.014876209,0.0042722747,-0.047062203,-0.0456386,4.460191e-06,2.0071166e-06,0.00063274056,-0.049893565,0.0145210475,-0.05424581,0.017896758,0.0,nan,0.10413248,1.4844393,7.1594763,7.0009594,3.1533344,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737269000,1777320737269000,0,nan,nan,-0.0026400283,0.0011104748,-0.011183457,1.7840765e-08,8.028467e-09,0.0,-0.015023221,0.004460327,-0.047751214,-0.046359956,4.460191e-06,2.0071166e-06,0.00063274056,-0.013421387,0.02679107,-0.08436478,0.017866846,0.0,nan,0.10417346,1.54117,7.164061,7.002116,3.1533365,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737277000,1777320737277000,0,nan,nan,-0.0027548245,0.001142416,-0.01154782,1.7840765e-08,8.028467e-09,0.0,-0.015321912,0.004541696,-0.048439533,-0.0470798,4.460191e-06,2.0071166e-06,0.00063274056,-0.042673454,0.00868304,-0.09263213,0.017829802,0.0,nan,0.10421244,1.5983976,7.168753,7.0033007,3.153339,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737285000,1777320737285000,0,nan,nan,-0.002872932,0.0011750185,-0.011919515,1.7840765e-08,8.028467e-09,0.0,-0.015718298,0.0045489077,-0.049462583,-0.04813358,4.460191e-06,2.0071166e-06,0.00063274056,-0.037502848,-0.007456314,-0.13943109,0.017851414,0.0,nan,0.104250476,1.656063,7.1735525,7.004512,3.1533413,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737293000,1777320737293000,0,nan,nan,-0.0029087383,0.0011804503,-0.011750128,1.7840765e-08,8.028467e-09,0.0,-0.015437211,0.004679158,-0.048879787,-0.046897806,4.460191e-06,2.0071166e-06,0.00063274056,-0.017745692,0.051246803,-0.08184555,0.017876454,0.0,nan,0.12085536,0.7071196,7.0710707,0.001953125,0.001,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737301000,1777320737301000,0,nan,nan,-0.0029426382,0.0011878959,-0.011580248,1.7840765e-08,8.028467e-09,0.0,-0.015298781,0.004890897,-0.0481972,-0.045583688,4.460191e-06,2.0071166e-06,0.00063274056,-0.02404634,0.01845706,-0.092728056,0.017858775,0.0,nan,0.12068127,0.7071196,7.0710707,0.014232747,0.0038981198,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737309000,1777320737309000,0,nan,nan,-0.0030048534,0.0011982925,-0.011508249,1.7840765e-08,8.028467e-09,0.0,-0.015321856,0.004818317,-0.047783945,-0.044656843,4.460191e-06,2.0071166e-06,0.00063274056,-0.059562236,0.012640972,-0.11884234,0.017771851,0.0,nan,0.117568515,0.01413804,5.7735043,0.02742861,0.0061137415,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737317000,1777320737317000,0,nan,nan,-0.003066299,0.0012085923,-0.011436003,1.7840765e-08,8.028467e-09,0.0,-0.015320687,0.0048992857,-0.04767172,-0.04404802,4.460191e-06,2.0071166e-06,0.00063274056,-0.031971183,0.032117967,-0.15845893,0.017775428,0.0,nan,0.117483996,0.014140005,5.7735043,0.040768936,0.0082184905,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737325000,1777320737325000,0,nan,nan,-0.0031261193,0.0012197478,-0.011365798,1.7840765e-08,8.028467e-09,0.0,-0.01526549,0.005023917,-0.047706887,-0.04360318,4.460191e-06,2.0071166e-06,0.00063274056,-0.036706425,0.027992163,-0.14407653,0.017810807,0.0,nan,0.11739666,0.0141509725,5.7735043,0.054215357,0.010281536,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737333000,1777320737333000,0,nan,nan,-0.0031834603,0.0012322001,-0.011296816,1.7840765e-08,8.028467e-09,0.0,-0.014958282,0.0052193822,-0.047626343,-0.04305884,4.460191e-06,2.0071166e-06,0.00063274056,0.0049245716,0.028251342,-0.15275738,0.017816434,0.0,nan,0.117305845,0.014180392,5.7735043,0.067676604,0.012321139,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737341000,1777320737341000,0,nan,nan,-0.0032386486,0.0012455556,-0.011229042,1.7840765e-08,8.028467e-09,0.0,-0.015047641,0.005364911,-0.047420092,-0.042404618,4.460191e-06,2.0071166e-06,0.00063274056,-0.05312673,0.043680586,-0.09839422,0.017822815,0.0,nan,0.117213145,0.0142406775,5.7735043,0.08118059,0.014349364,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737349000,1777320737349000,0,nan,nan,-0.0032931922,0.0012603834,-0.01116024,1.7840765e-08,8.028467e-09,0.0,-0.015113054,0.0054742405,-0.047056623,-0.041608628,4.460191e-06,2.0071166e-06,0.00063274056,-0.059031066,0.0038509641,-0.105712555,0.017860623,0.0,nan,0.117115326,0.014346981,5.7735043,0.0948015,0.016369538,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737357000,1777320737357000,0,nan,nan,-0.0033469982,0.0012743936,-0.011089967,1.7840765e-08,8.028467e-09,0.0,-0.01504112,0.0053490316,-0.04651276,-0.040647328,4.460191e-06,2.0071166e-06,0.00063274056,-0.0184707,0.01461666,-0.05089305,0.01787598,0.0,nan,0.11701058,0.014516881,5.7735043,0.10848249,0.01838503,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737365000,1777320737365000,0,nan,nan,-0.0034005102,0.0012896179,-0.011016848,1.7840765e-08,8.028467e-09,0.0,-0.015347311,0.005769444,-0.0461011,-0.039832957,4.460191e-06,2.0071166e-06,0.00063274056,-0.076081894,0.0735544,-0.10647158,0.017888999,0.0,nan,0.11689617,0.014769511,5.7735043,0.12227921,0.020397194,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737373000,1777320737373000,0,nan,nan,-0.003454553,0.0013081064,-0.010943625,1.7840765e-08,8.028467e-09,0.0,-0.015445935,0.006111099,-0.045923594,-0.039267108,4.460191e-06,2.0071166e-06,0.00063274056,-0.05397001,0.04398127,-0.09120441,0.017921302,0.0,nan,0.11677432,0.015124779,5.7735043,0.13610311,0.022406101,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737381000,1777320737381000,0,nan,nan,-0.003509173,0.001329552,-0.010868936,1.7840765e-08,8.028467e-09,0.0,-0.01566043,0.0065832245,-0.045300867,-0.038270064,4.460191e-06,2.0071166e-06,0.00063274056,-0.05387417,0.073401205,-0.044384968,0.018087676,0.0,nan,0.11664507,0.015601784,5.7735043,0.14996497,0.024413522,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737389000,1777320737389000,0,nan,nan,-0.0035639922,0.0013530519,-0.0107930135,1.7840765e-08,8.028467e-09,0.0,-0.01569839,0.0065122233,-0.04518531,-0.03779388,4.460191e-06,2.0071166e-06,0.00063274056,-0.033632405,-0.025158226,-0.13595167,0.018105071,0.0,nan,0.11650826,0.016217753,5.7735043,0.16392691,0.02641961,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1777320737397000,1777320737397000,0,nan,nan,-0.003617529,0.001374883,-0.010719704,1.7840765e-08,8.028467e-09,0.0,-0.0154835135,0.006308689,-0.045129485,-0.037390783,4.460191e-06,2.0071166e-06,0.00063274056,0.004599438,-0.0067717405,-0.09065959,0.018164035,0.0,nan,0.11636578,0.016987288,5.7735043,0.17799552,0.028424572,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
