timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777320737565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320738565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320739565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320740565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320741565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320742565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320743565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320744565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320745565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320746565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320747565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320748565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320749565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320750565000,0,1,1,1,1,1,1,0,0,0,1,1
1777320751245000,0,1,1,1,0,0,1,0,0,0,1,1
1777320751269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320752269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320753269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320754269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320755269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320756269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320757269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320758269000,0,1,1,1,1,1,1,0,0,0,1,1
1777320758877000,0,1,0,0,1,1,1,0,0,0,1,0
1777320758989000,0,0,0,0,1,0,1,0,0,0,1,0
1777320759989000,0,0,0,0,1,0,0,0,0,0,1,0
1777320760989000,0,0,0,0,1,0,0,0,0,0,1,0
1777320761085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320762085000,0,0,0,0,0,0,0,1,0,0,1,0
1777320763085000,0,0,0,0,0,0,0,1,0,0,1,0
1777320764085000,0,0,0,0,0,0,0,1,0,0,1,0
1777320765085000,0,0,0,0,0,0,0,1,0,0,1,0
1777320766085000,0,0,0,0,0,0,0,1,0,0,1,0
1777320767085000,0,0,0,0,0,0,0,1,0,0,1,0
1777320768085000,0,0,0,0,0,0,0,1,0,0,1,0
1777320769085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320770085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320771085000,0,0,0,0,0,0,0,0,0,1,1,0
1777320772085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320773085000,0,0,0,0,0,0,0,0,1,1,1,0
1777320774085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320775085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320776085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320777085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320778085000,0,0,0,0,0,0,0,0,1,1,1,0
1777320779085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320780085000,0,0,0,0,0,0,0,0,0,1,1,0
1777320781085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320782085000,0,0,0,0,0,0,0,0,1,1,1,0
1777320783085000,0,0,0,0,0,0,0,0,1,1,1,0
1777320784085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320785085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320786085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320787085000,0,0,0,0,0,0,0,0,1,1,1,0
1777320788085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320789085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320790085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320791085000,0,0,0,0,0,0,0,0,1,1,1,0
1777320792085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320793085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320794085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320795085000,0,0,0,0,0,0,0,0,1,1,1,0
1777320796085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320797085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320798085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320799085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320800085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320801085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320802085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320803085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320804085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320805085000,0,0,0,0,0,0,0,0,0,0,1,0
1777320806085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320807085000,0,0,0,0,0,0,0,0,1,0,1,0
1777320808085000,0,0,0,0,0,0,0,0,1,1,1,0
