timestamp,time_estimate,safe_time_estimate,valid
1777227220429000,0.0,0.0,0
1777227222445000,0.0,0.0,0
1777227224461000,0.01010544,100.011116,1
1777227226477000,0.5409238,100.59502,1
1777227228493000,2.326601,102.55926,1
1777227230517000,4.314148,104.74556,1
1777227232533000,6.3368487,106.970535,1
1777227234557000,8.45596,109.30156,1
1777227236565000,27.749853,130.52484,1
1777227238589000,29.488028,132.43683,1
1777227240605000,31.047241,134.15196,1
1777227242613000,31.713842,134.88522,1
1777227244629000,32.761784,136.03796,1
1777227246645000,34.85675,138.34242,1
1777227248661000,36.78795,140.46674,1
1777227250677000,38.797207,142.67693,1
1777227252693000,40.318073,144.34988,1
1777227254709000,40.74799,144.82278,1
1777227256725000,40.91213,145.00334,1
1777227258749000,40.978058,145.07587,1
1777227260765000,40.97692,145.07462,1
1777227262781000,40.977177,145.07489,1
1777227264797000,40.979942,145.07794,1
1777227266813000,40.973106,145.07042,1
1777227268829000,40.96468,145.06116,1
1777227270837000,40.969517,145.06647,1
1777227272853000,40.972126,145.06934,1
1777227274869000,40.974873,145.07236,1
1777227276885000,40.975346,145.07288,1
1777227278901000,40.971275,145.0684,1
1777227280925000,40.972073,145.06927,1
1777227282941000,40.972965,145.07027,1
1777227284989000,40.423965,144.46637,1
1777227287005000,38.42522,142.26775,1
1777227289021000,36.877388,140.56512,1
1777227291037000,36.298725,139.9286,1
1777227293053000,35.692886,139.26218,1
1777227295069000,33.756187,137.1318,1
1777227297085000,31.886631,135.07529,1
1777227299101000,29.950262,132.94528,1
1777227301117000,27.93288,130.72617,1
1777227303133000,25.91585,128.50743,1
1777227305149000,23.895449,126.284996,1
1777227307165000,21.884893,124.07338,1
1777227309181000,20.542635,122.5969,1
1777227311197000,19.187765,121.106544,1
1777227313213000,17.194275,118.913704,1
1777227315229000,15.186849,116.705536,1
1777227317245000,13.177693,114.49546,1
1777227319261000,11.171346,112.28848,1
1777227321277000,9.161397,110.07754,1
1777227323293000,7.146708,107.86138,1
1777227325309000,5.306783,105.83746,1
1777227327325000,3.9689941,104.36589,1
1777227329341000,2.9972534,103.29698,1
1777227331357000,2.0764973,102.28415,1
1777227333373000,1.1461996,101.26082,1
1777227335389000,0.20505778,100.22556,1
1777227337405000,0.17936198,100.197296,1
1777227339421000,0.0,0.0,0
