timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
1777320736989000,1777320736909000,0.9999491,0.0024836971,0.00263043,0.009427972,-0.0020325629,0.0017976281,-0.013139941,-0.00011284679,7.471505e-05,-0.0011243871,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.4296388e-08,0.0026210865,0.0026210675,0.0009652832,25.02957,25.02958,10.000332,101.061356,101.061356,100.424446,9.999997e-07,1.0000003e-06,9.859577e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320736997000,1777320736917000,0.9999492,0.0024661424,0.002630836,0.009410565,-0.0022659458,0.0016822674,-0.013949417,-0.00013004083,8.863463e-05,-0.0012327445,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.4243957e-08,0.0026323376,0.0026323197,0.0009354032,25.032412,25.032421,10.000347,101.16303,101.16303,100.465096,9.999995e-07,1.0000003e-06,9.842197e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737005000,1777320736925000,0.99994934,0.0024809125,0.0026475396,0.009387787,-0.002752517,0.0016168478,-0.015140362,-0.00015011468,0.000101831094,-0.0013491036,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.4886256e-08,0.0026440886,0.0026440718,0.00090790936,25.035404,25.035414,10.000362,101.26919,101.26919,100.50753,9.999994e-07,1.0000003e-06,9.823527e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737013000,1777320736933000,0.9999492,0.0025096848,0.0026557816,0.00939318,-0.002819214,0.0016095059,-0.016012475,-0.0001724016,0.00011473651,-0.001473715,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.5654192e-08,0.0026563394,0.002656324,0.00088257133,25.038519,25.038528,10.000378,101.37979,101.37979,100.55174,9.999993e-07,1.0000003e-06,9.803535e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737021000,1777320736941000,0.9999489,0.0025149733,0.0026744076,0.009417836,-0.0031294788,0.0014988374,-0.016773663,-0.00019619637,0.00012716989,-0.0016048595,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.631909e-08,0.002669091,0.0026690764,0.00085918815,25.041767,25.041777,10.000393,101.49482,101.49482,100.59772,9.999992e-07,1.0000003e-06,9.78219e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737029000,1777320736949000,0.9999488,0.0025296356,0.002710217,0.009422802,-0.0035746954,0.0014120454,-0.01773516,-0.00022301306,0.00013881341,-0.0017428948,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.7409887e-08,0.0026823424,0.0026823287,0.0008375835,25.045162,25.045172,10.000408,101.61426,101.61426,100.645454,9.999991e-07,1.0000003e-06,9.75946e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737037000,1777320736957000,0.9999487,0.0025329178,0.0027128696,0.009437303,-0.003943716,0.0013912104,-0.018706322,-0.0002530867,0.00015002643,-0.0018886607,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.792849e-08,0.002696094,0.002696081,0.0008176021,25.048697,25.048706,10.000423,101.73808,101.73808,100.69494,9.99999e-07,1.0000003e-06,9.735321e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737045000,1777320736965000,0.9999487,0.0025057124,0.0027243304,0.009435931,-0.00409759,0.0016253943,-0.019629486,-0.00028525194,0.00016209285,-0.002042004,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.8203876e-08,0.0027103466,0.0027103338,0.00079910643,25.05237,25.05238,10.000439,101.86628,101.86628,100.74617,9.999989e-07,1.0000003e-06,9.709745e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737053000,1777320736973000,0.99994856,0.0024787239,0.0027181688,0.009453156,-0.004167143,0.0018311245,-0.020079166,-0.00031831086,0.00017591893,-0.0022008386,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.8284306e-08,0.002725099,0.0027250869,0.0007819743,25.056162,25.056171,10.000454,101.99882,101.99882,100.79914,9.999987e-07,1.0000003e-06,9.68271e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777320737061000,1777320736981000,0.9999484,0.0024823507,0.0027394793,0.009463442,-0.0046423697,0.002244152,-0.021052346,-0.0003535489,0.00019222005,-0.0023653647,0.0,0.0,0.0,0.0,0.0,0.0,0.22153799,0.012497217,0.4243818,0.0,0.0,0.0,0.0,0.0,3.9231473e-08,0.0027403513,0.0027403396,0.00076609635,25.060122,25.060131,10.000469,102.1357,102.1357,100.853836,9.999986e-07,1.0000003e-06,9.654194e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
