timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
1777320736989000,1777320736989000,0.0,0.0,0.0
1777320736993000,1777320736993000,0.0,0.0,0.0
1777320737005000,1777320737005000,0.0,0.0,0.0
1777320737025000,1777320737025000,0.0,0.0,0.0
1777320737049000,1777320737049000,0.0,0.0,0.0
1777320737069000,1777320737069000,0.0,0.0,0.0
1777320737089000,1777320737089000,0.0,0.0,0.0
1777320737109000,1777320737109000,0.0,0.0,0.0
1777320737129000,1777320737129000,0.0,0.0,0.0
1777320737145000,1777320737145000,0.0,0.0,0.0
1777320737169000,1777320737169000,0.0,0.0,0.0
1777320737189000,1777320737189000,0.0,0.0,0.0
1777320737205000,1777320737205000,0.0,0.0,0.0
1777320737229000,1777320737229000,0.0,0.0,0.0
1777320737249000,1777320737249000,0.0,0.0,0.0
1777320737269000,1777320737269000,0.0,0.0,0.0
1777320737289000,1777320737289000,0.0,0.0,0.0
1777320737309000,1777320737309000,0.0,0.0,0.0
1777320737329000,1777320737329000,0.0,0.0,0.0
1777320737345000,1777320737345000,0.0,0.0,0.0
1777320737369000,1777320737369000,0.0,0.0,0.0
1777320737385000,1777320737385000,0.0,0.0,0.0
1777320737409000,1777320737409000,0.0,0.0,0.0
1777320737429000,1777320737429000,0.0,0.0,0.0
1777320737449000,1777320737449000,0.0,0.0,0.0
1777320737469000,1777320737469000,0.0,0.0,0.0
1777320737489000,1777320737489000,0.0,0.0,0.0
1777320737509000,1777320737509000,0.0,0.0,0.0
1777320737529000,1777320737529000,0.0,0.0,-0.001
1777320737549000,1777320737549000,0.0,0.0,-0.001
1777320737569000,1777320737569000,0.0,0.0,-0.001
1777320737589000,1777320737589000,0.0,0.0,-0.001
1777320737609000,1777320737609000,0.0,0.0,-0.001
1777320737629000,1777320737629000,0.0,0.0,-0.001
1777320737649000,1777320737649000,0.0,0.0,-0.001
1777320737669000,1777320737669000,0.0,0.0,-0.001
1777320737689000,1777320737689000,0.0,0.0,-0.001
