timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777227219893000,0,1,1,1,1,1,1,0,0,0,1,1
1777227220893000,0,1,1,1,1,1,1,0,0,0,1,1
1777227221893000,0,1,1,1,1,1,1,0,0,0,1,1
1777227222893000,0,1,1,1,1,1,1,0,0,0,1,1
1777227223013000,0,1,0,0,1,1,1,0,0,0,1,0
1777227223125000,0,0,0,0,1,0,1,0,0,0,1,0
1777227224125000,0,0,0,0,1,0,0,0,0,0,1,0
1777227225125000,0,0,0,0,1,0,0,0,0,0,1,0
1777227225213000,0,0,0,0,0,0,0,0,0,0,1,0
1777227226213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227227213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227228213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227229213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227230213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227231213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227232213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227233213000,0,0,0,0,0,0,0,1,0,0,1,0
1777227234213000,0,0,0,0,0,0,0,1,1,0,1,0
1777227235213000,0,0,0,0,0,0,0,1,1,0,1,0
1777227236213000,0,0,0,0,0,0,0,1,1,0,1,0
1777227237213000,0,0,0,0,0,0,0,1,1,0,1,0
1777227238213000,0,0,0,0,0,0,0,1,1,0,1,0
1777227239213000,0,0,0,0,0,0,0,1,1,0,1,0
1777227240213000,0,0,0,0,0,0,0,1,1,0,1,0
1777227241213000,0,0,0,0,0,0,0,0,1,0,1,0
1777227242213000,0,0,0,0,0,0,0,0,0,0,1,0
1777227243213000,0,0,0,0,0,0,0,0,1,1,1,0
1777227244213000,0,0,0,0,0,0,0,0,1,0,1,0
1777227245213000,0,0,0,0,0,0,0,0,1,0,1,0
1777227246213000,0,0,0,0,0,0,0,0,1,0,1,0
1777227247213000,0,0,0,0,0,0,0,0,1,0,1,0
1777227248213000,0,0,0,0,0,0,0,0,1,0,1,0
1777227249213000,0,0,0,0,0,0,0,0,1,0,1,0
