timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1777316750302000,47.3977419,8.545593799999999,487.98303,0.0,0.0,0.0,0.0,1,1,0,0
1777316750314000,47.3977419,8.545593799999999,487.98303,0.0,0.0,0.0,0.0,1,1,0,0
1777316750326000,47.3977419,8.545593799999999,487.98303,0.0,0.0,0.0,0.0,1,1,0,0
1777316750338000,47.3977419,8.5455939,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750350000,47.3977419,8.5455939,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750362000,47.3977419,8.5455939,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750374000,47.3977419,8.5455939,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750386000,47.3977418,8.545594099999999,487.99603,0.0,0.0,0.0,0.0,1,1,0,0
1777316750398000,47.3977418,8.545594099999999,487.99603,0.0,0.0,0.0,0.0,1,1,0,0
1777316750410000,47.3977418,8.545594099999999,487.99603,0.0,0.0,0.0,0.0,1,1,0,0
1777316750422000,47.3977418,8.545594099999999,487.99603,0.0,0.0,0.0,0.0,1,1,0,0
1777316750434000,47.3977418,8.545594099999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777316750446000,47.3977418,8.545594099999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777316750458000,47.3977418,8.545594099999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777316750470000,47.3977418,8.545594099999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777316750482000,47.3977418,8.545594099999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777316750494000,47.3977419,8.545594,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750506000,47.3977419,8.545594,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750518000,47.3977419,8.545594,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750530000,47.3977419,8.545594,487.98102,0.0,0.0,0.0,0.0,1,1,0,0
1777316750542000,47.397742,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777316750554000,47.397742,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777316750566000,47.397742,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777316750578000,47.397742,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777316750590000,47.397742,8.545594099999999,487.99203,0.0,0.0,0.0,0.0,1,1,0,0
1777316750602000,47.397742,8.545594099999999,487.99203,0.0,0.0,0.0,0.0,1,1,0,0
1777316750614000,47.397742,8.545594099999999,487.99203,0.0,0.0,0.0,0.0,1,1,0,0
1777316750626000,47.397742,8.545594099999999,487.99203,0.0,0.0,0.0,0.0,1,1,0,0
