timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_variance,test_ratio,estimator_instance,fusion_enabled,innovation_rejected,fused
1777320736957000,1777320736876078,0,0,-0.00076293945,12.25,6.275135e-06,112.52987,1.39971085e-14,0,0,0,0
1777320737013000,1777320736926164,0,0,-0.08175659,12.25,0.080282874,112.80174,2.2855463e-06,0,0,0,0
1777320737061000,1777320736976172,0,0,-0.083099365,12.25,0.080734,113.103836,2.305131e-06,0,0,0,0
1777320737109000,1777320737026259,0,0,-0.06607056,12.25,0.06423152,62.56928,2.6375171e-06,0,0,0,0
1777320737157000,1777320737076266,0,0,-0.098968506,12.25,0.09582267,62.801197,5.848286e-06,0,0,0,0
1777320737213000,1777320737126350,0,0,-0.05316162,12.25,0.048245095,63.147667,1.4743786e-06,0,0,0,0
1777320737261000,1777320737176356,0,0,-0.17266846,12.25,0.16597588,63.5081,1.7350854e-05,0,0,0,0
1777320737309000,1777320737226424,0,0,-0.013549805,12.25,0.022641443,62.250042,3.2940375e-07,0,0,0,0
1777320737357000,1777320737276430,0,0,0.13345337,12.25,-0.12753277,45.58335,1.427241e-05,0,0,0,0
1777320737461000,1777320737376494,0,0,-0.19311523,12.25,0.19792435,45.58335,3.437575e-05,0,0,0,0
1777320737509000,1777320737426552,0,0,-0.032562256,12.25,0.03871305,45.58334,1.3151297e-06,0,0,0,0
1777320737557000,1777320737476556,1777320737477000,0,-0.12176514,12.25,0.12631781,37.250004,1.7134162e-05,0,0,0,0
1777320737613000,1777320737526607,1777320737533000,0,0.020874023,12.25,-0.01641673,37.250004,2.8940565e-07,0,1,0,1
1777320737661000,1777320737576607,1777320737581000,0,-0.016693115,12.25,0.0320473,20.471478,2.0067523e-06,0,1,0,1
1777320737709000,1777320737626655,1777320737629000,0,0.0020751953,12.25,0.00031699706,17.169682,2.3410368e-10,0,1,0,1
1777320737757000,1777320737676655,1777320737677000,0,0.18048096,12.25,-0.17830366,15.760034,8.069067e-05,0,1,0,1
1777320737813000,1777320737726694,1777320737733000,0,0.025543213,12.25,0.016135681,14.978296,6.953e-07,0,1,0,1
1777320737861000,1777320737776697,1777320737781000,0,0.2180481,12.25,-0.1794987,14.481349,8.899663e-05,0,1,0,1
1777320737909000,1777320737826729,1777320737829000,0,0.053741455,12.25,0.012268551,14.137548,4.2586547e-07,0,1,0,1
1777320737957000,1777320737876732,1777320737877000,0,0.020874023,12.25,0.04334548,13.885557,5.412331e-06,0,1,0,1
1777320738013000,1777320737926762,1777320737933000,0,0.011474609,12.25,0.047393613,13.692941,6.5614963e-06,0,1,0,1
1777320738061000,1777320737976762,1777320737981000,0,0.17111206,12.25,-0.117477864,13.540924,4.076841e-05,0,1,0,1
1777320738109000,1777320738026789,1777320738029000,0,0.0020751953,12.25,0.06254844,13.417902,1.166295e-05,0,1,0,1
1777320738157000,1777320738076792,1777320738077000,0,-0.13406372,12.25,0.19307852,13.316297,0.00011198103,0,1,0,1
1777320738213000,1777320738126815,1777320738133000,0,-0.007293701,12.25,0.050548695,13.230994,7.724803e-06,0,1,0,1
1777320738261000,1777320738176815,1777320738181000,0,-0.007293701,12.25,0.046537742,13.158344,6.58369e-06,0,1,0,1
1777320738357000,1777320738276838,1777320738277000,0,-0.14346313,12.25,0.17913622,13.095823,9.801533e-05,0,1,0,1
