timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
1777316742598000,0.0,0.0,0.017720744,0.0,0.9999607,0.0,0.0,0.0088602565,0.0,0.0,-0.001,0,0
1777316742606000,0.0,0.0,0.017681409,0.0,0.9999609,0.0,0.0,0.008840589,0.0,0.0,-0.001,0,0
1777316742654000,0.0,0.0,0.017308133,0.0,0.99996257,0.0,0.0,0.008653959,0.0,0.0,-0.001,0,0
1777316742702000,0.0,0.0,0.016945599,0.0,0.9999641,0.0,0.0,0.008472699,0.0,0.0,-0.001,0,0
1777316742758000,0.0,0.0,0.015703518,0.0,0.9999692,0.0,0.0,0.007851679,0.0,0.0,-0.001,0,0
1777316742798000,0.0,0.0,0.015254408,0.0,0.9999709,0.0,0.0,0.00762713,0.0,0.0,-0.001,0,0
1777316742854000,0.0,0.0,0.014272086,0.0,0.99997455,0.0,0.0,0.007135984,0.0,0.0,-0.001,0,0
1777316742902000,0.0,0.0,0.012892722,0.0,0.9999792,0.0,0.0,0.0064463173,0.0,0.0,-0.001,0,0
1777316742958000,0.0,0.0,0.011887613,0.0,0.99998236,0.0,0.0,0.005943771,0.0,0.0,-0.001,0,0
1777316743006000,0.0,0.0,0.011417349,0.0,0.9999837,0.0,0.0,0.0057086437,0.0,0.0,-0.001,0,0
1777316743054000,0.0,0.0,0.011269098,0.0,0.99998415,0.0,0.0,0.0056345193,0.0,0.0,-0.001,0,0
1777316743102000,0.0,0.0,0.011261949,0.0,0.99998415,0.0,0.0,0.005630945,0.0,0.0,-0.001,0,0
1777316743150000,0.0,0.0,0.011445755,0.0,0.9999836,0.0,0.0,0.005722847,0.0,0.0,-0.001,0,0
1777316743198000,0.0,0.0,0.011930941,0.0,0.9999822,0.0,0.0,0.0059654354,0.0,0.0,-0.001,0,0
1777316743254000,0.0,0.0,0.01246499,0.0,0.99998057,0.0,0.0,0.0062324544,0.0,0.0,-0.001,0,0
1777316743302000,0.0,0.0,0.0128346635,0.0,0.9999794,0.0,0.0,0.006417288,0.0,0.0,-0.001,0,0
1777316743358000,0.0,0.0,0.012918876,0.0,0.99997914,0.0,0.0,0.0064593926,0.0,0.0,-0.001,0,0
1777316743398000,0.0,0.0,0.013090592,0.0,0.9999786,0.0,0.0,0.00654525,0.0,0.0,-0.001,0,0
1777316743454000,0.0,0.0,0.013190057,0.0,0.99997824,0.0,0.0,0.006594981,0.0,0.0,-0.001,0,0
1777316743502000,0.0,0.0,0.013414752,0.0,0.9999775,0.0,0.0,0.0067073265,0.0,0.0,-0.001,0,0
1777316743558000,0.0,0.0,0.0134036075,0.0,0.9999775,0.0,0.0,0.006701754,0.0,0.0,-0.001,0,0
1777316743598000,0.0,0.0,0.013054513,0.0,0.9999787,0.0,0.0,0.006527211,0.0,0.0,-0.001,0,0
1777316743654000,0.0,0.0,0.012690023,0.0,0.99997985,0.0,0.0,0.006344969,0.0,0.0,-0.001,0,0
1777316743702000,0.0,0.0,0.012496591,0.0,0.99998045,0.0,0.0,0.006248255,0.0,0.0,-0.001,0,0
1777316743758000,0.0,0.0,0.012173899,0.0,0.99998146,0.0,0.0,0.0060869125,0.0,0.0,-0.001,0,0
1777316743798000,0.0,0.0,0.011959007,0.0,0.9999821,0.0,0.0,0.0059794686,0.0,0.0,-0.001,0,0
1777316743854000,0.0,0.0,0.01231367,0.0,0.99998105,0.0,0.0,0.006156796,0.0,0.0,-0.001,0,0
1777316743902000,0.0,0.0,0.012502133,0.0,0.99998045,0.0,0.0,0.0062510255,0.0,0.0,-0.001,0,0
1777316743958000,0.0,0.0,0.01273681,0.0,0.99997973,0.0,0.0,0.0063683623,0.0,0.0,-0.001,0,0
1777316743998000,0.0,0.0,0.01289037,0.0,0.9999792,0.0,0.0,0.006445141,0.0,0.0,-0.001,0,0
1777316744054000,0.0,0.0,0.013227875,0.0,0.9999781,0.0,0.0,0.0066138906,0.0,0.0,-0.001,0,0
1777316744102000,0.0,0.0,0.013253192,0.0,0.99997807,0.0,0.0,0.006626548,0.0,0.0,-0.001,0,0
1777316744150000,0.0,0.0,0.013128864,0.0,0.9999784,0.0,0.0,0.006564385,0.0,0.0,-0.001,0,0
1777316744206000,0.0,0.0,0.012882763,0.0,0.99997926,0.0,0.0,0.0064413366,0.0,0.0,-0.001,0,0
1777316744254000,0.0,0.0,0.012893446,0.0,0.99997926,0.0,0.0,0.006446678,0.0,0.0,-0.001,0,0
1777316744302000,0.0,0.0,0.013089992,0.0,0.9999786,0.0,0.0,0.00654495,0.0,0.0,-0.001,0,0
1777316744350000,0.0,0.0,0.013560066,0.0,0.999977,0.0,0.0,0.0067799813,0.0,0.0,-0.001,0,0
1777316744398000,0.0,0.0,0.014127297,0.0,0.999975,0.0,0.0,0.0070635905,0.0,0.0,-0.001,0,0
1777316744454000,0.0,0.0,0.014420549,0.0,0.999974,0.0,0.0,0.007210212,0.0,0.0,-0.001,0,0
1777316744502000,0.0,0.0,0.014912216,0.0,0.9999722,0.0,0.0,0.007456039,0.0,0.0,-0.001,0,0
1777316744558000,0.0,0.0,0.01546293,0.0,0.99997014,0.0,0.0,0.0077313893,0.0,0.0,-0.001,0,0
1777316744598000,0.0,0.0,0.015791304,0.0,0.9999688,0.0,0.0,0.007895572,0.0,0.0,-0.001,0,0
1777316744654000,0.0,0.0,0.01587852,0.0,0.99996847,0.0,0.0,0.007939178,0.0,0.0,-0.001,0,0
1777316744702000,0.0,0.0,0.016196966,0.0,0.9999672,0.0,0.0,0.008098395,0.0,0.0,-0.001,0,0
1777316744758000,0.0,0.0,0.016418561,0.0,0.9999663,0.0,0.0,0.0082091885,0.0,0.0,-0.001,0,0
1777316744798000,0.0,0.0,0.016703216,0.0,0.99996513,0.0,0.0,0.008351511,0.0,0.0,-0.001,0,0
1777316744854000,0.0,0.0,0.017282378,0.0,0.9999627,0.0,0.0,0.008641082,0.0,0.0,-0.001,0,0
1777316744902000,0.0,0.0,0.017695693,0.0,0.9999609,0.0,0.0,0.008847731,0.0,0.0,-0.001,0,0
1777316744958000,0.0,0.0,0.017967287,0.0,0.99995965,0.0,0.0,0.0089835245,0.0,0.0,-0.001,0,0
1777316744998000,0.0,0.0,0.018270677,0.0,0.9999583,0.0,0.0,0.009135212,0.0,0.0,-0.001,0,0
1777316745054000,0.0,0.0,0.018045077,0.0,0.9999593,0.0,0.0,0.0090224175,0.0,0.0,-0.001,0,0
1777316745102000,0.0,0.0,0.017927013,0.0,0.9999598,0.0,0.0,0.008963387,0.0,0.0,-0.001,0,0
1777316745150000,0.0,0.0,0.017924804,0.0,0.9999598,0.0,0.0,0.008962283,0.0,0.0,-0.001,0,0
1777316745198000,0.0,0.0,0.017539592,0.0,0.99996156,0.0,0.0,0.008769685,0.0,0.0,-0.001,0,0
1777316745254000,0.0,0.0,0.017573927,0.0,0.99996144,0.0,0.0,0.008786851,0.0,0.0,-0.001,0,0
1777316745302000,0.0,0.0,0.017158953,0.0,0.9999632,0.0,0.0,0.008579372,0.0,0.0,-0.001,0,0
1777316745350000,0.0,0.0,0.016690586,0.0,0.9999652,0.0,0.0,0.008345197,0.0,0.0,-0.001,0,0
1777316745398000,0.0,0.0,0.01620762,0.0,0.99996716,0.0,0.0,0.008103723,0.0,0.0,-0.001,0,0
1777316745454000,0.0,0.0,0.015729705,0.0,0.99996907,0.0,0.0,0.007864772,0.0,0.0,-0.001,0,0
1777316745502000,0.0,0.0,0.015578979,0.0,0.99996966,0.0,0.0,0.0077894107,0.0,0.0,-0.001,0,0
1777316745550000,0.0,0.0,0.015343108,0.0,0.9999706,0.0,0.0,0.0076714796,0.0,0.0,-0.001,0,0
1777316745598000,0.0,0.0,0.015220007,0.0,0.99997103,0.0,0.0,0.00760993,0.0,0.0,-0.001,0,0
1777316745654000,0.0,0.0,0.014832931,0.0,0.9999725,0.0,0.0,0.0074163983,0.0,0.0,-0.001,0,0
1777316745702000,0.0,0.0,0.014830916,0.0,0.9999725,0.0,0.0,0.007415391,0.0,0.0,-0.001,0,0
1777316745758000,0.0,0.0,0.014967636,0.0,0.999972,0.0,0.0,0.0074837483,0.0,0.0,-0.001,0,0
1777316745798000,0.0,0.0,0.01516713,0.0,0.9999713,0.0,0.0,0.007583493,0.0,0.0,-0.001,0,0
1777316745854000,0.0,0.0,0.015494423,0.0,0.99996996,0.0,0.0,0.0077471347,0.0,0.0,-0.001,0,0
1777316745902000,0.0,0.0,0.016079724,0.0,0.9999677,0.0,0.0,0.008039775,0.0,0.0,-0.001,0,0
1777316745950000,0.0,0.0,0.016701747,0.0,0.99996513,0.0,0.0,0.0083507765,0.0,0.0,-0.001,0,0
1777316745998000,0.0,0.0,0.017464552,0.0,0.9999619,0.0,0.0,0.008732166,0.0,0.0,-0.001,0,0
1777316746054000,0.0,0.0,0.018224284,0.0,0.99995846,0.0,0.0,0.009112016,0.0,0.0,-0.001,0,0
