timestamp,timestamp_sample,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance
1777320737917000,0,1777320737917000,11468804,473977418,85455940,487990,487990,0.25,0.5,97.78,97.78,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320737969000,0,1777320737969000,0,473977417,85455939,487993,487993,0.25,0.5,95.61,95.619995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738021000,0,1777320738021000,0,473977417,85455938,487988,487988,0.25,0.5,93.49,93.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738073000,0,1777320738073000,0,473977418,85455938,487987,487987,0.25,0.5,91.42,91.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738125000,0,1777320738125000,0,473977418,85455937,487990,487990,0.25,0.5,89.4,89.409996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738177000,0,1777320738177000,0,473977419,85455938,487998,487998,0.25,0.5,87.42,87.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738229000,0,1777320738229000,0,473977420,85455938,488000,488000,0.25,0.5,85.479996,85.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738281000,0,1777320738281000,0,473977419,85455941,488008,488008,0.25,0.5,83.59,83.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738333000,0,1777320738333000,0,473977420,85455941,488011,488011,0.25,0.5,81.74,81.759995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738385000,0,1777320738385000,0,473977421,85455939,488007,488007,0.25,0.5,79.93,79.95,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738437000,0,1777320738437000,0,473977419,85455940,488001,488001,0.25,0.5,78.159996,78.18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738489000,0,1777320738489000,0,473977420,85455940,488000,488000,0.25,0.5,76.43,76.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738541000,0,1777320738541000,0,473977421,85455938,488009,488009,0.25,0.5,74.74,74.76,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738593000,0,1777320738593000,0,473977419,85455940,488002,488002,0.25,0.5,73.08,73.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738645000,0,1777320738645000,0,473977420,85455941,487992,487992,0.25,0.5,71.47,71.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738697000,0,1777320738697000,0,473977420,85455939,488002,488002,0.25,0.5,69.88,69.909996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738749000,0,1777320738749000,0,473977421,85455937,487997,487997,0.25,0.5,68.34,68.369995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738801000,0,1777320738801000,0,473977421,85455938,488003,488003,0.25,0.5,66.83,66.86,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738853000,0,1777320738853000,0,473977420,85455937,488011,488011,0.25,0.5,65.35,65.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738905000,0,1777320738905000,0,473977420,85455939,487996,487996,0.25,0.5,63.899998,63.94,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320738957000,0,1777320738957000,0,473977420,85455940,487991,487991,0.25,0.5,62.489998,62.53,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739009000,0,1777320739009000,0,473977419,85455940,487988,487988,0.25,0.5,61.109997,61.14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739061000,0,1777320739061000,0,473977420,85455940,487995,487995,0.25,0.5,59.75,59.789997,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739113000,0,1777320739113000,0,473977420,85455939,488011,488011,0.25,0.5,58.43,58.469997,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739165000,0,1777320739165000,0,473977419,85455937,488016,488016,0.25,0.5,57.14,57.18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739217000,0,1777320739217000,0,473977420,85455938,488005,488005,0.25,0.5,55.879997,55.92,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739269000,0,1777320739269000,0,473977419,85455939,487998,487998,0.25,0.5,54.64,54.69,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739321000,0,1777320739321000,0,473977420,85455938,488006,488006,0.25,0.5,53.43,53.48,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739373000,0,1777320739373000,0,473977420,85455938,487987,487987,0.25,0.5,52.25,52.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739425000,0,1777320739425000,0,473977420,85455940,487993,487993,0.25,0.5,51.1,51.149998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739477000,0,1777320739477000,0,473977421,85455940,487996,487996,0.25,0.5,49.969997,50.02,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777320739529000,0,1777320739529000,0,473977420,85455942,488001,488001,0.25,0.5,48.87,48.92,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
