timestamp,timestamp_sample,device_id,pressure,temperature,error_count
1777316742394000,1777316742394000,6620428,95597.555,0.0,0
1777316743394000,1777316743394000,6620428,95596.914,0.0,0
1777316744394000,1777316744394000,6620428,95596.7,0.0,0
1777316745394000,1777316745394000,6620428,95598.86,0.0,0
1777316746394000,1777316746394000,6620428,95597.27,0.0,0
1777316747394000,1777316747394000,6620428,95599.54,0.0,0
1777316748394000,1777316748394000,6620428,95596.05,0.0,0
1777316749394000,1777316749394000,6620428,95597.32,0.0,0
1777316750394000,1777316750394000,6620428,95600.32,0.0,0
1777316751394000,1777316751394000,6620428,95598.15,0.0,0
1777316752394000,1777316752394000,6620428,95600.11,0.0,0
1777316753394000,1777316753394000,6620428,95598.08,0.0,0
1777316754394000,1777316754394000,6620428,95596.53,0.0,0
1777316755394000,1777316755394000,6620428,95601.14,0.0,0
1777316756394000,1777316756394000,6620428,95598.93,0.0,0
1777316757394000,1777316757394000,6620428,95598.164,0.0,0
1777316758394000,1777316758394000,6620428,95598.12,0.0,0
1777316759394000,1777316759394000,6620428,95599.305,0.0,0
1777316760394000,1777316760394000,6620428,95599.65,0.0,0
1777316761394000,1777316761394000,6620428,95598.28,0.0,0
1777316762394000,1777316762394000,6620428,95597.9,0.0,0
1777316763394000,1777316763394000,6620428,95597.83,0.0,0
1777316764394000,1777316764394000,6620428,95599.125,0.0,0
1777316765394000,1777316765394000,6620428,95597.7,0.0,0
1777316766394000,1777316766394000,6620428,95600.26,0.0,0
1777316767394000,1777316767394000,6620428,95596.95,0.0,0
1777316768394000,1777316768394000,6620428,95597.93,0.0,0
1777316769394000,1777316769394000,6620428,95599.26,0.0,0
1777316770394000,1777316770394000,6620428,95599.164,0.0,0
1777316771394000,1777316771394000,6620428,95600.85,0.0,0
1777316772394000,1777316772394000,6620428,95596.055,0.0,0
1777316773394000,1777316773394000,6620428,95598.2,0.0,0
1777316774394000,1777316774394000,6620428,95597.45,0.0,0
1777316775394000,1777316775394000,6620428,95593.79,0.0,0
1777316776394000,1777316776394000,6620428,95585.375,0.0,0
1777316777394000,1777316777394000,6620428,95568.55,0.0,0
1777316778394000,1777316778394000,6620428,95550.74,0.0,0
1777316779394000,1777316779394000,6620428,95533.38,0.0,0
1777316780394000,1777316780394000,6620428,95514.64,0.0,0
1777316781394000,1777316781394000,6620428,95501.734,0.0,0
1777316782394000,1777316782394000,6620428,95491.055,0.0,0
1777316783394000,1777316783394000,6620428,95490.805,0.0,0
1777316784394000,1777316784394000,6620428,95490.945,0.0,0
1777316785394000,1777316785394000,6620428,95495.58,0.0,0
1777316786394000,1777316786394000,6620428,95492.56,0.0,0
1777316787394000,1777316787394000,6620428,95493.68,0.0,0
1777316788394000,1777316788394000,6620428,95492.33,0.0,0
1777316789394000,1777316789394000,6620428,95493.21,0.0,0
1777316790394000,1777316790394000,6620428,95494.06,0.0,0
1777316791394000,1777316791394000,6620428,95495.336,0.0,0
1777316792394000,1777316792394000,6620428,95490.71,0.0,0
1777316793394000,1777316793394000,6620428,95491.32,0.0,0
1777316794394000,1777316794394000,6620428,95493.16,0.0,0
1777316795394000,1777316795394000,6620428,95493.85,0.0,0
1777316796394000,1777316796394000,6620428,95492.6,0.0,0
1777316797394000,1777316797394000,6620428,95494.12,0.0,0
1777316798394000,1777316798394000,6620428,95494.83,0.0,0
1777316799394000,1777316799394000,6620428,95494.164,0.0,0
1777316800394000,1777316800394000,6620428,95492.64,0.0,0
1777316801394000,1777316801394000,6620428,95494.08,0.0,0
1777316802394000,1777316802394000,6620428,95492.99,0.0,0
1777316803394000,1777316803394000,6620428,95494.32,0.0,0
1777316804394000,1777316804394000,6620428,95494.836,0.0,0
1777316805394000,1777316805394000,6620428,95495.75,0.0,0
1777316806394000,1777316806394000,6620428,95494.1,0.0,0
1777316807394000,1777316807394000,6620428,95494.81,0.0,0
1777316808394000,1777316808394000,6620428,95492.266,0.0,0
1777316809394000,1777316809394000,6620428,95495.3,0.0,0
1777316810394000,1777316810394000,6620428,95494.71,0.0,0
1777316811394000,1777316811394000,6620428,95494.66,0.0,0
1777316812394000,1777316812394000,6620428,95495.96,0.0,0
1777316813394000,1777316813394000,6620428,95493.71,0.0,0
1777316814394000,1777316814394000,6620428,95493.875,0.0,0
1777316815394000,1777316815394000,6620428,95492.14,0.0,0
1777316816394000,1777316816394000,6620428,95494.84,0.0,0
1777316817394000,1777316817394000,6620428,95494.78,0.0,0
1777316818394000,1777316818394000,6620428,95494.48,0.0,0
1777316819394000,1777316819394000,6620428,95494.35,0.0,0
1777316820394000,1777316820394000,6620428,95495.21,0.0,0
1777316821394000,1777316821394000,6620428,95495.4,0.0,0
1777316822394000,1777316822394000,6620428,95494.94,0.0,0
1777316823394000,1777316823394000,6620428,95496.58,0.0,0
1777316824394000,1777316824394000,6620428,95495.53,0.0,0
1777316825394000,1777316825394000,6620428,95492.77,0.0,0
1777316826394000,1777316826394000,6620428,95495.22,0.0,0
