timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1777227220821000,1777227220821000,0.999995,-0.0030325085,0.0006662401,-0.00065146934,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220825000,1777227220825000,0.99999493,-0.003059591,0.0006689798,-0.0006480391,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220829000,1777227220829000,0.99999493,-0.003062181,0.00066263747,-0.0006483259,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220833000,1777227220833000,0.99999493,-0.003062661,0.0006589577,-0.00064915355,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220837000,1777227220837000,0.99999493,-0.0030620527,0.0006803434,-0.000639406,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220841000,1777227220841000,0.99999493,-0.0030545346,0.0007038508,-0.0006191581,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220845000,1777227220845000,0.99999493,-0.0030550214,0.00070551713,-0.000601501,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220849000,1777227220849000,0.9999949,-0.0030693829,0.0007002623,-0.0005859422,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220853000,1777227220853000,0.99999493,-0.0030810772,0.0006955567,-0.00056452805,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220857000,1777227220857000,0.99999493,-0.0030730795,0.00070414366,-0.00054742844,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220861000,1777227220861000,0.9999949,-0.0030544295,0.00073397584,-0.0005479785,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220865000,1777227220865000,0.999995,-0.0030523199,0.00074996933,-0.0005490003,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220869000,1777227220869000,0.9999949,-0.003061943,0.00073773804,-0.00055045966,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220873000,1777227220873000,0.999995,-0.0030576074,0.00072009774,-0.0005678432,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220877000,1777227220877000,0.99999493,-0.0030436802,0.00071309303,-0.0005889946,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220881000,1777227220881000,0.99999493,-0.0030441468,0.00071676465,-0.0006053745,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
1777227220885000,1777227220885000,0.99999493,-0.0030478025,0.0007279047,-0.0006185791,0.9999978,-3.3651304e-11,-1.0004442e-10,-0.0021355064,2
