timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1777316741430000,1777316741430000,1310988,0.0,0.0,0.0,0.15,0.010040122,0.010040122,0.010040039,1310988,0.0,0.0,0.0,0.4,0.04016049,0.04016049,0.04016049,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
1777316742430000,1777316742350000,1310988,6.9939524e-05,0.00053747813,3.6127898e-07,0.15,0.012461635,0.012462199,0.0018597185,1310988,-5.4267166e-06,7.266588e-07,-5.114117e-05,0.4,0.05454261,0.05454261,0.054538626,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
1777316742486000,1777316742406000,1310988,0.0002914896,0.0028848094,9.145853e-07,0.15,0.0058392687,0.005839573,0.0015396118,1310988,-0.0009313624,-7.162135e-05,-0.06611859,0.4,0.053272482,0.053272896,0.0044886074,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,1,0,1,0
1777316742694000,1777316742614000,1310988,0.00028469943,0.0029218749,1.7151366e-05,0.15,0.0059949644,0.0059952764,0.0015840535,1310988,-0.00090277824,-0.0006126648,-0.06720783,0.4,0.052234083,0.0522345,0.00459288,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777316742758000,1777316742678000,1310988,0.000254099,0.0029367476,0.00011501481,0.15,0.0060354983,0.0060358117,0.0015947509,1310988,-0.0010948913,-0.0020923512,-0.06745499,0.4,0.043552045,0.04355254,0.0046270113,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777316742902000,1777316742822000,1310988,0.0002269619,0.0029639576,0.00030255382,0.15,0.005917576,0.005917879,0.0016118145,1310988,-0.00111638,-0.0021842709,-0.06851608,0.4,0.043009933,0.043010466,0.004595991,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777316743110000,1777316743030000,1310988,3.6839545e-05,0.0033369977,0.00013104883,0.15,0.0051553813,0.0051556295,0.0016223455,1310988,-0.0011593279,-0.0029036875,-0.070185296,0.4,0.039357875,0.039358523,0.004466578,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777316743318000,1777316743238000,1310988,-4.319447e-06,0.004241283,4.3950764e-05,0.15,0.0034008103,0.003400953,0.0016163562,1310988,-0.00067301485,-0.0030106201,-0.07223432,0.4,0.03893078,0.038931437,0.0042009195,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777316743526000,1777316743446000,1310988,0.00021839303,0.0050412724,0.00016270747,0.15,0.0016030667,0.0016031214,0.001593756,1310988,8.120005e-05,-0.0033097123,-0.07458186,0.4,0.03733438,0.037335005,0.0038273972,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777316743734000,1777316743654000,1310988,0.00042194905,0.005134532,0.00019700313,0.15,0.0006623031,0.0006623173,0.0015738239,1310988,0.00012778566,-0.0036155998,-0.07703438,0.4,0.035895154,0.03589578,0.0033954836,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777316743942000,1777316743862000,1310988,0.0005446223,0.0047104345,-2.6536864e-05,0.15,0.00028898724,0.00028898602,0.0015160916,1310988,-0.0005780024,-0.0038378022,-0.07923246,0.4,0.035137787,0.035138432,0.0029536032,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
