timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
1777227220821000,0.0,0.99999976,-0.0,0.0,-0.0006534872,0.0,0.0,-0.001
1777227220829000,0.0,0.99999976,-0.0,0.0,-0.0006503525,0.0,0.0,-0.001
1777227220869000,0.0,0.9999998,-0.0,0.0,-0.0005527165,0.0,0.0,-0.001
1777227220917000,0.0,0.9999998,-0.0,0.0,-0.00062241225,0.0,0.0,-0.001
1777227220965000,0.0,0.99999976,-0.0,0.0,-0.0006743796,0.0,0.0,-0.001
1777227221013000,0.0,0.9999997,-0.0,0.0,-0.0007393762,0.0,0.0,-0.001
1777227221069000,0.0,0.99999976,-0.0,0.0,-0.0007456256,0.0,0.0,-0.001
1777227221117000,0.0,0.99999976,-0.0,0.0,-0.0006487768,0.0,0.0,-0.001
1777227221165000,0.0,0.9999999,-0.0,0.0,-0.0005106009,0.0,0.0,-0.001
1777227221221000,0.0,0.9999999,-0.0,0.0,-0.00048572966,0.0,0.0,-0.001
1777227221269000,0.0,0.9999998,-0.0,0.0,-0.00056757196,0.0,0.0,-0.001
1777227221317000,0.0,0.99999976,-0.0,0.0,-0.0006487111,0.0,0.0,-0.001
1777227221365000,0.0,0.99999976,-0.0,0.0,-0.00067079224,0.0,0.0,-0.001
1777227221413000,0.0,0.99999976,-0.0,0.0,-0.00064057665,0.0,0.0,-0.001
1777227221469000,0.0,0.9999997,-0.0,0.0,-0.00075099303,0.0,0.0,-0.001
1777227221517000,0.0,0.99999976,-0.0,0.0,-0.00067929405,0.0,0.0,-0.001
1777227221565000,0.0,0.9999997,-0.0,0.0,-0.00074219843,0.0,0.0,-0.001
1777227221613000,0.0,0.99999976,-0.0,0.0,-0.0006911342,0.0,0.0,-0.001
1777227221669000,0.0,0.99999976,-0.0,0.0,-0.0006755498,0.0,0.0,-0.001
1777227221717000,0.0,0.9999998,-0.0,0.0,-0.00057927804,0.0,0.0,-0.001
1777227221773000,0.0,0.99999976,-0.0,0.0,-0.0006432907,0.0,0.0,-0.001
1777227221813000,0.0,0.99999976,-0.0,0.0,-0.0006918574,0.0,0.0,-0.001
1777227221869000,0.0,0.99999976,-0.0,0.0,-0.0006643463,0.0,0.0,-0.001
1777227221917000,0.0,0.9999999,-0.0,0.0,-0.0005221281,0.0,0.0,-0.001
1777227221965000,0.0,0.9999999,-0.0,0.0,-0.0005291151,0.0,0.0,-0.001
1777227222013000,0.0,0.9999998,-0.0,0.0,-0.0005727889,0.0,0.0,-0.001
1777227222069000,0.0,0.9999998,-0.0,0.0,-0.0006221532,0.0,0.0,-0.001
1777227222117000,0.0,0.9999997,-0.0,0.0,-0.0007385697,0.0,0.0,-0.001
1777227222165000,0.0,0.9999997,-0.0,0.0,-0.0007695332,0.0,0.0,-0.001
1777227222213000,0.0,0.99999213,0.003002697,0.0024564166,-0.00079848315,0.0,0.0,-0.0026474497
1777227222269000,0.0,0.9999989,-0.0005916987,-0.0010677121,-0.0008156272,0.0,0.0,-0.009954125
1777227222317000,0.0,0.99999887,-0.0007636704,-0.0010129822,-0.00081576937,0.0,0.0,-0.01637759
1777227222373000,0.0,0.9999982,-0.0011690056,-0.0012466168,-0.0008164526,0.0,0.0,-0.024672562
1777227222421000,0.0,0.9999986,-0.0010525979,-0.0009738574,-0.0008160211,0.0,0.0,-0.032285854
1777227222469000,0.0,0.999999,-0.00072527386,-0.0009352472,-0.0008156742,0.0,0.0,-0.040278427
1777227222517000,0.0,0.99999875,-0.00081741216,-0.0010582898,-0.0008158607,0.0,0.0,-0.048466645
1777227222565000,0.0,0.9999986,-0.0011575744,-0.00084639346,-0.0008159762,0.0,0.0,-0.05725601
1777227222613000,0.0,0.9999988,-0.0010211295,-0.0008459499,-0.0008158601,0.0,0.0,-0.0663917
1777227222669000,0.0,0.99999875,-0.0010206479,-0.0008810332,-0.0008158955,0.0,0.0,-0.0777068
1777227222717000,0.0,0.9999987,-0.001178753,-0.00071964564,-0.00081584486,0.0,0.0,-0.08777175
1777227222765000,0.0,0.99999833,-0.001374204,-0.0008909396,-0.0008162208,0.0,0.0,-0.0982139
1777227222813000,0.0,0.999998,-0.0015572651,-0.0009860989,-0.0008165322,0.0,0.0,-0.10924142
1777227222869000,0.0,0.9999981,-0.0013788635,-0.0010946132,-0.00081650534,0.0,0.0,-0.12243326
1777227222917000,0.0,0.9999984,-0.0013254915,-0.0008978151,-0.00081618654,0.0,0.0,-0.13450189
1777227222965000,0.0,0.99999833,-0.0013744624,-0.00089054054,-0.0008162205,0.0,0.0,-0.14682971
1777227223021000,0.0,0.999998,-0.0013875319,-0.0012133504,-0.0008166792,0.0,0.0,-0.16164169
1777227223069000,0.0,0.9999984,-0.0012152031,-0.0010422483,-0.00081626256,0.0,0.0,-0.17489576
1777227223117000,0.0,0.99999803,-0.0012576112,-0.0012910721,-0.000816619,0.0,0.0,-0.18866831
1777227223165000,0.0,0.9999982,-0.0011422894,-0.0011216839,-0.000996139,0.0,0.0,-0.20263273
1777227223221000,0.0,0.9999981,-0.0010916678,-0.0012804231,-0.0010111822,0.0,0.0,-0.21974686
1777227223269000,0.0,0.9999983,-0.0007983177,-0.0012522223,-0.001083908,0.0,0.0,-0.23492274
1777227223317000,0.0,0.99999803,-0.0009673985,-0.0012755943,-0.0011708997,0.0,0.0,-0.25037047
1777227223365000,0.0,0.9999981,-0.000696276,-0.0013230171,-0.001249277,0.0,0.0,-0.26610452
1777227223413000,0.0,0.99999756,-0.00065415236,-0.0016253383,-0.0013672047,0.0,0.0,-0.28229034
1777227223469000,0.0,0.99999815,-0.00061492797,-0.0011491718,-0.0014305838,0.0,0.0,-0.30183113
1777227223517000,0.0,0.999998,-0.000713039,-0.0011179948,-0.0015070334,0.0,0.0,-0.31239823
1777227223565000,0.0,0.999998,-0.00070189766,-0.0010982131,-0.0015535374,0.0,0.0,-0.31828082
1777227223613000,0.0,0.9999979,-0.00059536437,-0.0013045697,-0.0014620064,0.0,0.0,-0.3220588
1777227223669000,0.0,0.9999983,-0.00043762955,-0.0012276861,-0.0012980023,0.0,0.0,-0.3277547
1777227223717000,0.0,0.99999845,-0.00036160773,-0.0011269203,-0.001309517,0.0,0.0,-0.33173132
1777227223773000,0.0,0.9999985,-0.00059525727,-0.0009472941,-0.001325964,0.0,0.0,-0.33886406
1777227223813000,0.0,0.9999988,-0.00031966093,-0.0007637215,-0.0013008598,0.0,0.0,-0.34325746
1777227223869000,0.0,0.99999875,-0.00060350343,-0.0007279102,-0.0012437715,0.0,0.0,-0.34926304
1777227223917000,0.0,0.99999887,-0.0005345451,-0.00077995594,-0.0012087792,0.0,0.0,-0.35370716
1777227223965000,0.0,0.9999989,-0.00047157027,-0.0006804963,-0.0012266085,0.0,0.0,-0.36120152
1777227224013000,0.0,0.9999989,-0.00040886187,-0.0007601909,-0.0011936711,0.0,0.0,-0.3660256
1777227224069000,0.0,0.99999875,-0.0005097498,-0.00085066556,-0.0012119422,0.0,0.0,-0.37255043
1777227224117000,0.0,0.99999875,-0.00038844015,-0.0010056862,-0.001178811,0.0,0.0,-0.37790164
1777227224165000,0.0,0.9999987,-0.00042895813,-0.0010617424,-0.0011563954,0.0,0.0,-0.3862918
1777227224213000,0.0,0.99999875,-0.0005601707,-0.0009211404,-0.0011249668,0.0,0.0,-0.39178845
1777227224269000,0.0,0.9999989,-0.00050081767,-0.00072390755,-0.0011779879,0.0,0.0,-0.39855176
1777227224317000,0.0,0.9999986,-0.00067845365,-0.0008726946,-0.0012633522,0.0,0.0,-0.4041253
1777227224365000,0.0,0.9999987,-0.0005394032,-0.0009173508,-0.0012060668,0.0,0.0,-0.41285652
1777227224413000,0.0,0.99999875,-0.0005121125,-0.00086661393,-0.0012106481,0.0,0.0,-0.41891482
1777227224469000,0.0,0.9999987,-0.00049568014,-0.00090949715,-0.0012335248,0.0,0.0,-0.42637417
1777227224517000,0.0,0.9999986,-0.00056379987,-0.00096634746,-0.0012255928,0.0,0.0,-0.43261966
1777227224565000,0.0,0.99999917,-0.00045825346,-0.0005165664,-0.0010951002,0.0,0.0,-0.44221678
1777227224621000,0.0,0.99999887,-0.00054923,-0.0008781972,-0.001091598,0.0,0.0,-0.44999334
1777227224669000,0.0,0.9999985,-0.00039103293,-0.0012903624,-0.0010967074,0.0,0.0,-0.45647684
1777227224717000,0.0,0.9999986,-0.00067060825,-0.0010488116,-0.0010938955,0.0,0.0,-0.46304408
1777227224765000,0.0,0.9999987,-0.00080823246,-0.0007540924,-0.0011660098,0.0,0.0,-0.47292027
1777227224813000,0.0,0.9999988,-0.0007920795,-0.0005445018,-0.001226764,0.0,0.0,-0.47980857
1777227224869000,0.0,0.99999875,-0.0009067261,-0.00065539725,-0.0011414717,0.0,0.0,-0.48785976
1777227224917000,0.0,0.9999988,-0.000873826,-0.0002662577,-0.0012440869,0.0,0.0,-0.49466884
1777227224973000,0.0,0.999999,-0.00076011755,-0.00032813853,-0.0011882556,0.0,0.0,-0.5044739
1777227225021000,0.0,0.99999857,-0.0012044936,-0.00019827131,-0.0011968085,0.0,0.0,-0.5098008
1777227225069000,0.0,0.9999983,-0.0014542956,-3.1452513e-05,-0.001131924,0.0,0.0,-0.51334167
1777227225117000,0.0,0.99999756,-0.0018855274,0.00014514186,-0.0011310999,0.0,0.0,-0.51587903
1777227225173000,0.0,0.9999962,-0.0025348146,0.00026762285,-0.0010596154,0.0,0.0,-0.521102
1777227225221000,0.0,0.99999565,-0.002730872,0.00041440935,-0.0010369889,0.0,0.0,-0.548555
1777227225269000,0.0,0.9999949,-0.0030346906,0.00034464765,-0.00095499656,0.0,0.0,-0.54641986
1777227225317000,0.0,0.9999937,-0.0034137338,0.00029755052,-0.0009111904,0.0,0.0,-0.54189974
1777227225365000,0.0,0.99999183,-0.003850167,0.0008902997,-0.0008738386,0.0,0.0,-0.54274404
1777227225413000,0.0,0.99999094,-0.004072242,0.00081998936,-0.0009310335,0.0,0.0,-0.53928846
1777227225469000,0.0,0.9999891,-0.0044933027,0.000906022,-0.00089963817,0.0,0.0,-0.5357843
1777227225517000,0.0,0.9999878,-0.0047983136,0.0007995236,-0.00088986463,0.0,0.0,-0.5327641
1777227225573000,0.0,0.9999883,-0.004655479,0.0008589875,-0.0009846688,0.0,0.0,-0.5343316
1777227225613000,0.0,0.9999877,-0.00475504,0.0009814425,-0.0009947758,0.0,0.0,-0.5335527
1777227225669000,0.0,0.9999874,-0.0048701856,0.00081215455,-0.0008981628,0.0,0.0,-0.53086007
1777227225717000,0.0,0.9999893,-0.004485291,0.0007903044,-0.00090109464,0.0,0.0,-0.5284176
