timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1777320745525000,1,-1,0,3,0,0,0,1,0,0,0,0
1777320752693000,2,-1,0,0,0,0,0,0,0,0,0,0
1777320757073000,2,-1,0,0,0,0,0,0,0,0,0,0
1777320768365000,2,-1,0,0,0,0,0,0,1,0,0,0
1777320768377000,2,-1,0,0,0,0,0,0,1,0,0,0
