timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_variance,test_ratio,estimator_instance,fusion_enabled,innovation_rejected,fused
1777320745509000,1777320745395000,0,0,-487.99802,16.483599,487.99335,16.589218,574.19824,0,0,1,0
1777320745565000,1777320745447000,0,0,-488.00803,15.7609005,488.00342,15.866512,600.3773,0,0,1,0
1777320745613000,1777320745499000,0,0,-488.00702,15.132099,488.00253,15.237599,625.15485,0,0,1,0
1777320745669000,1777320745551000,0,0,-488.002,14.5924,487.99664,14.696287,648.1657,0,0,1,0
1777320745725000,1777320745603000,0,0,-488.006,13.9876,488.00052,14.091483,675.99554,0,0,1,0
1777320745773000,1777320745655000,0,0,-488.01602,13.468899,488.01047,13.572677,701.86365,0,0,1,0
1777320745821000,1777320745707000,0,0,-488.00504,12.8881,487.99973,12.991797,733.21265,0,0,1,0
1777320745877000,1777320745759000,0,0,-488.00003,12.3904,487.99472,12.49252,762.50055,0,0,1,0
1777320745933000,1777320745811000,0,0,-487.98703,11.902498,487.98172,12.0046425,793.4469,0,0,1,0
1777320745981000,1777320745863000,0,0,-487.98303,11.492099,487.977,11.594168,821.52185,0,0,1,0
1777320746037000,1777320745915000,0,0,-487.997,11.0224,487.99094,11.122971,856.37244,0,0,1,0
1777320746085000,1777320745967000,0,0,-487.99503,10.5625,487.9883,10.6629715,893.3067,0,0,1,0
1777320746141000,1777320746019000,0,0,-488.00803,10.176099,488.00146,10.277449,926.86597,0,0,1,0
1777320746189000,1777320746071000,0,0,-488.00403,9.796899,487.99786,9.898193,962.36523,0,0,1,0
1777320746245000,1777320746123000,0,0,-487.99203,9.4249,487.98575,9.525511,999.9678,0,0,1,0
1777320746293000,1777320746175000,0,0,-487.993,9.0601,487.98697,9.160623,1039.804,0,0,1,0
1777320746341000,1777320746227000,0,0,-488.002,8.7025,487.99594,8.802958,1082.091,0,0,1,0
1777320746397000,1777320746279000,0,0,-487.997,8.352099,487.99173,8.452646,1126.9177,0,0,1,0
1777320746453000,1777320746331000,0,0,-487.99802,8.065599,487.9925,8.16465,1166.6719,0,0,1,0
1777320746501000,1777320746383000,0,0,-487.99402,7.7283998,487.98883,7.827386,1216.9227,0,0,1,0
1777320746557000,1777320746435000,0,0,-488.00702,7.4529,488.00262,7.5511775,1261.507,0,0,1,0
1777320746605000,1777320746487000,0,0,-488.00803,7.1823993,488.0036,7.281456,1308.2411,0,0,1,0
1777320746653000,1777320746539000,0,0,-488.00302,6.916899,487.99866,7.015963,1357.7191,0,0,1,0
