timestamp,tilt_limit,takeoff_state
1777320737973000,0.16159986,1
1777320738213000,0.20943952,1
1777320757077000,0.20943952,2
1777320758077000,0.20943952,4
1777320761085000,0.21103951,5
1777320761093000,0.21263951,5
1777320762077000,0.40943918,5
1777320763085000,0.6110409,5
1777320763957000,0.7853982,5
